# Hydrogen Technology Time-Series Parameters,,,,,,,,
# This file contains time-varying parameters (e.g.  efficiency improvements  variable costs over time),,,,,,,,
# Years represent model years where parameter values change,,,,,,,,
parameter,node_loc,technology,year_act,mode,time,value,unit,year_vtg
historical_activity,R12_WEU,h2_elec_alk,1990,M1,year,0.001354212,GWa,
historical_activity,R12_LAM,h2_elec_alk,1995,M1,year,0.08060788,GWa,
historical_activity,R12_WEU,h2_elec_alk,1995,M1,year,0.002257021,GWa,
historical_activity,R12_LAM,h2_elec_alk,2000,M1,year,0.08060788,GWa,
historical_activity,R12_NAM,h2_elec_pem,2000,M1,year,0.02547085,GWa,
historical_activity,R12_WEU,h2_elec_alk,2000,M1,year,0.002440162,GWa,
historical_activity,R12_LAM,h2_elec_alk,2005,M1,year,0.081141827,GWa,
historical_activity,R12_NAM,h2_elec_pem,2005,M1,year,0.0435246,GWa,
historical_activity,R12_WEU,h2_elec_alk,2005,M1,year,0.002639424,GWa,
historical_activity,R12_LAM,h2_elec_alk,2010,M1,year,0.083277613,GWa,
historical_activity,R12_NAM,h2_elec_alk,2010,M1,year,0.001287663,GWa,
historical_activity,R12_NAM,h2_elec_pem,2010,M1,year,0.070605225,GWa,
historical_activity,R12_PAO,h2_elec_alk,2010,M1,year,0.000257945,GWa,
historical_activity,R12_SAS,h2_elec_alk,2010,M1,year,0.001317068,GWa,
historical_activity,R12_SAS,h2_elec_pem,2010,M1,year,1.78E-05,GWa,
historical_activity,R12_WEU,h2_elec_alk,2010,M1,year,0.029422224,GWa,
historical_activity,R12_WEU,h2_elec_pem,2010,M1,year,0.001426596,GWa,
historical_activity,R12_CHN,h2_elec_alk,2015,M1,year,0.002757434,GWa,
historical_activity,R12_CHN,h2_elec_pem,2015,M1,year,0.002281823,GWa,
historical_activity,R12_EEU,h2_elec_alk,2015,M1,year,0.000644863,GWa,
historical_activity,R12_EEU,h2_elec_pem,2015,M1,year,0.000415292,GWa,
historical_activity,R12_LAM,h2_elec_alk,2015,M1,year,0.083277613,GWa,
historical_activity,R12_LAM,h2_elec_pem,2015,M1,year,8.90E-06,GWa,
historical_activity,R12_MEA,h2_elec_alk,2015,M1,year,0.000147029,GWa,
historical_activity,R12_NAM,h2_elec_alk,2015,M1,year,0.001690186,GWa,
historical_activity,R12_NAM,h2_elec_pem,2015,M1,year,0.076024555,GWa,
historical_activity,R12_PAO,h2_elec_alk,2015,M1,year,0.000644863,GWa,
historical_activity,R12_PAO,h2_elec_pem,2015,M1,year,0.00217298,GWa,
historical_activity,R12_PAS,h2_elec_alk,2015,M1,year,0.000177982,GWa,
historical_activity,R12_PAS,h2_elec_pem,2015,M1,year,0.001146844,GWa,
historical_activity,R12_SAS,h2_elec_alk,2015,M1,year,0.006585341,GWa,
historical_activity,R12_SAS,h2_elec_pem,2015,M1,year,2.97E-05,GWa,
historical_activity,R12_WEU,h2_elec_alk,2015,M1,year,0.095337802,GWa,
historical_activity,R12_WEU,h2_elec_pem,2015,M1,year,0.03548851,GWa,
historical_activity,R12_WEU,h2_elec_soe,2015,M1,year,0.000111536,GWa,
historical_activity,R12_AFR,h2_elec_alk,2020,M1,year,0.006771062,GWa,
historical_activity,R12_AFR,h2_elec_pem,2020,M1,year,0.002852279,GWa,
historical_activity,R12_CHN,h2_elec_alk,2020,M1,year,0.950102616,GWa,
historical_activity,R12_CHN,h2_elec_pem,2020,M1,year,0.049610622,GWa,
historical_activity,R12_EEU,h2_elec_alk,2020,M1,year,0.003224315,GWa,
historical_activity,R12_EEU,h2_elec_pem,2020,M1,year,0.01006284,GWa,
historical_activity,R12_FSU,h2_elec_pem,2020,M1,year,0.001711367,GWa,
historical_activity,R12_LAM,h2_elec_alk,2020,M1,year,0.083277613,GWa,
historical_activity,R12_LAM,h2_elec_pem,2020,M1,year,0.007867427,GWa,
historical_activity,R12_MEA,h2_elec_alk,2020,M1,year,0.000367572,GWa,
historical_activity,R12_MEA,h2_elec_pem,2020,M1,year,0.028522788,GWa,
historical_activity,R12_NAM,h2_elec_alk,2020,M1,year,0.002979912,GWa,
historical_activity,R12_NAM,h2_elec_pem,2020,M1,year,0.228953705,GWa,
historical_activity,R12_PAO,h2_elec_alk,2020,M1,year,0.039414029,GWa,
historical_activity,R12_PAO,h2_elec_pem,2020,M1,year,0.018099991,GWa,
historical_activity,R12_PAS,h2_elec_alk,2020,M1,year,0.000889911,GWa,
historical_activity,R12_PAS,h2_elec_pem,2020,M1,year,0.002881943,GWa,
historical_activity,R12_SAS,h2_elec_alk,2020,M1,year,0.008906848,GWa,
historical_activity,R12_SAS,h2_elec_pem,2020,M1,year,0.006506048,GWa,
historical_activity,R12_WEU,h2_elec_alk,2020,M1,year,0.212510291,GWa,
historical_activity,R12_WEU,h2_elec_pem,2020,M1,year,0.276611708,GWa,
historical_activity,R12_WEU,h2_elec_soe,2020,M1,year,0.01085629,GWa,
historical_activity,R12_AFR,h2_elec_alk,2025,M1,year,0.011285103,GWa,
historical_activity,R12_AFR,h2_elec_pem,2025,M1,year,0.014261394,GWa,
historical_activity,R12_CHN,h2_elec_alk,2025,M1,year,1.753194406,GWa,
historical_activity,R12_CHN,h2_elec_pem,2025,M1,year,0.077624335,GWa,
historical_activity,R12_EEU,h2_elec_alk,2025,M1,year,0.003224315,GWa,
historical_activity,R12_EEU,h2_elec_pem,2025,M1,year,0.036303805,GWa,
historical_activity,R12_FSU,h2_elec_pem,2025,M1,year,0.002852279,GWa,
historical_activity,R12_LAM,h2_elec_alk,2025,M1,year,0.083277613,GWa,
historical_activity,R12_LAM,h2_elec_pem,2025,M1,year,0.013825192,GWa,
historical_activity,R12_MEA,h2_elec_alk,2025,M1,year,0.000367572,GWa,
historical_activity,R12_MEA,h2_elec_pem,2025,M1,year,0.046349531,GWa,
historical_activity,R12_NAM,h2_elec_alk,2025,M1,year,0.002979912,GWa,
historical_activity,R12_NAM,h2_elec_pem,2025,M1,year,0.388693071,GWa,
historical_activity,R12_PAO,h2_elec_alk,2025,M1,year,0.036305789,GWa,
historical_activity,R12_PAO,h2_elec_pem,2025,M1,year,0.028106926,GWa,
historical_activity,R12_PAS,h2_elec_alk,2025,M1,year,0.000889911,GWa,
historical_activity,R12_PAS,h2_elec_pem,2025,M1,year,0.002881943,GWa,
historical_activity,R12_SAS,h2_elec_alk,2025,M1,year,0.018192876,GWa,
historical_activity,R12_SAS,h2_elec_pem,2025,M1,year,0.032393046,GWa,
historical_activity,R12_WEU,h2_elec_alk,2025,M1,year,0.36038706,GWa,
historical_activity,R12_WEU,h2_elec_pem,2025,M1,year,0.477173169,GWa,
historical_activity,R12_WEU,h2_elec_soe,2025,M1,year,0.017491591,GWa,
historical_activity,R12_AFR,h2_elec_alk,2030,M1,year,0.011285103,GWa,
historical_activity,R12_AFR,h2_elec_pem,2030,M1,year,0.014261394,GWa,
historical_activity,R12_CHN,h2_elec_alk,2030,M1,year,1.753194406,GWa,
historical_activity,R12_CHN,h2_elec_pem,2030,M1,year,0.077624335,GWa,
historical_activity,R12_EEU,h2_elec_alk,2030,M1,year,0.003224315,GWa,
historical_activity,R12_EEU,h2_elec_pem,2030,M1,year,0.036303805,GWa,
historical_activity,R12_FSU,h2_elec_pem,2030,M1,year,0.002852279,GWa,
historical_activity,R12_LAM,h2_elec_alk,2030,M1,year,0.083277613,GWa,
historical_activity,R12_LAM,h2_elec_pem,2030,M1,year,0.013825192,GWa,
historical_activity,R12_MEA,h2_elec_alk,2030,M1,year,0.000367572,GWa,
historical_activity,R12_MEA,h2_elec_pem,2030,M1,year,0.046349531,GWa,
historical_activity,R12_NAM,h2_elec_alk,2030,M1,year,0.002979912,GWa,
historical_activity,R12_NAM,h2_elec_pem,2030,M1,year,0.388693071,GWa,
historical_activity,R12_PAO,h2_elec_alk,2030,M1,year,0.016959898,GWa,
historical_activity,R12_PAO,h2_elec_pem,2030,M1,year,0.026966015,GWa,
historical_activity,R12_PAS,h2_elec_alk,2030,M1,year,0.000889911,GWa,
historical_activity,R12_PAS,h2_elec_pem,2030,M1,year,0.002881943,GWa,
historical_activity,R12_SAS,h2_elec_alk,2030,M1,year,0.018192876,GWa,
historical_activity,R12_SAS,h2_elec_pem,2030,M1,year,0.032393046,GWa,
historical_activity,R12_WEU,h2_elec_alk,2030,M1,year,0.36038706,GWa,
historical_activity,R12_WEU,h2_elec_pem,2030,M1,year,0.477173169,GWa,
historical_activity,R12_WEU,h2_elec_soe,2030,M1,year,0.017491591,GWa,
