"","reg_no","region","year","consumption","pop","gdp.pcap","cons.pcap","del.t"
"1029",26,"Other South Africa (26)","1977",3701,56.43172,1346.514,65.5836823687104,-33
"1030",26,"Other South Africa (26)","1978",3636,58.17012,1298.553,62.5063176764978,-32
"1031",26,"Other South Africa (26)","1979",3307,59.96738,1281.161,55.1466480609958,-31
"1032",26,"Other South Africa (26)","1980",1410,61.82227,1295.589,22.8073152279915,-30
"1033",26,"Other South Africa (26)","1981",1453,63.73701,1267.775,22.7968020464091,-29
"1034",26,"Other South Africa (26)","1982",887,65.70934,1231.324,13.4988420215452,-28
"1035",26,"Other South Africa (26)","1983",1161,67.72829,1201.375,17.1420244036871,-27
"1036",26,"Other South Africa (26)","1984",1459,69.7794,1202.17,20.9087495736564,-26
"1037",26,"Other South Africa (26)","1985",1492,71.85332,1209.845,20.7645241722999,-25
"1038",26,"Other South Africa (26)","1986",1239,73.941,1206.85,16.7566032377166,-24
"1039",26,"Other South Africa (26)","1987",978,76.04729,1246.922,12.860418826233,-23
"1040",26,"Other South Africa (26)","1988",997,78.1937,1289.007,12.7503878189675,-22
"1041",26,"Other South Africa (26)","1989",1038,80.41052,1291.151,12.9087587047068,-21
"1042",26,"Other South Africa (26)","1990",1072,82.71741,1291.267,12.9597868211783,-20
"1043",26,"Other South Africa (26)","1991",1435,85.12392,1284.605,16.8577762866184,-19
"1044",26,"Other South Africa (26)","1992",1297,87.61742,1213.922,14.8029923729779,-18
"1045",26,"Other South Africa (26)","1993",1306,90.16825,1108.931,14.4840340141901,-17
"1046",26,"Other South Africa (26)","1994",1358,92.73466,1101.903,14.6439314060137,-16
"1047",26,"Other South Africa (26)","1995",1387,95.28664,1125.655,14.5560804746605,-15
"1048",26,"Other South Africa (26)","1996",1293,97.81644,1177.455,13.2186368671769,-14
"1049",26,"Other South Africa (26)","1997",1690,100.3338,1215.532,16.8437754774563,-13
"1050",26,"Other South Africa (26)","1998",1765,102.848,1246.188,17.1612476664592,-12
"1051",26,"Other South Africa (26)","1999",1553,105.3752,1257.437,14.7378130717664,-11
"1052",26,"Other South Africa (26)","2000",1552,107.9291,1267.886,14.3798104496378,-10
"1053",26,"Other South Africa (26)","2001",1692,110.5141,1283.399,15.3102635772268,-9
"1054",26,"Other South Africa (26)","2002",2220,113.1327,1339.247,19.622973729081,-8
"1055",26,"Other South Africa (26)","2003",1892,115.7948,1359.277,16.3392483945739,-7
"1056",26,"Other South Africa (26)","2004",181,118.5119,1431.622,1.52727278863979,-6
"1057",26,"Other South Africa (26)","2005",217,121.295,1534.786,1.78902675295767,-5
"1058",26,"Other South Africa (26)","2006",225,124.1446,1650.745,1.81240263370296,-4
"1059",26,"Other South Africa (26)","2007",225,127.067,1789.49,1.77071938426185,-3
"1060",26,"Other South Africa (26)","2008",272,130.2515,1871.848,2.08826769749293,-2
"1061",26,"Other South Africa (26)","2009",344,133.5386,1843.252,2.57603419535625,-1
"1062",26,"Other South Africa (26)","2010",355,136.949,1909.069,2.59220585765504,0
"1063",26,"Other South Africa (26)","2011",474,140.4888,1988.006,3.37393443463109,1
"1064",26,"Other South Africa (26)","2012",439,144.1459,2063.026,3.0455254016937,2
