YEAR,EXPORTER,IMPORTER,MESSAGETEC,LEVEL
2050,R12_MEA,R12_EEU,gas_exp_eeu,9.110779589414625
2055,R12_MEA,R12_EEU,gas_exp_eeu,9.110779589414625
2060,R12_MEA,R12_EEU,gas_exp_eeu,9.110779589414625
2070,R12_MEA,R12_EEU,gas_exp_eeu,9.110779589414625
2080,R12_MEA,R12_EEU,gas_exp_eeu,4.555389794707312
2080,R12_MEA,R12_EEU,gas_exp_eeu,0.0
2090,R12_MEA,R12_EEU,gas_exp_eeu,0.0
2100,R12_MEA,R12_EEU,gas_exp_eeu,0.0
2110,R12_MEA,R12_EEU,gas_exp_eeu,0.0
2010,R12_MEA,R12_RCPA,gas_exp_rcpa,0.0
2015,R12_MEA,R12_RCPA,gas_exp_rcpa,0.0
2020,R12_MEA,R12_RCPA,gas_exp_rcpa,0.0
2025,R12_MEA,R12_RCPA,gas_exp_rcpa,0.0
2030,R12_MEA,R12_RCPA,gas_exp_rcpa,0.0
2035,R12_MEA,R12_RCPA,gas_exp_rcpa,0.0
2040,R12_MEA,R12_RCPA,gas_exp_rcpa,0.0
2045,R12_MEA,R12_RCPA,gas_exp_rcpa,0.0
2050,R12_MEA,R12_RCPA,gas_exp_rcpa,0.0
2055,R12_MEA,R12_RCPA,gas_exp_rcpa,0.0
2060,R12_MEA,R12_RCPA,gas_exp_rcpa,0.0
2070,R12_MEA,R12_RCPA,gas_exp_rcpa,0.0
2080,R12_MEA,R12_RCPA,gas_exp_rcpa,0.0
2090,R12_MEA,R12_RCPA,gas_exp_rcpa,0.0
2100,R12_MEA,R12_RCPA,gas_exp_rcpa,0.0
2110,R12_MEA,R12_RCPA,gas_exp_rcpa,0.0
2010,R12_MEA,R12_AFR,gas_exp_afr,0.0
2015,R12_MEA,R12_AFR,gas_exp_afr,0.0
2020,R12_MEA,R12_AFR,gas_exp_afr,0.0
2025,R12_MEA,R12_AFR,gas_exp_afr,0.0
2030,R12_MEA,R12_AFR,gas_exp_afr,0.0
2035,R12_MEA,R12_AFR,gas_exp_afr,0.0
2040,R12_MEA,R12_AFR,gas_exp_afr,0.0
2045,R12_MEA,R12_AFR,gas_exp_afr,0.0
2050,R12_MEA,R12_AFR,gas_exp_afr,0.0
2055,R12_MEA,R12_AFR,gas_exp_afr,0.0
2060,R12_MEA,R12_AFR,gas_exp_afr,0.0
2070,R12_MEA,R12_AFR,gas_exp_afr,0.0
2080,R12_MEA,R12_AFR,gas_exp_afr,0.0
2090,R12_MEA,R12_AFR,gas_exp_afr,0.0
2100,R12_MEA,R12_AFR,gas_exp_afr,0.0
2110,R12_MEA,R12_AFR,gas_exp_afr,0.0
2010,R12_MEA,R12_CHN,gas_exp_chn,0.0
2015,R12_MEA,R12_CHN,gas_exp_chn,0.0
2020,R12_MEA,R12_CHN,gas_exp_chn,0.0
2025,R12_MEA,R12_CHN,gas_exp_chn,0.0
2030,R12_MEA,R12_CHN,gas_exp_chn,0.0
2035,R12_MEA,R12_CHN,gas_exp_chn,0.0
2040,R12_MEA,R12_CHN,gas_exp_chn,0.0
2045,R12_MEA,R12_CHN,gas_exp_chn,0.0
2050,R12_MEA,R12_CHN,gas_exp_chn,0.0
2055,R12_MEA,R12_CHN,gas_exp_chn,0.0
2060,R12_MEA,R12_CHN,gas_exp_chn,0.0
2070,R12_MEA,R12_CHN,gas_exp_chn,0.0
2080,R12_MEA,R12_CHN,gas_exp_chn,0.0
2090,R12_MEA,R12_CHN,gas_exp_chn,0.0
2100,R12_MEA,R12_CHN,gas_exp_chn,0.0
2110,R12_MEA,R12_CHN,gas_exp_chn,0.0
2010,R12_FSU,R12_SAS,gas_exp_sas,0.0
2015,R12_FSU,R12_SAS,gas_exp_sas,0.0
2020,R12_FSU,R12_SAS,gas_exp_sas,0.0
2025,R12_FSU,R12_SAS,gas_exp_sas,0.0
2030,R12_FSU,R12_SAS,gas_exp_sas,0.0
2035,R12_FSU,R12_SAS,gas_exp_sas,0.0
2040,R12_FSU,R12_SAS,gas_exp_sas,0.0
2045,R12_FSU,R12_SAS,gas_exp_sas,0.0
2050,R12_FSU,R12_SAS,gas_exp_sas,0.0
2055,R12_FSU,R12_SAS,gas_exp_sas,0.0
2060,R12_FSU,R12_SAS,gas_exp_sas,0.0
2030,R12_FSU,R12_SAS,gas_exp_sas,91.867453088
2035,R12_FSU,R12_SAS,gas_exp_sas,91.867453088
2040,R12_FSU,R12_SAS,gas_exp_sas,91.867453088
2045,R12_FSU,R12_SAS,gas_exp_sas,91.867453088
2050,R12_FSU,R12_SAS,gas_exp_sas,91.867453088
2055,R12_FSU,R12_SAS,gas_exp_sas,91.867453088
2060,R12_FSU,R12_SAS,gas_exp_sas,91.867453088
2070,R12_FSU,R12_SAS,gas_exp_sas,45.933726544
2035,R12_FSU,R12_SAS,gas_exp_sas,36.4325459820481
2040,R12_FSU,R12_SAS,gas_exp_sas,36.4325459820481
2045,R12_FSU,R12_SAS,gas_exp_sas,36.4325459820481
2050,R12_FSU,R12_SAS,gas_exp_sas,36.4325459820481
2055,R12_FSU,R12_SAS,gas_exp_sas,36.4325459820481
2060,R12_FSU,R12_SAS,gas_exp_sas,36.4325459820481
2070,R12_FSU,R12_SAS,gas_exp_sas,36.4325459820481
2040,R12_FSU,R12_SAS,gas_exp_sas,46.49818671182146
2045,R12_FSU,R12_SAS,gas_exp_sas,46.49818671182146
2050,R12_FSU,R12_SAS,gas_exp_sas,46.49818671182146
2055,R12_FSU,R12_SAS,gas_exp_sas,46.49818671182146
2060,R12_FSU,R12_SAS,gas_exp_sas,46.49818671182146
2070,R12_FSU,R12_SAS,gas_exp_sas,46.49818671182146
2080,R12_FSU,R12_SAS,gas_exp_sas,23.24909335591073
2045,R12_FSU,R12_SAS,gas_exp_sas,59.34477838998022
2050,R12_FSU,R12_SAS,gas_exp_sas,59.34477838998022
2055,R12_FSU,R12_SAS,gas_exp_sas,59.34477838998022
2060,R12_FSU,R12_SAS,gas_exp_sas,59.34477838998022
2070,R12_FSU,R12_SAS,gas_exp_sas,59.34477838998022
2080,R12_FSU,R12_SAS,gas_exp_sas,59.34477838998022
2050,R12_FSU,R12_SAS,gas_exp_sas,75.74064648978019
2055,R12_FSU,R12_SAS,gas_exp_sas,75.74064648978019
2060,R12_FSU,R12_SAS,gas_exp_sas,75.74064648978019
2070,R12_FSU,R12_SAS,gas_exp_sas,75.74064648978019
2080,R12_FSU,R12_SAS,gas_exp_sas,75.74064648978019
2090,R12_FSU,R12_SAS,gas_exp_sas,37.870323244890095
2055,R12_FSU,R12_SAS,gas_exp_sas,96.66639064673684
2060,R12_FSU,R12_SAS,gas_exp_sas,96.66639064673684
2070,R12_FSU,R12_SAS,gas_exp_sas,96.66639064673684
2080,R12_FSU,R12_SAS,gas_exp_sas,96.66639064673684
2090,R12_FSU,R12_SAS,gas_exp_sas,96.66639064673684
2060,R12_FSU,R12_SAS,gas_exp_sas,123.37353209585267
2070,R12_FSU,R12_SAS,gas_exp_sas,123.37353209585267
2080,R12_FSU,R12_SAS,gas_exp_sas,123.37353209585267
2090,R12_FSU,R12_SAS,gas_exp_sas,123.37353209585267
2100,R12_FSU,R12_SAS,gas_exp_sas,61.686766047926334
2070,R12_FSU,R12_SAS,gas_exp_sas,404.35557437592723
2080,R12_FSU,R12_SAS,gas_exp_sas,404.35557437592723
2090,R12_FSU,R12_SAS,gas_exp_sas,404.35557437592723
2100,R12_FSU,R12_SAS,gas_exp_sas,404.35557437592723
2080,R12_FSU,R12_SAS,gas_exp_sas,689.446787935027
2090,R12_FSU,R12_SAS,gas_exp_sas,689.446787935027
2100,R12_FSU,R12_SAS,gas_exp_sas,689.446787935027
2110,R12_FSU,R12_SAS,gas_exp_sas,689.446787935027
2090,R12_FSU,R12_SAS,gas_exp_sas,726.1562665900744
2100,R12_FSU,R12_SAS,gas_exp_sas,726.1562665900744
2110,R12_FSU,R12_SAS,gas_exp_sas,726.1562665900744
2100,R12_FSU,R12_SAS,gas_exp_sas,288.55614729600666
2110,R12_FSU,R12_SAS,gas_exp_sas,288.55614729600666
2110,R12_FSU,R12_SAS,gas_exp_sas,774.8956389719201
2010,R12_FSU,R12_WEU,gas_exp_weu,0.0
2015,R12_FSU,R12_WEU,gas_exp_weu,0.0
2020,R12_FSU,R12_WEU,gas_exp_weu,0.0
2025,R12_FSU,R12_WEU,gas_exp_weu,0.0
2030,R12_FSU,R12_WEU,gas_exp_weu,0.0
2035,R12_FSU,R12_WEU,gas_exp_weu,0.0
2040,R12_FSU,R12_WEU,gas_exp_weu,0.0
2045,R12_FSU,R12_WEU,gas_exp_weu,0.0
2050,R12_FSU,R12_WEU,gas_exp_weu,0.0
2055,R12_FSU,R12_WEU,gas_exp_weu,0.0
2060,R12_FSU,R12_WEU,gas_exp_weu,0.0
2030,R12_FSU,R12_WEU,gas_exp_weu,95.21589748531251
2035,R12_FSU,R12_WEU,gas_exp_weu,95.21589748531251
2040,R12_FSU,R12_WEU,gas_exp_weu,64.62748392108901
2045,R12_FSU,R12_WEU,gas_exp_weu,61.68188466288335
2050,R12_FSU,R12_WEU,gas_exp_weu,38.679504041212745
2055,R12_FSU,R12_WEU,gas_exp_weu,29.929462899044644
2060,R12_FSU,R12_WEU,gas_exp_weu,23.158847860894227
2070,R12_FSU,R12_WEU,gas_exp_weu,1.5723382441711493
2070,R12_FSU,R12_WEU,gas_exp_weu,0.0
2080,R12_FSU,R12_WEU,gas_exp_weu,0.0
2090,R12_FSU,R12_WEU,gas_exp_weu,0.0
2100,R12_FSU,R12_WEU,gas_exp_weu,0.0
2110,R12_FSU,R12_WEU,gas_exp_weu,0.0
2010,R12_FSU,R12_EEU,gas_exp_eeu,0.0
2015,R12_FSU,R12_EEU,gas_exp_eeu,0.0
2020,R12_FSU,R12_EEU,gas_exp_eeu,0.0
2025,R12_FSU,R12_EEU,gas_exp_eeu,0.0
2030,R12_FSU,R12_EEU,gas_exp_eeu,0.0
2035,R12_FSU,R12_EEU,gas_exp_eeu,0.0
2040,R12_FSU,R12_EEU,gas_exp_eeu,0.0
2045,R12_FSU,R12_EEU,gas_exp_eeu,0.0
2050,R12_FSU,R12_EEU,gas_exp_eeu,0.0
2055,R12_FSU,R12_EEU,gas_exp_eeu,0.0
2060,R12_FSU,R12_EEU,gas_exp_eeu,0.0
2030,R12_FSU,R12_EEU,gas_exp_eeu,26.6914052221875
2035,R12_FSU,R12_EEU,gas_exp_eeu,26.6914052221875
2040,R12_FSU,R12_EEU,gas_exp_eeu,26.6914052221875
2045,R12_FSU,R12_EEU,gas_exp_eeu,26.6914052221875
2050,R12_FSU,R12_EEU,gas_exp_eeu,26.6914052221875
2055,R12_FSU,R12_EEU,gas_exp_eeu,25.003531982080773
2060,R12_FSU,R12_EEU,gas_exp_eeu,26.6914052221875
2070,R12_FSU,R12_EEU,gas_exp_eeu,13.34570261109375
2070,R12_FSU,R12_EEU,gas_exp_eeu,0.0
2080,R12_FSU,R12_EEU,gas_exp_eeu,0.0
2050,R12_FSU,R12_EEU,gas_exp_eeu,3.0560364969394325
2060,R12_FSU,R12_EEU,gas_exp_eeu,3.0560364969394325
2070,R12_FSU,R12_EEU,gas_exp_eeu,3.0560364969394325
2080,R12_FSU,R12_EEU,gas_exp_eeu,3.0560364969394325
2090,R12_FSU,R12_EEU,gas_exp_eeu,1.5280182484697162
2090,R12_FSU,R12_EEU,gas_exp_eeu,0.0
2100,R12_FSU,R12_EEU,gas_exp_eeu,0.0
2070,R12_FSU,R12_EEU,gas_exp_eeu,35.74322530801237
2080,R12_FSU,R12_EEU,gas_exp_eeu,35.74322530801237
2090,R12_FSU,R12_EEU,gas_exp_eeu,35.74322530801237
2100,R12_FSU,R12_EEU,gas_exp_eeu,35.74322530801237
2080,R12_FSU,R12_EEU,gas_exp_eeu,47.78755468224273
2090,R12_FSU,R12_EEU,gas_exp_eeu,47.78755468224273
2100,R12_FSU,R12_EEU,gas_exp_eeu,47.78755468224273
2110,R12_FSU,R12_EEU,gas_exp_eeu,47.78755468224273
2090,R12_FSU,R12_EEU,gas_exp_eeu,15.853707967216337
2100,R12_FSU,R12_EEU,gas_exp_eeu,15.853707967216337
2110,R12_FSU,R12_EEU,gas_exp_eeu,15.853707967216337
2110,R12_FSU,R12_EEU,gas_exp_eeu,0.0
2110,R12_FSU,R12_EEU,gas_exp_eeu,43.050309750038934
2010,R12_FSU,R12_RCPA,gas_exp_rcpa,0.0
2015,R12_FSU,R12_RCPA,gas_exp_rcpa,0.0
2020,R12_FSU,R12_RCPA,gas_exp_rcpa,0.0
2025,R12_FSU,R12_RCPA,gas_exp_rcpa,0.0
2030,R12_FSU,R12_RCPA,gas_exp_rcpa,0.0
2035,R12_FSU,R12_RCPA,gas_exp_rcpa,0.0
2040,R12_FSU,R12_RCPA,gas_exp_rcpa,0.0
2045,R12_FSU,R12_RCPA,gas_exp_rcpa,0.0
2050,R12_FSU,R12_RCPA,gas_exp_rcpa,0.0
2055,R12_FSU,R12_RCPA,gas_exp_rcpa,0.0
2060,R12_FSU,R12_RCPA,gas_exp_rcpa,0.0
2070,R12_FSU,R12_RCPA,gas_exp_rcpa,0.0
2080,R12_FSU,R12_RCPA,gas_exp_rcpa,0.0
2090,R12_FSU,R12_RCPA,gas_exp_rcpa,0.0
2055,R12_FSU,R12_RCPA,gas_exp_rcpa,11.051262500000005
2060,R12_FSU,R12_RCPA,gas_exp_rcpa,11.051262500000005
2070,R12_FSU,R12_RCPA,gas_exp_rcpa,11.051262500000005
2080,R12_FSU,R12_RCPA,gas_exp_rcpa,11.051262500000005
2090,R12_FSU,R12_RCPA,gas_exp_rcpa,11.051262500000005
2060,R12_FSU,R12_RCPA,gas_exp_rcpa,14.104522571097663
2070,R12_FSU,R12_RCPA,gas_exp_rcpa,14.104522571097663
2080,R12_FSU,R12_RCPA,gas_exp_rcpa,14.104522571097663
2090,R12_FSU,R12_RCPA,gas_exp_rcpa,14.104522571097663
2100,R12_FSU,R12_RCPA,gas_exp_rcpa,7.052261285548831
2070,R12_FSU,R12_RCPA,gas_exp_rcpa,5.733335069099158
2080,R12_FSU,R12_RCPA,gas_exp_rcpa,5.733335069099158
2090,R12_FSU,R12_RCPA,gas_exp_rcpa,5.733335069099158
2100,R12_FSU,R12_RCPA,gas_exp_rcpa,5.733335069099158
2100,R12_FSU,R12_RCPA,gas_exp_rcpa,0.0
2110,R12_FSU,R12_RCPA,gas_exp_rcpa,0.0
2110,R12_FSU,R12_RCPA,gas_exp_rcpa,16.423183396240532
2010,R12_FSU,R12_PAO,gas_exp_pao,0.0
2015,R12_FSU,R12_PAO,gas_exp_pao,0.0
2020,R12_FSU,R12_PAO,gas_exp_pao,0.0
2025,R12_FSU,R12_PAO,gas_exp_pao,0.0
2030,R12_FSU,R12_PAO,gas_exp_pao,0.0
2035,R12_FSU,R12_PAO,gas_exp_pao,0.0
2040,R12_FSU,R12_PAO,gas_exp_pao,0.0
2045,R12_FSU,R12_PAO,gas_exp_pao,0.0
2050,R12_FSU,R12_PAO,gas_exp_pao,0.0
2055,R12_FSU,R12_PAO,gas_exp_pao,0.0
2060,R12_FSU,R12_PAO,gas_exp_pao,0.0
2070,R12_FSU,R12_PAO,gas_exp_pao,0.0
2080,R12_FSU,R12_PAO,gas_exp_pao,0.0
2090,R12_FSU,R12_PAO,gas_exp_pao,0.0
2100,R12_FSU,R12_PAO,gas_exp_pao,0.0
2110,R12_FSU,R12_PAO,gas_exp_pao,0.0
2010,R12_FSU,R12_CHN,gas_exp_chn,0.0
2015,R12_FSU,R12_CHN,gas_exp_chn,0.0
2020,R12_FSU,R12_CHN,gas_exp_chn,0.0
2025,R12_FSU,R12_CHN,gas_exp_chn,0.0
2030,R12_FSU,R12_CHN,gas_exp_chn,0.0
2035,R12_FSU,R12_CHN,gas_exp_chn,0.0
2040,R12_FSU,R12_CHN,gas_exp_chn,0.0
2045,R12_FSU,R12_CHN,gas_exp_chn,0.0
2050,R12_FSU,R12_CHN,gas_exp_chn,0.0
2055,R12_FSU,R12_CHN,gas_exp_chn,0.0
2060,R12_FSU,R12_CHN,gas_exp_chn,0.0
2030,R12_FSU,R12_CHN,gas_exp_chn,91.50052213878126
2035,R12_FSU,R12_CHN,gas_exp_chn,91.50052213878126
2040,R12_FSU,R12_CHN,gas_exp_chn,91.50052213878126
2045,R12_FSU,R12_CHN,gas_exp_chn,91.50052213878126
2050,R12_FSU,R12_CHN,gas_exp_chn,91.50052213878126
2055,R12_FSU,R12_CHN,gas_exp_chn,91.50052213878126
2060,R12_FSU,R12_CHN,gas_exp_chn,91.50052213878126
2070,R12_FSU,R12_CHN,gas_exp_chn,45.75026106939063
2035,R12_FSU,R12_CHN,gas_exp_chn,36.33116972606835
2040,R12_FSU,R12_CHN,gas_exp_chn,36.33116972606835
2045,R12_FSU,R12_CHN,gas_exp_chn,36.33116972606835
2050,R12_FSU,R12_CHN,gas_exp_chn,36.33116972606835
2055,R12_FSU,R12_CHN,gas_exp_chn,36.33116972606835
2060,R12_FSU,R12_CHN,gas_exp_chn,36.33116972606835
2070,R12_FSU,R12_CHN,gas_exp_chn,36.33116972606835
2040,R12_FSU,R12_CHN,gas_exp_chn,46.368802065439226
2045,R12_FSU,R12_CHN,gas_exp_chn,46.368802065439226
2050,R12_FSU,R12_CHN,gas_exp_chn,46.368802065439226
2055,R12_FSU,R12_CHN,gas_exp_chn,46.368802065439226
2060,R12_FSU,R12_CHN,gas_exp_chn,46.368802065439226
2070,R12_FSU,R12_CHN,gas_exp_chn,46.368802065439226
2080,R12_FSU,R12_CHN,gas_exp_chn,23.184401032719613
2045,R12_FSU,R12_CHN,gas_exp_chn,59.179647151332006
2050,R12_FSU,R12_CHN,gas_exp_chn,59.179647151332006
2055,R12_FSU,R12_CHN,gas_exp_chn,59.179647151332006
2060,R12_FSU,R12_CHN,gas_exp_chn,59.179647151332006
2070,R12_FSU,R12_CHN,gas_exp_chn,59.179647151332006
2080,R12_FSU,R12_CHN,gas_exp_chn,59.179647151332006
2050,R12_FSU,R12_CHN,gas_exp_chn,75.52989253450068
2055,R12_FSU,R12_CHN,gas_exp_chn,75.52989253450068
2060,R12_FSU,R12_CHN,gas_exp_chn,75.52989253450068
2070,R12_FSU,R12_CHN,gas_exp_chn,75.52989253450068
2080,R12_FSU,R12_CHN,gas_exp_chn,75.52989253450068
2090,R12_FSU,R12_CHN,gas_exp_chn,37.76494626725034
2055,R12_FSU,R12_CHN,gas_exp_chn,96.39740925938963
2060,R12_FSU,R12_CHN,gas_exp_chn,96.39740925938963
2070,R12_FSU,R12_CHN,gas_exp_chn,96.39740925938963
2080,R12_FSU,R12_CHN,gas_exp_chn,96.39740925938963
2090,R12_FSU,R12_CHN,gas_exp_chn,96.39740925938963
2060,R12_FSU,R12_CHN,gas_exp_chn,123.03023611052578
2070,R12_FSU,R12_CHN,gas_exp_chn,123.03023611052578
2080,R12_FSU,R12_CHN,gas_exp_chn,123.03023611052578
