exporter,importer,export_technology,import_technology,"INCLUDE? (No=0, Yes=1)"
R12_CHN,R12_PAO,foil_piped_exp_pao,foil_piped_imp,0
R12_CHN,R12_PAS,foil_piped_exp_pas,foil_piped_imp,0
R12_CHN,R12_SAS,foil_piped_exp_sas,foil_piped_imp,0
R12_CHN,R12_WEU,foil_piped_exp_weu,foil_piped_imp,0
R12_EEU,R12_AFR,foil_piped_exp_afr,foil_piped_imp,0
R12_EEU,R12_RCPA,foil_piped_exp_rcpa,foil_piped_imp,0
R12_EEU,R12_CHN,foil_piped_exp_chn,foil_piped_imp,0
R12_EEU,R12_FSU,foil_piped_exp_fsu,foil_piped_imp,1
R12_EEU,R12_LAM,foil_piped_exp_lam,foil_piped_imp,0
R12_EEU,R12_MEA,foil_piped_exp_mea,foil_piped_imp,0
R12_EEU,R12_NAM,foil_piped_exp_nam,foil_piped_imp,0
R12_EEU,R12_PAO,foil_piped_exp_pao,foil_piped_imp,0
R12_EEU,R12_PAS,foil_piped_exp_pas,foil_piped_imp,0
R12_EEU,R12_SAS,foil_piped_exp_sas,foil_piped_imp,0
R12_EEU,R12_WEU,foil_piped_exp_weu,foil_piped_imp,1
R12_FSU,R12_AFR,foil_piped_exp_afr,foil_piped_imp,0
R12_FSU,R12_RCPA,foil_piped_exp_rcpa,foil_piped_imp,1
R12_FSU,R12_CHN,foil_piped_exp_chn,foil_piped_imp,1
R12_FSU,R12_EEU,foil_piped_exp_eeu,foil_piped_imp,1
R12_FSU,R12_LAM,foil_piped_exp_lam,foil_piped_imp,0
R12_FSU,R12_MEA,foil_piped_exp_mea,foil_piped_imp,1
R12_FSU,R12_NAM,foil_piped_exp_nam,foil_piped_imp,0
R12_FSU,R12_PAO,foil_piped_exp_pao,foil_piped_imp,1
R12_FSU,R12_PAS,foil_piped_exp_pas,foil_piped_imp,1
R12_FSU,R12_SAS,foil_piped_exp_sas,foil_piped_imp,1
R12_FSU,R12_WEU,foil_piped_exp_weu,foil_piped_imp,1
R12_LAM,R12_AFR,foil_piped_exp_afr,foil_piped_imp,0
R12_LAM,R12_RCPA,foil_piped_exp_rcpa,foil_piped_imp,0
R12_LAM,R12_CHN,foil_piped_exp_chn,foil_piped_imp,0
R12_LAM,R12_EEU,foil_piped_exp_eeu,foil_piped_imp,0
R12_LAM,R12_FSU,foil_piped_exp_fsu,foil_piped_imp,0
R12_LAM,R12_MEA,foil_piped_exp_mea,foil_piped_imp,0
R12_LAM,R12_NAM,foil_piped_exp_nam,foil_piped_imp,1
R12_LAM,R12_PAO,foil_piped_exp_pao,foil_piped_imp,0
R12_LAM,R12_PAS,foil_piped_exp_pas,foil_piped_imp,0
R12_LAM,R12_SAS,foil_piped_exp_sas,foil_piped_imp,0
R12_LAM,R12_WEU,foil_piped_exp_weu,foil_piped_imp,0
R12_MEA,R12_AFR,foil_piped_exp_afr,foil_piped_imp,1
R12_MEA,R12_RCPA,foil_piped_exp_rcpa,foil_piped_imp,0
R12_MEA,R12_CHN,foil_piped_exp_chn,foil_piped_imp,0
R12_MEA,R12_EEU,foil_piped_exp_eeu,foil_piped_imp,1
R12_MEA,R12_FSU,foil_piped_exp_fsu,foil_piped_imp,1
R12_MEA,R12_LAM,foil_piped_exp_lam,foil_piped_imp,0
R12_MEA,R12_NAM,foil_piped_exp_nam,foil_piped_imp,0
R12_MEA,R12_PAO,foil_piped_exp_pao,foil_piped_imp,0
R12_MEA,R12_PAS,foil_piped_exp_pas,foil_piped_imp,0
R12_MEA,R12_SAS,foil_piped_exp_sas,foil_piped_imp,1
R12_MEA,R12_WEU,foil_piped_exp_weu,foil_piped_imp,1
R12_NAM,R12_AFR,foil_piped_exp_afr,foil_piped_imp,0
R12_NAM,R12_RCPA,foil_piped_exp_rcpa,foil_piped_imp,0
R12_NAM,R12_CHN,foil_piped_exp_chn,foil_piped_imp,0
R12_NAM,R12_EEU,foil_piped_exp_eeu,foil_piped_imp,0
R12_NAM,R12_FSU,foil_piped_exp_fsu,foil_piped_imp,0
R12_NAM,R12_LAM,foil_piped_exp_lam,foil_piped_imp,1
R12_NAM,R12_MEA,foil_piped_exp_mea,foil_piped_imp,0
R12_NAM,R12_PAO,foil_piped_exp_pao,foil_piped_imp,0
R12_NAM,R12_PAS,foil_piped_exp_pas,foil_piped_imp,0
R12_NAM,R12_SAS,foil_piped_exp_sas,foil_piped_imp,0
R12_NAM,R12_WEU,foil_piped_exp_weu,foil_piped_imp,0
R12_PAO,R12_AFR,foil_piped_exp_afr,foil_piped_imp,0
R12_PAO,R12_RCPA,foil_piped_exp_rcpa,foil_piped_imp,0
R12_PAO,R12_CHN,foil_piped_exp_chn,foil_piped_imp,0
R12_PAO,R12_EEU,foil_piped_exp_eeu,foil_piped_imp,0
R12_PAO,R12_FSU,foil_piped_exp_fsu,foil_piped_imp,1
R12_PAO,R12_LAM,foil_piped_exp_lam,foil_piped_imp,0
R12_PAO,R12_MEA,foil_piped_exp_mea,foil_piped_imp,0
R12_PAO,R12_NAM,foil_piped_exp_nam,foil_piped_imp,0
R12_PAO,R12_PAS,foil_piped_exp_pas,foil_piped_imp,0
R12_PAO,R12_SAS,foil_piped_exp_sas,foil_piped_imp,0
R12_PAO,R12_WEU,foil_piped_exp_weu,foil_piped_imp,0
R12_PAS,R12_AFR,foil_piped_exp_afr,foil_piped_imp,0
R12_PAS,R12_RCPA,foil_piped_exp_rcpa,foil_piped_imp,1
R12_PAS,R12_CHN,foil_piped_exp_chn,foil_piped_imp,1
R12_PAS,R12_EEU,foil_piped_exp_eeu,foil_piped_imp,0
R12_PAS,R12_FSU,foil_piped_exp_fsu,foil_piped_imp,1
R12_PAS,R12_LAM,foil_piped_exp_lam,foil_piped_imp,0
R12_PAS,R12_MEA,foil_piped_exp_mea,foil_piped_imp,0
R12_PAS,R12_NAM,foil_piped_exp_nam,foil_piped_imp,0
R12_PAS,R12_PAO,foil_piped_exp_pao,foil_piped_imp,1
R12_PAS,R12_SAS,foil_piped_exp_sas,foil_piped_imp,0
R12_PAS,R12_WEU,foil_piped_exp_weu,foil_piped_imp,0
R12_SAS,R12_AFR,foil_piped_exp_afr,foil_piped_imp,0
R12_SAS,R12_RCPA,foil_piped_exp_rcpa,foil_piped_imp,0
R12_SAS,R12_CHN,foil_piped_exp_chn,foil_piped_imp,0
R12_SAS,R12_EEU,foil_piped_exp_eeu,foil_piped_imp,0
R12_SAS,R12_FSU,foil_piped_exp_fsu,foil_piped_imp,1
R12_SAS,R12_LAM,foil_piped_exp_lam,foil_piped_imp,0
R12_SAS,R12_MEA,foil_piped_exp_mea,foil_piped_imp,1
R12_SAS,R12_NAM,foil_piped_exp_nam,foil_piped_imp,0
R12_SAS,R12_PAO,foil_piped_exp_pao,foil_piped_imp,0
R12_SAS,R12_PAS,foil_piped_exp_pas,foil_piped_imp,1
R12_SAS,R12_WEU,foil_piped_exp_weu,foil_piped_imp,0
R12_WEU,R12_AFR,foil_piped_exp_afr,foil_piped_imp,1
R12_WEU,R12_RCPA,foil_piped_exp_rcpa,foil_piped_imp,0
R12_WEU,R12_CHN,foil_piped_exp_chn,foil_piped_imp,0
R12_WEU,R12_EEU,foil_piped_exp_eeu,foil_piped_imp,1
R12_WEU,R12_FSU,foil_piped_exp_fsu,foil_piped_imp,1
R12_WEU,R12_LAM,foil_piped_exp_lam,foil_piped_imp,0
R12_WEU,R12_MEA,foil_piped_exp_mea,foil_piped_imp,1
R12_WEU,R12_NAM,foil_piped_exp_nam,foil_piped_imp,0
R12_WEU,R12_PAO,foil_piped_exp_pao,foil_piped_imp,0
R12_WEU,R12_PAS,foil_piped_exp_pas,foil_piped_imp,0
R12_WEU,R12_SAS,foil_piped_exp_sas,foil_piped_imp,0
