YEAR,EXPORTER,IMPORTER,MESSAGE COMMODITY,ENERGY (TJ),EXPORTER REGION,IMPORTER REGION,PAIR,REGION PAIR
1993,NOR,ESP,gas_piped,7757.0,R12_WEU,R12_WEU,NOR-ESP,R12_WEU-R12_WEU
1993,DZA,SVN,gas_piped,8726.0,R12_MEA,R12_EEU,DZA-SVN,R12_MEA-R12_EEU
1993,RUS,CHE,gas_piped,14030.0,R12_FSU,R12_WEU,RUS-CHE,R12_FSU-R12_WEU
1993,FRA,CHE,gas_piped,14957.0,R12_WEU,R12_WEU,FRA-CHE,R12_WEU-R12_WEU
1993,RUS,EST,gas_piped,16546.0,R12_FSU,R12_EEU,RUS-EST,R12_FSU-R12_EEU
1993,GBR,NLD,gas_piped,18270.0,R12_WEU,R12_WEU,GBR-NLD,R12_WEU-R12_WEU
1993,RUS,SVN,gas_piped,18800.0,R12_FSU,R12_EEU,RUS-SVN,R12_FSU-R12_EEU
1993,NLD,CHE,gas_piped,22540.0,R12_WEU,R12_WEU,NLD-CHE,R12_WEU-R12_WEU
1993,RUS,HRV,gas_piped,30020.0,R12_FSU,R12_EEU,RUS-HRV,R12_FSU-R12_EEU
1993,RUS,ARM,gas_piped,30628.0,R12_FSU,R12_FSU,RUS-ARM,R12_FSU-R12_FSU
1993,USA,CAN,gas_piped,30895.0,R12_NAM,R12_NAM,USA-CAN,R12_NAM-R12_NAM
1993,DNK,DEU,gas_piped,31282.0,R12_WEU,R12_WEU,DNK-DEU,R12_WEU-R12_WEU
1993,RUS,SRB,gas_piped,33628.0,R12_FSU,R12_EEU,RUS-SRB,R12_FSU-R12_EEU
1993,RUS,KAZ,gas_piped,33930.0,R12_FSU,R12_FSU,RUS-KAZ,R12_FSU-R12_FSU
1993,RUS,LVA,gas_piped,35309.0,R12_FSU,R12_EEU,RUS-LVA,R12_FSU-R12_EEU
1993,DNK,SWE,gas_piped,35323.0,R12_WEU,R12_WEU,DNK-SWE,R12_WEU-R12_WEU
1993,USA,MEX,gas_piped,39615.0,R12_NAM,R12_LAM,USA-MEX,R12_NAM-R12_LAM
1993,DEU,CHE,gas_piped,40694.0,R12_WEU,R12_WEU,DEU-CHE,R12_WEU-R12_WEU
1993,DZA,TUN,gas_piped,46566.0,R12_MEA,R12_MEA,DZA-TUN,R12_MEA-R12_MEA
1993,UZB,KGZ,gas_piped,51385.0,R12_FSU,R12_FSU,UZB-KGZ,R12_FSU-R12_FSU
1993,MYS,SGP,gas_piped,55428.0,R12_PAS,R12_PAS,MYS-SGP,R12_PAS-R12_PAS
1993,BOL,ARG,gas_piped,66180.0,R12_LAM,R12_LAM,BOL-ARG,R12_LAM-R12_LAM
1993,RUS,LTU,gas_piped,69604.0,R12_FSU,R12_EEU,RUS-LTU,R12_FSU-R12_EEU
1993,NOR,BEL,gas_piped,82188.0,R12_WEU,R12_WEU,NOR-BEL,R12_WEU-R12_WEU
1993,TKM,AZE,gas_piped,95042.0,R12_FSU,R12_FSU,TKM-AZE,R12_FSU-R12_FSU
1993,NOR,NLD,gas_piped,104508.0,R12_WEU,R12_WEU,NOR-NLD,R12_WEU-R12_WEU
1993,RUS,FIN,gas_piped,115511.0,R12_FSU,R12_WEU,RUS-FIN,R12_FSU-R12_WEU
1993,RUS,MDA,gas_piped,138403.0,R12_FSU,R12_FSU,RUS-MDA,R12_FSU-R12_FSU
1993,RUS,GEO,gas_piped,145893.0,R12_FSU,R12_FSU,RUS-GEO,R12_FSU-R12_FSU
1993,TKM,KAZ,gas_piped,164749.0,R12_FSU,R12_FSU,TKM-KAZ,R12_FSU-R12_FSU
1993,NLD,FRA,gas_piped,167601.0,R12_WEU,R12_WEU,NLD-FRA,R12_WEU-R12_WEU
1993,RUS,ROU,gas_piped,168206.0,R12_FSU,R12_EEU,RUS-ROU,R12_FSU-R12_EEU
1993,UZB,KAZ,gas_piped,169763.0,R12_FSU,R12_FSU,UZB-KAZ,R12_FSU-R12_FSU
1993,NOR,GBR,gas_piped,174702.0,R12_WEU,R12_WEU,NOR-GBR,R12_WEU-R12_WEU
1993,RUS,BGR,gas_piped,175690.0,R12_FSU,R12_EEU,RUS-BGR,R12_FSU-R12_EEU
1993,NLD,BEL,gas_piped,182939.0,R12_WEU,R12_WEU,NLD-BEL,R12_WEU-R12_WEU
1993,RUS,TUR,gas_piped,189738.0,R12_FSU,R12_WEU,RUS-TUR,R12_FSU-R12_WEU
1993,RUS,SVK,gas_piped,198105.0,R12_FSU,R12_EEU,RUS-SVK,R12_FSU-R12_EEU
1993,RUS,AUT,gas_piped,200236.0,R12_FSU,R12_WEU,RUS-AUT,R12_FSU-R12_WEU
1993,NLD,ITA,gas_piped,206083.0,R12_WEU,R12_WEU,NLD-ITA,R12_WEU-R12_WEU
1993,RUS,POL,gas_piped,216873.0,R12_FSU,R12_EEU,RUS-POL,R12_FSU-R12_EEU
1993,TKM,UZB,gas_piped,217975.0,R12_FSU,R12_FSU,TKM-UZB,R12_FSU-R12_FSU
1993,RUS,HUN,gas_piped,221831.0,R12_FSU,R12_EEU,RUS-HUN,R12_FSU-R12_EEU
1993,NOR,FRA,gas_piped,242122.0,R12_WEU,R12_WEU,NOR-FRA,R12_WEU-R12_WEU
1993,RUS,CZE,gas_piped,263918.0,R12_FSU,R12_EEU,RUS-CZE,R12_FSU-R12_EEU
1993,NOR,DEU,gas_piped,393148.0,R12_WEU,R12_WEU,NOR-DEU,R12_WEU-R12_WEU
1993,RUS,FRA,gas_piped,425974.0,R12_FSU,R12_WEU,RUS-FRA,R12_FSU-R12_WEU
1993,RUS,ITA,gas_piped,508561.0,R12_FSU,R12_WEU,RUS-ITA,R12_FSU-R12_WEU
1993,DZA,ITA,gas_piped,520955.0,R12_MEA,R12_WEU,DZA-ITA,R12_MEA-R12_WEU
1993,RUS,BLR,gas_piped,628190.0,R12_FSU,R12_FSU,RUS-BLR,R12_FSU-R12_FSU
1993,NLD,DEU,gas_piped,883342.0,R12_WEU,R12_WEU,NLD-DEU,R12_WEU-R12_WEU
1993,TKM,UKR,gas_piped,917053.0,R12_FSU,R12_FSU,TKM-UKR,R12_FSU-R12_FSU
1993,RUS,DEU,gas_piped,945645.0,R12_FSU,R12_WEU,RUS-DEU,R12_FSU-R12_WEU
1993,RUS,UKR,gas_piped,1970767.0,R12_FSU,R12_FSU,RUS-UKR,R12_FSU-R12_FSU
1993,CAN,USA,gas_piped,2439481.0,R12_NAM,R12_NAM,CAN-USA,R12_NAM-R12_NAM
1994,LBY,ITA,LNG_shipped,2019.0,R12_MEA,R12_WEU,LBY-ITA,R12_MEA-R12_WEU
1994,DZA,ITA,LNG_shipped,5843.0,R12_MEA,R12_WEU,DZA-ITA,R12_MEA-R12_WEU
1994,DZA,TUR,LNG_shipped,13367.0,R12_MEA,R12_WEU,DZA-TUR,R12_MEA-R12_WEU
1994,BRN,KOR,LNG_shipped,14777.0,R12_PAS,R12_PAS,BRN-KOR,R12_PAS-R12_PAS
1994,AUS,ESP,LNG_shipped,15721.0,R12_PAO,R12_WEU,AUS-ESP,R12_PAO-R12_WEU
1994,MYS,KOR,LNG_shipped,15905.0,R12_PAS,R12_PAS,MYS-KOR,R12_PAS-R12_PAS
1994,LBY,ESP,LNG_shipped,54515.0,R12_MEA,R12_WEU,LBY-ESP,R12_MEA-R12_WEU
1994,DZA,USA,LNG_shipped,54755.0,R12_MEA,R12_NAM,DZA-USA,R12_MEA-R12_NAM
1994,USA,JPN,LNG_shipped,63960.0,R12_NAM,R12_PAO,USA-JPN,R12_NAM-R12_PAO
1994,IDN,TWA,LNG_shipped,135291.0,R12_PAS,,IDN-TWA,R12_PAS-
1994,DZA,BEL,LNG_shipped,165037.0,R12_MEA,R12_WEU,DZA-BEL,R12_MEA-R12_WEU
1994,DZA,ESP,LNG_shipped,188868.0,R12_MEA,R12_WEU,DZA-ESP,R12_MEA-R12_WEU
1994,ARE,JPN,LNG_shipped,190175.0,R12_MEA,R12_PAO,ARE-JPN,R12_MEA-R12_PAO
1994,IDN,KOR,LNG_shipped,295693.0,R12_PAS,R12_PAS,IDN-KOR,R12_PAS-R12_PAS
1994,BRN,JPN,LNG_shipped,298844.0,R12_PAS,R12_PAO,BRN-JPN,R12_PAS-R12_PAO
1994,DZA,FRA,LNG_shipped,324411.0,R12_MEA,R12_WEU,DZA-FRA,R12_MEA-R12_WEU
1994,AUS,JPN,LNG_shipped,335607.0,R12_PAO,R12_PAO,AUS-JPN,R12_PAO-R12_PAO
1994,MYS,JPN,LNG_shipped,413297.0,R12_PAS,R12_PAO,MYS-JPN,R12_PAS-R12_PAO
1994,IDN,JPN,LNG_shipped,1008643.0,R12_PAS,R12_PAO,IDN-JPN,R12_PAS-R12_PAO
1994,CZE,POL,gas_piped,79.0,R12_EEU,R12_EEU,CZE-POL,R12_EEU-R12_EEU
1994,GBR,IRL,gas_piped,106.0,R12_WEU,R12_WEU,GBR-IRL,R12_WEU-R12_WEU
1994,ITA,CHE,gas_piped,1267.0,R12_WEU,R12_WEU,ITA-CHE,R12_WEU-R12_WEU
1994,DEU,POL,gas_piped,1306.0,R12_WEU,R12_EEU,DEU-POL,R12_WEU-R12_EEU
1994,SVK,CZE,gas_piped,3682.0,R12_EEU,R12_EEU,SVK-CZE,R12_EEU-R12_EEU
1994,OMN,ARE,gas_piped,3800.0,R12_MEA,R12_MEA,OMN-ARE,R12_MEA-R12_MEA
1994,FRA,DEU,gas_piped,4032.0,R12_WEU,R12_WEU,FRA-DEU,R12_WEU-R12_WEU
1994,IRN,AZE,gas_piped,5015.0,R12_MEA,R12_FSU,IRN-AZE,R12_MEA-R12_FSU
1994,RUS,BIH,gas_piped,6539.0,R12_FSU,R12_EEU,RUS-BIH,R12_FSU-R12_EEU
1994,MEX,USA,gas_piped,7562.0,R12_LAM,R12_NAM,MEX-USA,R12_LAM-R12_NAM
1994,NOR,AUT,gas_piped,10692.0,R12_WEU,R12_WEU,NOR-AUT,R12_WEU-R12_WEU
1994,FRA,CHE,gas_piped,11606.0,R12_WEU,R12_WEU,FRA-CHE,R12_WEU-R12_WEU
1994,DZA,SVN,gas_piped,12759.0,R12_MEA,R12_EEU,DZA-SVN,R12_MEA-R12_EEU
1994,GBR,NLD,gas_piped,13136.0,R12_WEU,R12_WEU,GBR-NLD,R12_WEU-R12_WEU
1994,RUS,CHE,gas_piped,14472.0,R12_FSU,R12_WEU,RUS-CHE,R12_FSU-R12_WEU
1994,RUS,SVN,gas_piped,16498.0,R12_FSU,R12_EEU,RUS-SVN,R12_FSU-R12_EEU
1994,RUS,KAZ,gas_piped,17116.0,R12_FSU,R12_FSU,RUS-KAZ,R12_FSU-R12_FSU
1994,NLD,CHE,gas_piped,20952.0,R12_WEU,R12_WEU,NLD-CHE,R12_WEU-R12_WEU
1994,GBR,DEU,gas_piped,22875.0,R12_WEU,R12_WEU,GBR-DEU,R12_WEU-R12_WEU
1994,RUS,EST,gas_piped,23763.0,R12_FSU,R12_EEU,RUS-EST,R12_FSU-R12_EEU
1994,RUS,SRB,gas_piped,24505.0,R12_FSU,R12_EEU,RUS-SRB,R12_FSU-R12_EEU
1994,RUS,HRV,gas_piped,28234.0,R12_FSU,R12_EEU,RUS-HRV,R12_FSU-R12_EEU
1994,UZB,KGZ,gas_piped,32271.0,R12_FSU,R12_FSU,UZB-KGZ,R12_FSU-R12_FSU
1994,RUS,ARM,gas_piped,32870.0,R12_FSU,R12_FSU,RUS-ARM,R12_FSU-R12_FSU
1994,DNK,DEU,gas_piped,34314.0,R12_WEU,R12_WEU,DNK-DEU,R12_WEU-R12_WEU
1994,DNK,SWE,gas_piped,35067.0,R12_WEU,R12_WEU,DNK-SWE,R12_WEU-R12_WEU
1994,RUS,LVA,gas_piped,37797.0,R12_FSU,R12_EEU,RUS-LVA,R12_FSU-R12_EEU
1994,USA,CAN,gas_piped,40031.0,R12_NAM,R12_NAM,USA-CAN,R12_NAM-R12_NAM
1994,NOR,ESP,gas_piped,42787.0,R12_WEU,R12_WEU,NOR-ESP,R12_WEU-R12_WEU
1994,DEU,CHE,gas_piped,44333.0,R12_WEU,R12_WEU,DEU-CHE,R12_WEU-R12_WEU
1994,USA,MEX,gas_piped,49073.0,R12_NAM,R12_LAM,USA-MEX,R12_NAM-R12_LAM
1994,MYS,SGP,gas_piped,57735.0,R12_PAS,R12_PAS,MYS-SGP,R12_PAS-R12_PAS
1994,DZA,TUN,gas_piped,69374.0,R12_MEA,R12_MEA,DZA-TUN,R12_MEA-R12_MEA
1994,RUS,GEO,gas_piped,75373.0,R12_FSU,R12_FSU,RUS-GEO,R12_FSU-R12_FSU
1994,TKM,UZB,gas_piped,79984.0,R12_FSU,R12_FSU,TKM-UZB,R12_FSU-R12_FSU
1994,RUS,LTU,gas_piped,80526.0,R12_FSU,R12_EEU,RUS-LTU,R12_FSU-R12_EEU
1994,TKM,AZE,gas_piped,84124.0,R12_FSU,R12_FSU,TKM-AZE,R12_FSU-R12_FSU
1994,BOL,ARG,gas_piped,87146.0,R12_LAM,R12_LAM,BOL-ARG,R12_LAM-R12_LAM
1994,UZB,KAZ,gas_piped,91535.0,R12_FSU,R12_FSU,UZB-KAZ,R12_FSU-R12_FSU
1994,NOR,BEL,gas_piped,93627.0,R12_WEU,R12_WEU,NOR-BEL,R12_WEU-R12_WEU
1994,NOR,NLD,gas_piped,109308.0,R12_WEU,R12_WEU,NOR-NLD,R12_WEU-R12_WEU
1994,NOR,GBR,gas_piped,118991.0,R12_WEU,R12_WEU,NOR-GBR,R12_WEU-R12_WEU
1994,RUS,FIN,gas_piped,127720.0,R12_FSU,R12_WEU,RUS-FIN,R12_FSU-R12_WEU
1994,RUS,MDA,gas_piped,132010.0,R12_FSU,R12_FSU,RUS-MDA,R12_FSU-R12_FSU
1994,TKM,KAZ,gas_piped,161771.0,R12_FSU,R12_FSU,TKM-KAZ,R12_FSU-R12_FSU
1994,NLD,ITA,gas_piped,169714.0,R12_WEU,R12_WEU,NLD-ITA,R12_WEU-R12_WEU
1994,NLD,FRA,gas_piped,172706.0,R12_WEU,R12_WEU,NLD-FRA,R12_WEU-R12_WEU
1994,RUS,ROU,gas_piped,173770.0,R12_FSU,R12_EEU,RUS-ROU,R12_FSU-R12_EEU
1994,RUS,BGR,gas_piped,173913.0,R12_FSU,R12_EEU,RUS-BGR,R12_FSU-R12_EEU
1994,RUS,AUT,gas_piped,177335.0,R12_FSU,R12_WEU,RUS-AUT,R12_FSU-R12_WEU
1994,RUS,TUR,gas_piped,190045.0,R12_FSU,R12_WEU,RUS-TUR,R12_FSU-R12_WEU
1994,NLD,BEL,gas_piped,196139.0,R12_WEU,R12_WEU,NLD-BEL,R12_WEU-R12_WEU
1994,RUS,SVK,gas_piped,203710.0,R12_FSU,R12_EEU,RUS-SVK,R12_FSU-R12_EEU
1994,RUS,HUN,gas_piped,210120.0,R12_FSU,R12_EEU,RUS-HUN,R12_FSU-R12_EEU
1994,RUS,POL,gas_piped,231196.0,R12_FSU,R12_EEU,RUS-POL,R12_FSU-R12_EEU
1994,RUS,CZE,gas_piped,266814.0,R12_FSU,R12_EEU,RUS-CZE,R12_FSU-R12_EEU
1994,NOR,FRA,gas_piped,302378.0,R12_WEU,R12_WEU,NOR-FRA,R12_WEU-R12_WEU
1994,NOR,DEU,gas_piped,424842.0,R12_WEU,R12_WEU,NOR-DEU,R12_WEU-R12_WEU
1994,TKM,UKR,gas_piped,430421.0,R12_FSU,R12_FSU,TKM-UKR,R12_FSU-R12_FSU
1994,DZA,ITA,gas_piped,439245.0,R12_MEA,R12_WEU,DZA-ITA,R12_MEA-R12_WEU
1994,RUS,FRA,gas_piped,450443.0,R12_FSU,R12_WEU,RUS-FRA,R12_FSU-R12_WEU
1994,RUS,ITA,gas_piped,510356.0,R12_FSU,R12_WEU,RUS-ITA,R12_FSU-R12_WEU
1994,RUS,BLR,gas_piped,552182.0,R12_FSU,R12_FSU,RUS-BLR,R12_FSU-R12_FSU
1994,NLD,DEU,gas_piped,793608.0,R12_WEU,R12_WEU,NLD-DEU,R12_WEU-R12_WEU
1994,RUS,DEU,gas_piped,1095350.0,R12_FSU,R12_WEU,RUS-DEU,R12_FSU-R12_WEU
1994,RUS,UKR,gas_piped,2064075.0,R12_FSU,R12_FSU,RUS-UKR,R12_FSU-R12_FSU
1994,CAN,USA,gas_piped,2767002.0,R12_NAM,R12_NAM,CAN-USA,R12_NAM-R12_NAM
1995,AUS,KOR,LNG_shipped,6228.0,R12_PAO,R12_PAS,AUS-KOR,R12_PAO-R12_PAS
1995,AUS,TUR,LNG_shipped,9958.0,R12_PAO,R12_WEU,AUS-TUR,R12_PAO-R12_WEU
1995,AUS,ESP,LNG_shipped,10503.0,R12_PAO,R12_WEU,AUS-ESP,R12_PAO-R12_WEU
1995,ARE,ESP,LNG_shipped,13849.0,R12_MEA,R12_WEU,ARE-ESP,R12_MEA-R12_WEU
1995,DZA,USA,LNG_shipped,19302.0,R12_MEA,R12_NAM,DZA-USA,R12_MEA-R12_NAM
1995,ARE,BEL,LNG_shipped,21813.0,R12_MEA,R12_WEU,ARE-BEL,R12_MEA-R12_WEU
1995,MYS,TWA,LNG_shipped,28030.0,R12_PAS,,MYS-TWA,R12_PAS-
1995,BRN,KOR,LNG_shipped,38620.0,R12_PAS,R12_PAS,BRN-KOR,R12_PAS-R12_PAS
1995,DZA,TUR,LNG_shipped,40521.0,R12_MEA,R12_WEU,DZA-TUR,R12_MEA-R12_WEU
1995,LBY,ESP,LNG_shipped,54497.0,R12_MEA,R12_WEU,LBY-ESP,R12_MEA-R12_WEU
1995,MYS,KOR,LNG_shipped,56609.0,R12_PAS,R12_PAS,MYS-KOR,R12_PAS-R12_PAS
1995,USA,JPN,LNG_shipped,66560.0,R12_NAM,R12_PAO,USA-JPN,R12_NAM-R12_PAO
1995,IDN,TWA,LNG_shipped,126171.0,R12_PAS,,IDN-TWA,R12_PAS-
1995,DZA,BEL,LNG_shipped,166505.0,R12_MEA,R12_WEU,DZA-BEL,R12_MEA-R12_WEU
1995,DZA,ESP,LNG_shipped,213607.0,R12_MEA,R12_WEU,DZA-ESP,R12_MEA-R12_WEU
1995,ARE,JPN,LNG_shipped,223439.0,R12_MEA,R12_PAO,ARE-JPN,R12_MEA-R12_PAO
1995,IDN,KOR,LNG_shipped,266239.0,R12_PAS,R12_PAS,IDN-KOR,R12_PAS-R12_PAS
1995,BRN,JPN,LNG_shipped,300287.0,R12_PAS,R12_PAO,BRN-JPN,R12_PAS-R12_PAO
1995,DZA,FRA,LNG_shipped,304272.0,R12_MEA,R12_WEU,DZA-FRA,R12_MEA-R12_WEU
1995,AUS,JPN,LNG_shipped,372267.0,R12_PAO,R12_PAO,AUS-JPN,R12_PAO-R12_PAO
1995,MYS,JPN,LNG_shipped,466707.0,R12_PAS,R12_PAO,MYS-JPN,R12_PAS-R12_PAO
1995,IDN,JPN,LNG_shipped,952913.0,R12_PAS,R12_PAO,IDN-JPN,R12_PAS-R12_PAO
1995,CZE,POL,gas_piped,38.0,R12_EEU,R12_EEU,CZE-POL,R12_EEU-R12_EEU
1995,DEU,CZE,gas_piped,75.0,R12_WEU,R12_EEU,DEU-CZE,R12_WEU-R12_EEU
1995,UKR,BLR,gas_piped,77.0,R12_FSU,R12_FSU,UKR-BLR,R12_FSU-R12_FSU
1995,SVK,CZE,gas_piped,227.0,R12_EEU,R12_EEU,SVK-CZE,R12_EEU-R12_EEU
1995,FRA,DEU,gas_piped,516.0,R12_WEU,R12_WEU,FRA-DEU,R12_WEU-R12_WEU
1995,UKR,POL,gas_piped,1102.0,R12_FSU,R12_EEU,UKR-POL,R12_FSU-R12_EEU
1995,CHN,HKG,gas_piped,1232.0,R12_CHN,R12_CHN,CHN-HKG,R12_CHN-R12_CHN
1995,DEU,POL,gas_piped,1406.0,R12_WEU,R12_EEU,DEU-POL,R12_WEU-R12_EEU
1995,ITA,CHE,gas_piped,1462.0,R12_WEU,R12_WEU,ITA-CHE,R12_WEU-R12_WEU
1995,GBR,IRL,gas_piped,3946.0,R12_WEU,R12_WEU,GBR-IRL,R12_WEU-R12_WEU
1995,RUS,BIH,gas_piped,5726.0,R12_FSU,R12_EEU,RUS-BIH,R12_FSU-R12_EEU
1995,MEX,USA,gas_piped,7241.0,R12_LAM,R12_NAM,MEX-USA,R12_LAM-R12_NAM
1995,RUS,HRV,gas_piped,10408.0,R12_FSU,R12_EEU,RUS-HRV,R12_FSU-R12_EEU
1995,NOR,AUT,gas_piped,10890.0,R12_WEU,R12_WEU,NOR-AUT,R12_WEU-R12_WEU
1995,FRA,CHE,gas_piped,11358.0,R12_WEU,R12_WEU,FRA-CHE,R12_WEU-R12_WEU
1995,RUS,CHE,gas_piped,12384.0,R12_FSU,R12_WEU,RUS-CHE,R12_FSU-R12_WEU
1995,GBR,NLD,gas_piped,12836.0,R12_WEU,R12_WEU,GBR-NLD,R12_WEU-R12_WEU
1995,DZA,SVN,gas_piped,13913.0,R12_MEA,R12_EEU,DZA-SVN,R12_MEA-R12_EEU
1995,OMN,ARE,gas_piped,19000.0,R12_MEA,R12_MEA,OMN-ARE,R12_MEA-R12_MEA
1995,NLD,CHE,gas_piped,19131.0,R12_WEU,R12_WEU,NLD-CHE,R12_WEU-R12_WEU
1995,RUS,SVN,gas_piped,20989.0,R12_FSU,R12_EEU,RUS-SVN,R12_FSU-R12_EEU
1995,GBR,DEU,gas_piped,21646.0,R12_WEU,R12_WEU,GBR-DEU,R12_WEU-R12_WEU
1995,TKM,AZE,gas_piped,21828.0,R12_FSU,R12_FSU,TKM-AZE,R12_FSU-R12_FSU
1995,USA,CAN,gas_piped,25670.0,R12_NAM,R12_NAM,USA-CAN,R12_NAM-R12_NAM
1995,RUS,EST,gas_piped,27098.0,R12_FSU,R12_EEU,RUS-EST,R12_FSU-R12_EEU
1995,RUS,SRB,gas_piped,31216.0,R12_FSU,R12_EEU,RUS-SRB,R12_FSU-R12_EEU
1995,UZB,KGZ,gas_piped,33050.0,R12_FSU,R12_FSU,UZB-KGZ,R12_FSU-R12_FSU
1995,DNK,DEU,gas_piped,34800.0,R12_WEU,R12_WEU,DNK-DEU,R12_WEU-R12_WEU
1995,DNK,SWE,gas_piped,35102.0,R12_WEU,R12_WEU,DNK-SWE,R12_WEU-R12_WEU
1995,RUS,GEO,gas_piped,44466.0,R12_FSU,R12_FSU,RUS-GEO,R12_FSU-R12_FSU
1995,RUS,LVA,gas_piped,46490.0,R12_FSU,R12_EEU,RUS-LVA,R12_FSU-R12_EEU
1995,KAZ,UZB,gas_piped,47679.0,R12_FSU,R12_FSU,KAZ-UZB,R12_FSU-R12_FSU
1995,RUS,ARM,gas_piped,53200.0,R12_FSU,R12_FSU,RUS-ARM,R12_FSU-R12_FSU
1995,NOR,ESP,gas_piped,57425.0,R12_WEU,R12_WEU,NOR-ESP,R12_WEU-R12_WEU
1995,DEU,CHE,gas_piped,57805.0,R12_WEU,R12_WEU,DEU-CHE,R12_WEU-R12_WEU
1995,MYS,SGP,gas_piped,58913.0,R12_PAS,R12_PAS,MYS-SGP,R12_PAS-R12_PAS
1995,RUS,KAZ,gas_piped,66239.0,R12_FSU,R12_FSU,RUS-KAZ,R12_FSU-R12_FSU
1995,USA,MEX,gas_piped,67845.0,R12_NAM,R12_LAM,USA-MEX,R12_NAM-R12_LAM
1995,NOR,GBR,gas_piped,70045.0,R12_WEU,R12_WEU,NOR-GBR,R12_WEU-R12_WEU
1995,BOL,ARG,gas_piped,82050.0,R12_LAM,R12_LAM,BOL-ARG,R12_LAM-R12_LAM
1995,DZA,TUN,gas_piped,83333.0,R12_MEA,R12_MEA,DZA-TUN,R12_MEA-R12_MEA
1995,RUS,LTU,gas_piped,94366.0,R12_FSU,R12_EEU,RUS-LTU,R12_FSU-R12_EEU
1995,NOR,NLD,gas_piped,115608.0,R12_WEU,R12_WEU,NOR-NLD,R12_WEU-R12_WEU
1995,NOR,BEL,gas_piped,117474.0,R12_WEU,R12_WEU,NOR-BEL,R12_WEU-R12_WEU
1995,TKM,KAZ,gas_piped,129952.0,R12_FSU,R12_FSU,TKM-KAZ,R12_FSU-R12_FSU
1995,RUS,FIN,gas_piped,132093.0,R12_FSU,R12_WEU,RUS-FIN,R12_FSU-R12_WEU
1995,RUS,MDA,gas_piped,132868.0,R12_FSU,R12_FSU,RUS-MDA,R12_FSU-R12_FSU
