Model,Scenario,Region,Variable,Unit,2020,2025,2030,2035,2040,2045,2050,2055,2060,2070,2080,2090,2100
MESSAGEix-buildings,SSP2_BL,CHN,Final Energy|Buildings|Commercial,EJ/yr,0.93802,1.49554,2.05708,2.41756,2.58159,2.6068,2.55234,2.46274,2.35951,2.13777,1.90881,1.69289,1.51183
MESSAGEix-buildings,SSP2_BL,EEU,Final Energy|Buildings|Commercial,EJ/yr,0.44682,0.42627,0.40554,0.38434,0.363,0.34226,0.32306,0.30553,0.28945,0.25929,0.23303,0.2112,0.19306
MESSAGEix-buildings,SSP2_BL,EEU,Final Energy|Buildings|Commercial,EJ/yr,0.06094,0.09179,0.11929,0.14123,0.15619,0.16681000000000001,0.15719,0.16374,0.17568,0.17157,0.16072,0.1481,0.13573
MESSAGEix-buildings,SSP2_BL,EEU,Final Energy|Buildings|Commercial,EJ/yr,0.24971,0.25718,0.25956,0.25707,0.25118,0.24348,0.23521,0.22682,0.21841,0.20041,0.1829,0.16759,0.15433
MESSAGEix-buildings,SSP2_BL,EEU,Final Energy|Buildings|Commercial,EJ/yr,0.47104,0.52373,0.55658,0.57155,0.57444,0.57048,0.5631,0.55364,0.54252,0.51353,0.48127,0.45158,0.42483
MESSAGEix-buildings,SSP2_BL,FSU,Final Energy|Buildings|Commercial,EJ/yr,1.5761,1.62927,1.65398,1.65293,1.63839,1.61683,1.59181,1.56516,1.53819,1.47668,1.4068,1.33288,1.2594
MESSAGEix-buildings,SSP2_BL,FSU,Final Energy|Buildings|Commercial,EJ/yr,0.07099,0.11981,0.16821,0.21832,0.2589,0.29683,0.33724,0.3741,0.41463,0.47223,0.49461,0.48681,0.46664
MESSAGEix-buildings,SSP2_BL,FSU,Final Energy|Buildings|Commercial,EJ/yr,0.61751,0.6936,0.74444,0.7725,0.78764,0.79446,0.79551,0.79259,0.78705,0.76626,0.73501,0.69823,0.65981
MESSAGEix-buildings,SSP2_BL,FSU,Final Energy|Buildings|Commercial,EJ/yr,1.51354,1.83045,2.05199,2.18472,2.26798,2.31956,2.34913,2.36374,2.36837,2.34475,2.28456,2.20509,2.11841
MESSAGEix-buildings,SSP2_BL,LAM,Final Energy|Buildings|Commercial,EJ/yr,0.08601,0.10652,0.12848,0.15046,0.17177,0.19117,0.2075,0.22011,0.22868,0.236,0.23482,0.22948,0.22263
MESSAGEix-buildings,SSP2_BL,LAM,Final Energy|Buildings|Commercial,EJ/yr,0.4264,1.05414,2.08107,3.67086,5.66309,7.12539,8.30788,9.31146,10.05112,10.68862,10.52452,9.88946,9.14788
MESSAGEix-buildings,SSP2_BL,LAM,Final Energy|Buildings|Commercial,EJ/yr,0.10012,0.12124,0.14322,0.16468,0.1851,0.20338,0.21846,0.22979,0.23721,0.24257,0.23975,0.23283,0.22454
MESSAGEix-buildings,SSP2_BL,LAM,Final Energy|Buildings|Commercial,EJ/yr,1.52147,1.96395,2.43352,2.89971,3.34994,3.75633,4.09284,4.34569,4.50983,4.62425,4.55952,4.41258,4.24186
MESSAGEix-buildings,SSP2_BL,MEA,Final Energy|Buildings|Commercial,EJ/yr,0.23669,0.29476,0.36387,0.43801,0.5134,0.5852,0.65012,0.70813,0.75907,0.83769,0.88192,0.89767,0.89501
MESSAGEix-buildings,SSP2_BL,MEA,Final Energy|Buildings|Commercial,EJ/yr,0.18138,0.25063,0.33891,0.46075,0.60456,0.77188,0.94119,1.09623,1.25912,1.63667,2.00503,2.14117,2.09088
MESSAGEix-buildings,SSP2_BL,MEA,Final Energy|Buildings|Commercial,EJ/yr,0.21733,0.26655,0.32355,0.38265,0.44097,0.49503,0.54271,0.5846,0.621,0.67618,0.70523,0.7125,0.70571
MESSAGEix-buildings,SSP2_BL,MEA,Final Energy|Buildings|Commercial,EJ/yr,0.9714,1.27463,1.63353,2.0118,2.38965,2.74192,3.05477,3.33236,3.57639,3.9525,4.15733,4.21626,4.18084
MESSAGEix-buildings,SSP2_BL,NAM,Final Energy|Buildings|Commercial,EJ/yr,3.44179,3.21702,2.99514,2.78196,2.58127,2.39585,2.22716,2.0758,1.94112,1.70313,1.5081,1.34541,1.20711
MESSAGEix-buildings,SSP2_BL,NAM,Final Energy|Buildings|Commercial,EJ/yr,1.0049,1.00306,0.99758,0.99498,0.99158,0.98697,0.98234,0.97954,0.9781,0.97336,0.9603,0.93822,0.90924
MESSAGEix-buildings,SSP2_BL,NAM,Final Energy|Buildings|Commercial,EJ/yr,1.06771,0.99793,0.92847,0.86101,0.79666,0.73644,0.68095,0.63055,0.58519,0.50466,0.43916,0.38622,0.34357
MESSAGEix-buildings,SSP2_BL,NAM,Final Energy|Buildings|Commercial,EJ/yr,4.37116,4.36158,4.38557,4.4265,4.47677,4.5313,4.59076,4.65748,4.73094,4.86662,4.9617000000000004,5.00644,5.0053
MESSAGEix-buildings,SSP2_BL,PAO,Final Energy|Buildings|Commercial,EJ/yr,0.59052,0.53946,0.49075,0.4425,0.3962,0.35385,0.31556,0.28153,0.25144,0.20012,0.16078,0.1305,0.10717
MESSAGEix-buildings,SSP2_BL,PAO,Final Energy|Buildings|Commercial,EJ/yr,0.38653,0.40518,0.41229,0.40978,0.40271,0.39353,0.38278,0.37136,0.35957,0.33389,0.30818,0.28261,0.25756
MESSAGEix-buildings,SSP2_BL,PAO,Final Energy|Buildings|Commercial,EJ/yr,0.48796,0.46485,0.43831,0.40874,0.37875,0.35031,0.32361,0.29906,0.27661,0.23598,0.20243,0.17447,0.15094
MESSAGEix-buildings,SSP2_BL,PAO,Final Energy|Buildings|Commercial,EJ/yr,2.15665,2.21355,2.25894,2.27654,2.27775,2.27065,2.25497,2.23426,2.209,2.13646,2.04923,1.94846,1.83731
MESSAGEix-buildings,SSP2_BL,PAS,Final Energy|Buildings|Commercial,EJ/yr,0.0126,0.01433,0.01619,0.01811,0.01994,0.0214,0.02235,0.02283,0.02293,0.02224,0.02078,0.0191,0.01748
MESSAGEix-buildings,SSP2_BL,PAS,Final Energy|Buildings|Commercial,EJ/yr,0.10357,0.24857,0.51313,0.95,1.63578,2.5112,3.32102,3.94866,4.49867,4.95726,5.50837,5.86793,5.72125
MESSAGEix-buildings,SSP2_BL,PAS,Final Energy|Buildings|Commercial,EJ/yr,0.0339,0.03806,0.04256,0.04723,0.05173,0.05532,0.05772,0.05904,0.05951,0.05838,0.05529,0.05144,0.04756
MESSAGEix-buildings,SSP2_BL,PAS,Final Energy|Buildings|Commercial,EJ/yr,0.65891,0.90634,1.172,1.44921,1.72633,1.96997,2.16611,2.31827,2.4313,2.54903,2.54604,2.47212,2.36781
MESSAGEix-buildings,SSP2_BL,RCPA,Final Energy|Buildings|Commercial,EJ/yr,0.0185,0.02234,0.02506,0.02702,0.02859,0.02986,0.0308,0.03144,0.0318,0.03174,0.03087,0.02963,0.02838
MESSAGEix-buildings,SSP2_BL,RCPA,Final Energy|Buildings|Commercial,EJ/yr,0.0092,0.01219,0.01616,0.02439,0.04228,0.07874,0.13891,0.2191,0.31011,0.45134,0.51118,0.50845,0.47234
MESSAGEix-buildings,SSP2_BL,RCPA,Final Energy|Buildings|Commercial,EJ/yr,0.00614,0.00696,0.00731,0.0074,0.00737,0.00729,0.00715,0.00697,0.00677,0.00628,0.00574,0.00521,0.00475
MESSAGEix-buildings,SSP2_BL,RCPA,Final Energy|Buildings|Commercial,EJ/yr,0.08313,0.13664,0.19344,0.23415,0.25796,0.26892,0.27155,0.27008,0.2665,0.25527,0.23979,0.2232,0.20834
MESSAGEix-buildings,SSP2_BL,SAS,Final Energy|Buildings|Commercial,EJ/yr,0.01439,0.01606,0.01831,0.02125,0.025,0.02941,0.03416,0.0388,0.04296,0.04882,0.05138,0.05152,0.05021
MESSAGEix-buildings,SSP2_BL,SAS,Final Energy|Buildings|Commercial,EJ/yr,0.13997,0.16347,0.22816,0.39079,0.76865000000000006,1.7644,3.76494,6.6032,10.06066,17.01554,22.01654,23.43821,22.62968
MESSAGEix-buildings,SSP2_BL,SAS,Final Energy|Buildings|Commercial,EJ/yr,0.09206,0.10095,0.1138,0.13112,0.15357,0.18016,0.2088,0.23702,0.26243,0.29888,0.31548,0.31672,0.30896
MESSAGEix-buildings,SSP2_BL,SAS,Final Energy|Buildings|Commercial,EJ/yr,1.49872,1.91565,2.46326,3.15782,4.0203,5.00953,6.05366,7.07187,7.98031,9.26304,9.80724,9.79328,9.471
MESSAGEix-buildings,SSP2_BL,WEU,Final Energy|Buildings|Commercial,EJ/yr,2.40256,2.19482,2.00032,1.81956,1.65339,1.50219,1.36593,1.24384,1.13516,0.94887,0.80492,0.6927,0.60344
MESSAGEix-buildings,SSP2_BL,WEU,Final Energy|Buildings|Commercial,EJ/yr,0.32249,0.39627,0.47203,0.53532,0.5829,0.59923,0.6072,0.60839,0.60479,0.58645,0.56149,0.53383,0.5034
MESSAGEix-buildings,SSP2_BL,WEU,Final Energy|Buildings|Commercial,EJ/yr,1.13941,1.08734,1.03277,0.97741,0.92274,0.86975,0.81945,0.77238,0.72895,0.65065,0.58701,0.53426,0.48834
MESSAGEix-buildings,SSP2_BL,WEU,Final Energy|Buildings|Commercial,EJ/yr,2.65148,2.7383,2.80853,2.86299,2.90274,2.92696,2.93907,2.94169,2.93735,2.90955,2.86921,2.81571,2.74304
MESSAGEix-buildings,SSP2_BL,AFR,Stock Addition|Buildings|Commercial,m^2/yr,500955919,636223294,809145515,1024847677,1346493806,1788606938,2397261627,3235752526,4279420572,5792748008,6315478634,4769315783,3132596966
MESSAGEix-buildings,SSP2_BL,AFR,Stock Retirement|Buildings|Commercial,m^2/yr,72362728,81786054,94961378,113063747,137468120,170085252,213714248,272258612,351167709,522215841,824675049,1259110531,1730632831
MESSAGEix-buildings,SSP2_BL,CHN,Stock Addition|Buildings|Commercial,m^2/yr,6884463643,5232169214,3331489338,2393447967,2149676878,1943927767,1708620136,1456156629,1202082621,915645384,441339297,109927202,0
MESSAGEix-buildings,SSP2_BL,CHN,Stock Retirement|Buildings|Commercial,m^2/yr,999887948,1114368250,1439552453,1800262305,2046601456,2124030460,2064992706,1922920174,1742889898,1524736012,1096074503,775712425,509890965
MESSAGEix-buildings,SSP2_BL,EEU,Stock Addition|Buildings|Commercial,m^2/yr,486590333,410825638,314319845,225023470,167575491,139647620,127547592,120716744,114449574,100730733,79192865,64243136,49616608
MESSAGEix-buildings,SSP2_BL,EEU,Stock Retirement|Buildings|Commercial,m^2/yr,79977994,77622935,78551754,84127016,94035318,106650198,119749087,131293693,139716324,149797932,141580883,123682742,103815598
MESSAGEix-buildings,SSP2_BL,FSU,Stock Addition|Buildings|Commercial,m^2/yr,1114285410,1011910545,769731483,562139853,470676916,421881604,393036514,376898990,367240525,347825254,287217163,232571542,186503389
MESSAGEix-buildings,SSP2_BL,FSU,Stock Retirement|Buildings|Commercial,m^2/yr,190013771,177208229,174564749,184499120,205580919,233657727,263918671,291668976,313248133,342079518,331888031,301061881,265119397
MESSAGEix-buildings,SSP2_BL,LAM,Stock Addition|Buildings|Commercial,m^2/yr,1786271504,1986608051,2071546327,2063533746,2028531401,1915170690,1727905337,1502852771,1262913771,1003770424,753831228,606429600,517607325
MESSAGEix-buildings,SSP2_BL,LAM,Stock Retirement|Buildings|Commercial,m^2/yr,213558290,232404260,265664168,313244100,373172966,442287150,516603364,591405455,661826233,763845281,824743081,833053674,798723263
MESSAGEix-buildings,SSP2_BL,MEA,Stock Addition|Buildings|Commercial,m^2/yr,1058626175,1284606919,1482317871,1567506452,1598416155,1554917743,1471053857,1402635256,1339089794,1231630576,1011229297,808428660,666791559
MESSAGEix-buildings,SSP2_BL,MEA,Stock Retirement|Buildings|Commercial,m^2/yr,117788071,132574599,156450755,190636113,234981906,287912033,346829578,408450207,469585597,563928924,643730705,694105594,712140959
MESSAGEix-buildings,SSP2_BL,NAM,Stock Addition|Buildings|Commercial,m^2/yr,983871095,922110978,910129751,905433458,901803838,893927705,894391057,907327196,923246625,917167081,853502404,774774851,696847172
MESSAGEix-buildings,SSP2_BL,NAM,Stock Retirement|Buildings|Commercial,m^2/yr,238414493,289750068,339370574,384729037,424123604,457072055,484174214,506741653,526235447,568790077,598689363,623057007,636999475
MESSAGEix-buildings,SSP2_BL,PAO,Stock Addition|Buildings|Commercial,m^2/yr,608467797,543507396,414123730,309111535,257132861,228465090,201044104,182930267,167133250,137649731,108302427,78751373,50679577
MESSAGEix-buildings,SSP2_BL,PAO,Stock Retirement|Buildings|Commercial,m^2/yr,133329733,136383683,140961331,146449918,151629972,156012417,159623115,162362894,164202277,168399643,165145318,158463727,148889086
MESSAGEix-buildings,SSP2_BL,PAS,Stock Addition|Buildings|Commercial,m^2/yr,1150082172,1359695471,1494134789,1626325673,1717580216,1661120974,1536721901,1420946911,1312292064,1151573580,862882656,657674672,521799416
MESSAGEix-buildings,SSP2_BL,PAS,Stock Retirement|Buildings|Commercial,m^2/yr,137414007,155313791,199422837,267058853,352790961,449991154,549873613,642678558,720879490,822670224,834257977,798208271,725348169
MESSAGEix-buildings,SSP2_BL,RCPA,Stock Addition|Buildings|Commercial,m^2/yr,657591604,540979878,386533575,313735709,291264204,272844379,244784518,215227313,185055972,169817390,131375763,103410005,84438119
MESSAGEix-buildings,SSP2_BL,RCPA,Stock Retirement|Buildings|Commercial,m^2/yr,93282879,108117793,142469449,181287454,210995480,226554981,229493833,223527150,211957316,196604101,152661775,123029858,102288734
MESSAGEix-buildings,SSP2_BL,SAS,Stock Addition|Buildings|Commercial,m^2/yr,1841494188,2447796147,3103839092,3863983905,4747401942,5469546353,5882963360,5941746265,5626355975,4711825366,3322913397,2390220669,1864667359
MESSAGEix-buildings,SSP2_BL,SAS,Stock Retirement|Buildings|Commercial,m^2/yr,253393639,275892091,315024404,376041236,463826453,583111647,736781542,923477096,1136901511,1500137738,1889472328,2182715980,2312172002
MESSAGEix-buildings,SSP2_BL,WEU,Stock Addition|Buildings|Commercial,m^2/yr,1575292688,1332361181,1185201162,1062415192,959036902,864635715,794509334,746178254,715278072,690471193,662759144,610960944,520206749
MESSAGEix-buildings,SSP2_BL,WEU,Stock Retirement|Buildings|Commercial,m^2/yr,357809684,383734263,406418033,428175920,450924775,476021827,503890056,534038280,564989728,624725644,663917438,670307766,645409471
MESSAGEix-buildings,SSP2_BL,AFR,Material Stock|Buildings|Commercial|Non-Ferrous Metals|Aluminium,Mt/yr,3.423,4.239,5.291,6.634,8.416,10.803,14.024,18.397,24.197,39.774,56.027,66.449,70.644
MESSAGEix-buildings,SSP2_BL,AFR,Material Demand|Buildings|Commercial|Non-Ferrous Metals|Aluminium,Mt/yr,0.147,0.187,0.238,0.302,0.397,0.527,0.707,0.955,1.263,1.712,1.869,1.414,0.931
MESSAGEix-buildings,SSP2_BL,AFR,Total Scrap|Buildings|Commercial|Non-Ferrous Metals|Aluminium,Mt/yr,0.021,0.024,0.028,0.033,0.04,0.05,0.063,0.08,0.103,0.154,0.243,0.372,0.511
MESSAGEix-buildings,SSP2_BL,AFR,Material Stock|Buildings|Commercial|Cement,Mt/yr,239.86,296.661,369.8,463.14,586.873,752.464,975.798,1278.82,1680.362,2757.194,3877.769,4592.611,4876.447
MESSAGEix-buildings,SSP2_BL,AFR,Material Demand|Buildings|Commercial|Cement,Mt/yr,10.274,13.042,16.58,20.991,27.569,36.608,49.05,66.185,87.504,118.377,128.934,97.234,63.76
MESSAGEix-buildings,SSP2_BL,AFR,Total Scrap|Buildings|Commercial|Cement,Mt/yr,1.489,1.682,1.952,2.323,2.822,3.49,4.383,5.581,7.195,10.694,16.876,25.75,35.373
MESSAGEix-buildings,SSP2_BL,AFR,Material Stock|Buildings|Commercial|Concrete,Mt/yr,1599.069,1977.737,2465.334,3087.603,3912.484,5016.428,6505.321,8525.465,11202.412,18381.296,25851.795,30617.405,32509.646
MESSAGEix-buildings,SSP2_BL,AFR,Material Demand|Buildings|Commercial|Concrete,Mt/yr,68.491,86.948,110.532,139.938,183.791,244.056,326.998,441.235,583.358,789.18,859.558,648.228,425.069
MESSAGEix-buildings,SSP2_BL,AFR,Total Scrap|Buildings|Commercial|Concrete,Mt/yr,9.928,11.214,13.013,15.484,18.815,23.267,29.22,37.207,47.969,71.292,112.508,171.667,235.819
MESSAGEix-buildings,SSP2_BL,AFR,Material Stock|Buildings|Commercial|Non-Ferrous Metals|Copper,Mt/yr,0.302,0.37,0.457,0.567,0.713,0.906,1.166,1.516,1.977,3.198,4.441,5.2,5.464
MESSAGEix-buildings,SSP2_BL,AFR,Material Demand|Buildings|Commercial|Non-Ferrous Metals|Copper,Mt/yr,0.013,0.016,0.02,0.025,0.033,0.043,0.057,0.077,0.101,0.135,0.144,0.106,0.067
MESSAGEix-buildings,SSP2_BL,AFR,Total Scrap|Buildings|Commercial|Non-Ferrous Metals|Copper,Mt/yr,0.002,0.002,0.002,0.003,0.004,0.004,0.005,0.007,0.009,0.013,0.02,0.03,0.04
MESSAGEix-buildings,SSP2_BL,AFR,Material Stock|Buildings|Commercial|Glass,Mt/yr,9.198,11.358,14.137,17.679,22.371,28.644,37.097,48.557,63.729,104.34,146.46,173.157,183.573
MESSAGEix-buildings,SSP2_BL,AFR,Material Demand|Buildings|Commercial|Glass,Mt/yr,0.392,0.497,0.631,0.797,1.046,1.388,1.858,2.505,3.308,4.467,4.851,3.644,2.377
MESSAGEix-buildings,SSP2_BL,AFR,Total Scrap|Buildings|Commercial|Glass,Mt/yr,0.057,0.065,0.075,0.089,0.108,0.133,0.167,0.213,0.274,0.406,0.64,0.974,1.336
MESSAGEix-buildings,SSP2_BL,AFR,Material Stock|Buildings|Commercial|Steel,Mt/yr,143.809,178.63,223.595,281.149,357.622,460.202,598.869,787.427,1037.907,1712.846,2421.31,2880.665,3070.976
MESSAGEix-buildings,SSP2_BL,AFR,Material Demand|Buildings|Commercial|Steel,Mt/yr,6.253,7.965,10.16,12.906,16.998,22.631,30.4,41.12,54.507,74.079,81.293,61.954,41.137
MESSAGEix-buildings,SSP2_BL,AFR,Total Scrap|Buildings|Commercial|Steel,Mt/yr,0.881,1,1.167,1.395,1.703,2.115,2.667,3.409,4.411,6.585,10.447,16.019,22.104
MESSAGEix-buildings,SSP2_BL,AFR,Material Stock|Buildings|Commercial|Construction Wood,Mt/yr,76.739,95.147,118.889,149.241,189.531,243.523,316.44,415.502,546.961,900.49,1270.257,1508.419,1605.419
MESSAGEix-buildings,SSP2_BL,AFR,Material Demand|Buildings|Commercial|Construction Wood,Mt/yr,3.316,4.217,5.372,6.814,8.964,11.922,15.998,21.617,28.624,38.827,42.477,32.233,21.294
MESSAGEix-buildings,SSP2_BL,AFR,Total Scrap|Buildings|Commercial|Construction Wood,Mt/yr,0.473,0.536,0.623,0.744,0.906,1.124,1.414,1.805,2.332,3.475,5.5,8.417,11.592
MESSAGEix-buildings,SSP2_BL,CHN,Material Stock|Buildings|Commercial|Non-Ferrous Metals|Aluminium,Mt/yr,27.189,32.809,35.503,36.462,36.569,36.157,35.368,34.309,33.062,30.294,27.413,24.629,22.228
MESSAGEix-buildings,SSP2_BL,CHN,Material Demand|Buildings|Commercial|Non-Ferrous Metals|Aluminium,Mt/yr,1.844,1.426,0.93,0.682,0.613,0.554,0.487,0.415,0.343,0.261,0.126,0.031,0
MESSAGEix-buildings,SSP2_BL,CHN,Total Scrap|Buildings|Commercial|Non-Ferrous Metals|Aluminium,Mt/yr,0.268,0.302,0.391,0.49,0.559,0.583,0.57,0.534,0.487,0.429,0.311,0.221,0.145
MESSAGEix-buildings,SSP2_BL,CHN,Material Stock|Buildings|Commercial|Cement,Mt/yr,2272.116,2713.429,2909.173,2963.162,2950.179,2897.934,2818.283,2719.742,2608.712,2371.441,2132.062,1905.295,1711.875
MESSAGEix-buildings,SSP2_BL,CHN,Material Demand|Buildings|Commercial|Cement,Mt/yr,149.729,112.286,70.108,49.496,44.455,40.2,35.334,30.113,24.859,18.935,9.127,2.273,0
MESSAGEix-buildings,SSP2_BL,CHN,Total Scrap|Buildings|Commercial|Cement,Mt/yr,21.74,24.023,30.959,38.663,43.845,45.323,43.85,40.622,36.636,31.866,22.783,16.075,10.553
MESSAGEix-buildings,SSP2_BL,CHN,Material Stock|Buildings|Commercial|Concrete,Mt/yr,15147.443,18089.524,19394.484,19754.413,19667.858,19319.56,18788.555,18131.612,17391.416,15809.604,14213.744,12701.969,11412.5
MESSAGEix-buildings,SSP2_BL,CHN,Material Demand|Buildings|Commercial|Concrete,Mt/yr,998.194,748.572,467.388,329.971,296.364,267.998,235.558,200.752,165.724,126.235,60.845,15.155,0
MESSAGEix-buildings,SSP2_BL,CHN,Total Scrap|Buildings|Commercial|Concrete,Mt/yr,144.934,160.156,206.396,257.756,292.298,302.153,292.333,270.814,244.243,212.44,151.886,107.17,70.351
MESSAGEix-buildings,SSP2_BL,CHN,Material Stock|Buildings|Commercial|Non-Ferrous Metals|Copper,Mt/yr,2.927,3.464,3.683,3.723,3.681,3.593,3.475,3.337,3.186,2.873,2.567,2.281,2.04
MESSAGEix-buildings,SSP2_BL,CHN,Material Demand|Buildings|Commercial|Non-Ferrous Metals|Copper,Mt/yr,0.188,0.137,0.082,0.055,0.05,0.045,0.039,0.034,0.028,0.021,0.01,0.003,0
MESSAGEix-buildings,SSP2_BL,CHN,Total Scrap|Buildings|Commercial|Non-Ferrous Metals|Copper,Mt/yr,0.027,0.03,0.038,0.047,0.053,0.055,0.052,0.048,0.043,0.037,0.026,0.018,0.012
MESSAGEix-buildings,SSP2_BL,CHN,Material Stock|Buildings|Commercial|Glass,Mt/yr,58.275,70.02,75.482,77.26,77.257,76.184,74.348,71.972,69.227,63.231,57.071,51.166,46.097
MESSAGEix-buildings,SSP2_BL,CHN,Material Demand|Buildings|Commercial|Glass,Mt/yr,3.906,2.983,1.913,1.382,1.242,1.123,0.987,0.841,0.694,0.529,0.255,0.063,0
MESSAGEix-buildings,SSP2_BL,CHN,Total Scrap|Buildings|Commercial|Glass,Mt/yr,0.567,0.634,0.82,1.026,1.168,1.214,1.182,1.103,1.001,0.878,0.632,0.448,0.294
MESSAGEix-buildings,SSP2_BL,CHN,Material Stock|Buildings|Commercial|Steel,Mt/yr,2028.164,2426.426,2605.655,2657.843,2649.616,2605.703,2536.707,2450.284,2352.217,2141.339,1927.452,1724.131,1550.372
MESSAGEix-buildings,SSP2_BL,CHN,Material Demand|Buildings|Commercial|Steel,Mt/yr,134.327,101.282,63.747,45.331,40.714,36.818,32.361,27.579,22.767,17.342,8.359,2.082,0
MESSAGEix-buildings,SSP2_BL,CHN,Total Scrap|Buildings|Commercial|Steel,Mt/yr,19.506,21.629,27.901,34.864,39.576,40.977,39.724,36.878,33.328,29.057,20.822,14.71,9.662
MESSAGEix-buildings,SSP2_BL,CHN,Material Stock|Buildings|Commercial|Construction Wood,Mt/yr,520.768,630.167,683.603,703.585,707.012,700.22,685.969,666.313,642.848,590.212,534.948,481.256,434.819
MESSAGEix-buildings,SSP2_BL,CHN,Material Demand|Buildings|Commercial|Construction Wood,Mt/yr,35.602,27.739,18.289,13.534,12.156,10.992,9.662,8.234,6.797,5.178,2.496,0.622,0
MESSAGEix-buildings,SSP2_BL,CHN,Total Scrap|Buildings|Commercial|Construction Wood,Mt/yr,5.174,5.859,7.602,9.531,10.885,11.378,11.158,10.486,9.587,8.47,6.145,4.371,2.879
MESSAGEix-buildings,SSP2_BL,EEU,Material Stock|Buildings|Commercial|Non-Ferrous Metals|Aluminium,Mt/yr,3.105,3.617,3.979,4.197,4.308,4.35,4.352,4.325,4.276,4.102,3.88,3.664,3.463
