Model,Scenario,Sensitivity,Region,Variable,Unit,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
MESSAGE-buildings,LED,max,FSU,Scrap Release|Residential|Buildings|Steel,Mt/yr,13.96300334,14.40982872,15.21243499,15.91318163,16.51292958,17.02014005,17.45026063,17.82270824,17.67914818,17.5180314,17.34881001,17.1760323,16.99976821,16.81728214,16.62400751,16.41493655,16.18639486,15.93703574
MESSAGE-buildings,LED,max,FSU,Scrap Release|Residential|Buildings|Wood,Mt/yr,5.547977219,5.7946959,6.190337163,6.552402755,6.879713866,7.173853049,7.439159497,7.681741363,7.700100675,7.706007448,7.703362218,7.694391501,7.679684171,7.65873891,7.630233685,7.592462909,7.54395622,7.483865703
MESSAGE-buildings,LED,ref,LAM,Scrap Release|Residential|Buildings|Aluminum,Mt/yr,0.353351304,0.395280867,0.444927848,0.494360907,0.542877991,0.589775136,0.63440869,0.676196726,0.703881773,0.727106817,0.745769242,0.759945493,0.769861558,0.775802268,0.778086331,0.777064081,0.773120366,0.766675867
MESSAGE-buildings,LED,ref,LAM,Scrap Release|Residential|Buildings|Cement,Mt/yr,21.83829688,24.44771926,27.53657928,30.61414015,33.63659052,36.55996309,39.34400955,41.95229891,43.685825,45.14229746,46.3150779,47.20868693,47.83697473,48.21749212,48.36993758,48.31601392,48.07960403,47.68684876
MESSAGE-buildings,LED,ref,LAM,Scrap Release|Residential|Buildings|Concrete,Mt/yr,139.9890825,156.7161491,176.5165339,196.2444881,215.61917,234.3587378,252.2051894,268.924993,280.0373397,289.3737017,296.891525,302.619788,306.6472739,309.0864879,310.0637025,309.718038,308.2025899,305.6849279
MESSAGE-buildings,LED,ref,LAM,Scrap Release|Residential|Buildings|Copper,Mt/yr,0.089714624,0.100630609,0.113543108,0.12643009,0.139106981,0.151388157,0.163103177,0.17409731,0.18146353,0.187676236,0.192704937,0.196565983,0.199315006,0.201023533,0.201772502,0.201651625,0.200760083,0.199206802
MESSAGE-buildings,LED,ref,LAM,Scrap Release|Residential|Buildings|Glass,Mt/yr,0.539521607,0.601318194,0.674592971,0.747304058,0.818431583,0.886957406,0.951956551,1.01259794,1.052094573,1.084955332,1.111060079,1.130550709,1.143786655,1.151209306,1.153305151,1.150602804,1.143677793,1.133155016
MESSAGE-buildings,LED,ref,LAM,Scrap Release|Residential|Buildings|Steel,Mt/yr,11.14197949,12.45214365,14.00401266,15.54786038,17.06182976,18.52402842,19.91447163,21.21511901,22.07315852,22.79150016,23.36710487,23.80251865,24.10494478,24.28339955,24.34793185,24.30955458,24.18033785,23.97345294
MESSAGE-buildings,LED,ref,LAM,Scrap Release|Residential|Buildings|Wood,Mt/yr,7.902334448,8.874397602,10.02376768,11.17201455,12.3026334,13.39900479,14.44584162,15.42924241,16.09124211,16.65081181,17.10509218,17.45540422,17.70657978,17.86488857,17.93746036,17.93222725,17.85798262,17.7244037
MESSAGE-buildings,LED,min,LAM,Scrap Release|Residential|Buildings|Aluminum,Mt/yr,0.32899734,0.365743375,0.409360117,0.452533246,0.49466279,0.535151789,0.573460549,0.609106489,0.632022229,0.650964746,0.66587618,0.676853659,0.684122424,0.687954367,0.688646085,0.686517273,0.68191379,0.675209355
MESSAGE-buildings,LED,min,LAM,Scrap Release|Residential|Buildings|Cement,Mt/yr,15.92997848,17.84276038,20.10655001,22.36309229,24.58021043,26.72559439,28.76964244,30.68553883,31.96170674,33.03504739,33.90056503,34.5614516,35.02774978,35.31223481,35.42927636,35.39473202,35.2260739,34.94244363
MESSAGE-buildings,LED,min,LAM,Scrap Release|Residential|Buildings|Concrete,Mt/yr,102.1152466,114.3766691,128.8881411,143.3531557,157.5654515,171.3179128,184.4207848,196.702172,204.8827355,211.7631243,217.3113143,221.5477667,224.5368575,226.3604795,227.1107459,226.8893078,225.8081661,223.9900233
MESSAGE-buildings,LED,min,LAM,Scrap Release|Residential|Buildings|Copper,Mt/yr,0.070271688,0.078445396,0.088131249,0.097756985,0.107186844,0.116285034,0.124927835,0.133003776,0.138303843,0.142729837,0.146264061,0.148923584,0.150754413,0.151813675,0.152164743,0.15187682,0.151025546,0.149693291
MESSAGE-buildings,LED,min,LAM,Scrap Release|Residential|Buildings|Glass,Mt/yr,0.588744849,0.653364182,0.730122518,0.805965707,0.879846737,0.950726362,1.017668368,1.079838562,1.119426776,1.151993874,1.177455011,1.195996881,1.208029911,1.214043977,1.214569772,1.210176168,1.201475905,1.189128838
MESSAGE-buildings,LED,min,LAM,Scrap Release|Residential|Buildings|Steel,Mt/yr,9.004135448,10.06961869,11.3313503,12.58731417,13.81969007,15.01061521,16.14376522,17.20438802,17.90615599,18.494506,18.96687196,19.32523549,19.57537444,19.72455554,19.7809,19.75332663,19.65162603,19.48649478
MESSAGE-buildings,LED,min,LAM,Scrap Release|Residential|Buildings|Wood,Mt/yr,7.344435038,8.225259479,9.267769592,10.30682603,11.32761854,12.3152776,13.25618287,14.13799831,14.72505436,15.21868035,15.61659034,15.92026789,16.13434994,16.26472951,16.31803161,16.30156431,16.22337731,16.0922875
MESSAGE-buildings,LED,max,LAM,Scrap Release|Residential|Buildings|Aluminum,Mt/yr,0.383011376,0.429399156,0.484280984,0.53903097,0.592866158,0.644999555,0.694709095,0.741339759,0.772519621,0.798791697,0.820029334,0.836304774,0.847856905,0.854991728,0.858054762,0.857428406,0.853534912,0.846837627
MESSAGE-buildings,LED,max,LAM,Scrap Release|Residential|Buildings|Cement,Mt/yr,36.09519556,40.38864524,45.47185104,50.53430234,55.50404268,60.30889856,64.88285281,69.16619466,72.00710177,74.39160932,76.30906561,77.76716318,78.78892027,79.40340248,79.64316701,79.54402987,79.14535966,78.49021018
MESSAGE-buildings,LED,max,LAM,Scrap Release|Residential|Buildings|Concrete,Mt/yr,231.3794587,258.9015721,291.4862246,323.9378355,355.7951454,386.5955036,415.9157232,443.3730427,461.5839857,476.8692905,489.160677,498.5074563,505.0571812,508.9961698,510.5331218,509.8976274,507.3420491,503.1423729
MESSAGE-buildings,LED,max,LAM,Scrap Release|Residential|Buildings|Copper,Mt/yr,0.104600119,0.117763964,0.133315517,0.148883858,0.164243564,0.179167077,0.19344433,0.206883643,0.216016796,0.223770892,0.230103205,0.235027858,0.238606889,0.240922421,0.242068847,0.242152002,0.241289894,0.239612944
MESSAGE-buildings,LED,max,LAM,Scrap Release|Residential|Buildings|Glass,Mt/yr,2.250012773,2.532652008,2.866580544,3.200814421,3.530516943,3.850806518,4.15717807,4.445521958,4.641329099,4.807512809,4.943162586,5.048588177,5.125127422,5.17454836,5.198881409,5.200401664,5.18164471,5.145411887
MESSAGE-buildings,LED,max,LAM,Scrap Release|Residential|Buildings|Steel,Mt/yr,20.40288667,22.62552838,25.26654907,27.87407211,30.41220507,32.84535981,35.14152663,37.2722289,38.62327918,39.73232225,40.59669276,41.22304984,41.62572509,41.82174383,41.82949618,41.66864893,41.36034559,40.92732226
MESSAGE-buildings,LED,max,LAM,Scrap Release|Residential|Buildings|Wood,Mt/yr,9.784692203,10.99312684,12.42176542,13.84952727,15.25586318,16.62007192,17.92309964,19.1476089,19.97331565,20.67181605,21.23949045,21.6779199,21.99305607,22.19264801,22.28552417,22.28151973,22.19154888,22.0276318
MESSAGE-buildings,LED,ref,MEA,Scrap Release|Residential|Buildings|Aluminum,Mt/yr,0.122162588,0.138471144,0.175538537,0.217665398,0.264618469,0.316055852,0.371558414,0.430586328,0.459293371,0.486152221,0.510789891,0.532906247,0.552288088,0.568797446,0.582375276,0.593048961,0.600929367,0.606195064
MESSAGE-buildings,LED,ref,MEA,Scrap Release|Residential|Buildings|Cement,Mt/yr,14.36116398,16.29063488,20.6673127,25.64665765,31.2021516,37.29426608,43.87413539,50.87837837,54.30529299,57.51617788,60.46614708,63.1189096,65.44847166,67.43779159,69.07925025,70.37556006,71.3394291,71.99169227
MESSAGE-buildings,LED,ref,MEA,Scrap Release|Residential|Buildings|Concrete,Mt/yr,92.05874347,104.4271467,132.4827737,164.4016516,200.0137923,239.0658082,281.2444576,326.1434511,348.1108525,368.693448,387.6035069,404.6083949,419.541485,432.2935358,442.8157067,451.125385,457.3040327,461.4852069
MESSAGE-buildings,LED,ref,MEA,Scrap Release|Residential|Buildings|Copper,Mt/yr,0.039160711,0.044577652,0.056754504,0.070674713,0.086277414,0.103463241,0.122104098,0.142028166,0.152034222,0.161466912,0.170190678,0.178093782,0.185093551,0.191133091,0.19618303,0.200244345,0.203347567,0.205547516
MESSAGE-buildings,LED,ref,MEA,Scrap Release|Residential|Buildings|Glass,Mt/yr,0.301977272,0.34151458,0.431933374,0.534359934,0.648160539,0.772448025,0.906160603,1.047958804,1.115620249,1.178634677,1.236145762,1.287475361,1.332155294,1.369896533,1.400596012,1.424353461,1.441463496,1.45237748
MESSAGE-buildings,LED,ref,MEA,Scrap Release|Residential|Buildings|Steel,Mt/yr,10.58592418,11.94886482,15.08261873,18.62249357,22.54457755,26.81652293,31.40034444,36.24893653,38.52282017,40.63147212,42.54682399,44.24699685,45.71732587,46.94922402,47.94035188,48.69515712,49.22457831,49.54473369
MESSAGE-buildings,LED,ref,MEA,Scrap Release|Residential|Buildings|Wood,Mt/yr,2.669402197,3.033211778,3.854780471,4.791690954,5.839394303,6.990822743,8.237064477,9.566372053,10.22531925,10.84463348,11.41553442,11.93085207,12.38536321,12.775554,13.09972278,13.35816049,13.55309241,13.68832502
MESSAGE-buildings,LED,min,MEA,Scrap Release|Residential|Buildings|Aluminum,Mt/yr,0.153685308,0.173612508,0.219326353,0.2710263,0.328375517,0.39091197,0.458088837,0.529223157,0.562831099,0.594054385,0.622473662,0.64775978,0.669689212,0.6881279,0.703034135,0.714466702,0.722580694,0.727608316
MESSAGE-buildings,LED,min,MEA,Scrap Release|Residential|Buildings|Cement,Mt/yr,7.031690228,7.994021931,10.16439992,12.64117405,15.41265535,18.46044202,21.76119103,25.28398342,27.03673825,28.68549581,30.20678947,31.58140434,32.79527898,33.83888982,34.70753393,35.40181293,35.92748287,36.29451958
MESSAGE-buildings,LED,min,MEA,Scrap Release|Residential|Buildings|Concrete,Mt/yr,45.07493736,51.24373033,65.15640971,81.03316701,98.79907275,118.3361668,139.4948143,162.0768168,173.3124247,183.8813834,193.6332658,202.4448996,210.2261473,216.9159604,222.4841918,226.9346982,230.3043774,232.6571768
MESSAGE-buildings,LED,min,MEA,Scrap Release|Residential|Buildings|Copper,Mt/yr,0.031829105,0.036079247,0.045738597,0.056716817,0.068953204,0.082358732,0.096824229,0.112209053,0.119692819,0.126695144,0.133118764,0.138885397,0.143939419,0.148244817,0.151786151,0.154570516,0.15662677,0.158001426
MESSAGE-buildings,LED,min,MEA,Scrap Release|Residential|Buildings|Glass,Mt/yr,0.278513604,0.314195217,0.39636783,0.489111599,0.591784378,0.703525519,0.82332977,0.94995664,1.009029191,1.06373664,1.113355495,1.157324671,1.195271763,1.226982714,1.252405759,1.271665223,1.28505359,1.292997198
MESSAGE-buildings,LED,min,MEA,Scrap Release|Residential|Buildings|Steel,Mt/yr,4.022650689,4.566889625,5.798715444,7.201782688,8.768941781,10.48932527,12.3493709,14.33134982,15.30732961,16.2231802,17.06600876,17.82533931,18.49360415,19.06577635,19.53951279,19.91541712,20.19694876,20.38989521
MESSAGE-buildings,LED,min,MEA,Scrap Release|Residential|Buildings|Wood,Mt/yr,3.245158016,3.688856157,4.689837747,5.831951111,7.109770635,8.514780948,10.03619513,11.65974118,12.46684973,13.22592038,13.9261589,14.55873225,15.11718301,15.59714432,15.9964691,16.31545244,16.55676197,16.72500699
MESSAGE-buildings,LED,max,MEA,Scrap Release|Residential|Buildings|Aluminum,Mt/yr,0.167845119,0.190975312,0.243030294,0.302501408,0.369121377,0.442459588,0.521964133,0.60689802,0.64941412,0.689463938,0.726473834,0.759972051,0.789610854,0.815152228,0.836475102,0.853587252,0.866621849,0.875814969
MESSAGE-buildings,LED,max,MEA,Scrap Release|Residential|Buildings|Cement,Mt/yr,16.0576039,18.2388915,23.16979137,28.78990518,35.07134057,41.97119299,49.43561613,57.39389726,61.32720736,65.02138245,68.42421284,71.49315798,74.19734244,76.51611027,78.43962225,79.96992498,81.1205947,81.91462121
MESSAGE-buildings,LED,max,MEA,Scrap Release|Residential|Buildings|Concrete,Mt/yr,102.9333584,116.9159711,148.5243036,184.5506742,224.8162857,269.0461089,316.8949752,367.9095978,393.1231241,416.8037337,438.616749,458.2894742,475.62399,490.4878864,502.8180914,512.6277242,520.0038122,525.0937257
MESSAGE-buildings,LED,max,MEA,Scrap Release|Residential|Buildings|Copper,Mt/yr,0.044318577,0.050625997,0.064682388,0.08082551,0.098999509,0.119101511,0.140992415,0.164478924,0.176555439,0.18800095,0.198647069,0.208352802,0.217011171,0.224545926,0.230914048,0.236109334,0.240161649,0.243130763
MESSAGE-buildings,LED,max,MEA,Scrap Release|Residential|Buildings|Glass,Mt/yr,0.954924735,1.090611164,1.393141492,1.740493861,2.131448721,2.563777624,3.034476149,3.539377932,3.798659692,4.044323264,4.272758897,4.480946554,4.666597756,4.828084185,4.964491006,5.075693587,5.162341198,5.225724504
MESSAGE-buildings,LED,max,MEA,Scrap Release|Residential|Buildings|Steel,Mt/yr,9.703197247,10.94005768,13.79313801,17.01048673,20.56927139,24.4391689,28.58494964,32.96335518,34.99478639,36.87350858,38.5748454,40.07976319,41.37576206,42.45580388,43.31843098,43.96823313,44.41556603,44.67536319
MESSAGE-buildings,LED,max,MEA,Scrap Release|Residential|Buildings|Wood,Mt/yr,4.21617249,4.806629063,6.128923474,7.643573086,9.344558702,11.22157449,13.26106961,15.44459265,16.55270379,17.59981687,18.57072381,19.45279897,20.236592,20.91549151,21.48593481,21.94772761,22.30396501,22.56045611
MESSAGE-buildings,LED,ref,NAM,Scrap Release|Residential|Buildings|Aluminum,Mt/yr,0.243492379,0.266399835,0.288731526,0.313824403,0.341357338,0.370751495,0.401248725,0.431943819,0.469178308,0.506097123,0.541827892,0.575436344,0.605927806,0.632313031,0.653750968,0.669740718,0.680301828,0.686071976
MESSAGE-buildings,LED,ref,NAM,Scrap Release|Residential|Buildings|Cement,Mt/yr,8.196790166,8.96973283,9.722835162,10.5684995,11.49604609,12.48617092,13.51356747,14.54798591,15.803243,17.04865511,18.25494537,19.39064027,20.42210865,21.31579042,22.04304088,22.58664972,22.94697245,23.14526844
MESSAGE-buildings,LED,ref,NAM,Scrap Release|Residential|Buildings|Concrete,Mt/yr,52.54352671,57.49828737,62.32586642,67.74679164,73.69260316,80.03955721,86.62543249,93.25631993,101.3028397,109.2862507,117.0188806,124.2989761,130.9109529,136.6396822,141.3015441,144.7862162,147.0959772,148.3671054
MESSAGE-buildings,LED,ref,NAM,Scrap Release|Residential|Buildings|Copper,Mt/yr,0.046621524,0.051238239,0.055685987,0.06061255,0.065973173,0.071680312,0.077616407,0.083636682,0.090998808,0.098400707,0.105686895,0.112675577,0.119157454,0.124909955,0.129729476,0.133475463,0.136112873,0.137737258
MESSAGE-buildings,LED,ref,NAM,Scrap Release|Residential|Buildings|Glass,Mt/yr,0.26375908,0.286127232,0.308494538,0.334381764,0.363263617,0.3942661,0.426275208,0.458007642,0.495871865,0.53233124,0.566318313,0.596851914,0.623054483,0.644206137,0.659847285,0.669908861,0.674823416,0.675563219
MESSAGE-buildings,LED,ref,NAM,Scrap Release|Residential|Buildings|Steel,Mt/yr,3.333698898,3.625155133,3.914374837,4.246193292,4.614605325,5.009446969,5.417684313,5.824179411,6.311577103,6.785017111,7.231445379,7.638350415,7.993926187,8.28781711,8.512600943,8.665712509,8.751148792,8.780192426
MESSAGE-buildings,LED,ref,NAM,Scrap Release|Residential|Buildings|Wood,Mt/yr,3.431402303,3.757098762,4.073949328,4.429090183,4.818204384,5.233424932,5.664411722,6.098763916,6.626390826,7.150818193,7.659896131,8.140422191,8.57814407,8.958707566,9.269729669,9.503594989,9.660095565,9.747887011
MESSAGE-buildings,LED,min,NAM,Scrap Release|Residential|Buildings|Aluminum,Mt/yr,0.133853884,0.145175109,0.156503615,0.169624979,0.184270424,0.199993353,0.216224798,0.232309754,0.251494718,0.26995358,0.287143107,0.302565752,0.315778641,0.326420799,0.334264581,0.339280799,0.341694062,0.342001266
MESSAGE-buildings,LED,min,NAM,Scrap Release|Residential|Buildings|Cement,Mt/yr,7.012852818,7.660693573,8.294986849,9.011382837,9.799768036,10.64226769,11.51561968,12.3922776,13.45263866,14.49872824,15.50482429,16.44416914,17.28908923,18.01280707,18.59329953,19.01844765,19.29081917,19.43015178
MESSAGE-buildings,LED,min,NAM,Scrap Release|Residential|Buildings|Concrete,Mt/yr,44.95418473,49.10701008,53.17299262,57.7652746,62.81902587,68.2196647,73.81807486,79.4376769,86.23486321,92.94056565,99.38989932,105.4113406,110.827495,115.466712,119.1878175,121.913126,123.6590972,124.552255
MESSAGE-buildings,LED,min,NAM,Scrap Release|Residential|Buildings|Copper,Mt/yr,0.036309866,0.039772706,0.043137757,0.046904427,0.051028229,0.055427577,0.059995022,0.064601379,0.070201132,0.075774172,0.081192755,0.086316971,0.090994663,0.095071577,0.098413647,0.100937107,0.102636993,0.103603002
MESSAGE-buildings,LED,min,NAM,Scrap Release|Residential|Buildings|Glass,Mt/yr,0.242900674,0.263132843,0.283457706,0.307103506,0.333559861,0.361984827,0.39130856,0.420303808,0.454803079,0.487849084,0.518440403,0.54567809,0.568783986,0.587147918,0.600414396,0.608590877,0.612137447,0.611991733
MESSAGE-buildings,LED,min,NAM,Scrap Release|Residential|Buildings|Steel,Mt/yr,3.812785097,4.156294699,4.494657135,4.879541453,5.304817103,5.759886171,6.23105866,6.702279695,7.269987007,7.826149358,8.356345829,8.846138595,9.281193957,9.648206063,9.93680924,10.14210117,10.26694311,10.32306884
MESSAGE-buildings,LED,min,NAM,Scrap Release|Residential|Buildings|Wood,Mt/yr,3.375240526,3.692210944,4.001344848,4.348876548,4.730313449,5.137574467,5.560082348,5.985218959,6.50078228,7.011722965,7.505919975,7.97042979,8.39151087,8.755532161,9.050940025,9.270901033,9.415781682,9.494486702
MESSAGE-buildings,LED,max,NAM,Scrap Release|Residential|Buildings|Aluminum,Mt/yr,0.179292366,0.196311325,0.212867785,0.231424678,0.251756526,0.273452392,0.295972143,0.318667971,0.346237901,0.373641161,0.400242972,0.425353485,0.448227915,0.468116081,0.484370749,0.496593786,0.504774128,0.509363902
MESSAGE-buildings,LED,max,NAM,Scrap Release|Residential|Buildings|Cement,Mt/yr,16.84599767,18.41910527,19.95536874,21.6852038,23.58554147,25.61514919,27.72016915,29.83652105,32.40073055,34.9379973,37.38737852,39.68438485,41.7611596,43.55095034,44.99773644,46.06913643,46.76847771,47.14122947
MESSAGE-buildings,LED,max,NAM,Scrap Release|Residential|Buildings|Concrete,Mt/yr,107.9871646,118.0711876,127.9190304,139.0077167,151.1893684,164.1996743,177.693392,191.2597503,207.6969907,223.9615211,239.6626828,254.3870824,267.699741,279.1727586,288.4470284,295.3149771,299.797934,302.1873684
MESSAGE-buildings,LED,max,NAM,Scrap Release|Residential|Buildings|Copper,Mt/yr,0.057026652,0.062792082,0.068320699,0.074409405,0.08101204,0.088033471,0.095344067,0.102781386,0.111906089,0.121130869,0.130271465,0.139104014,0.147362834,0.154758663,0.161020615,0.165953855,0.169495615,0.171749154
MESSAGE-buildings,LED,max,NAM,Scrap Release|Residential|Buildings|Glass,Mt/yr,1.188537126,1.307800665,1.42235735,1.548781537,1.686045999,1.832077304,1.984066158,2.138515841,2.327784023,2.518747628,2.707521347,2.889450825,3.059072191,3.210485868,3.338211903,3.43836351,3.509783552,3.554727516
MESSAGE-buildings,LED,max,NAM,Scrap Release|Residential|Buildings|Steel,Mt/yr,7.932855046,8.571000724,9.217932007,9.978211155,10.83352923,11.75410594,12.7022948,13.63521629,14.73909222,15.7856794,16.74114038,17.57640194,18.26789842,18.79895392,19.16213234,19.36205514,19.41755142,19.36184568
MESSAGE-buildings,LED,max,NAM,Scrap Release|Residential|Buildings|Wood,Mt/yr,4.73236273,5.192085897,5.636924422,6.132290325,6.672994871,7.249253101,7.848066653,8.453638202,9.191951561,9.930434308,10.65285809,11.34088191,11.97398819,12.53086443,12.99248662,13.34631082,13.59027684,13.73510838
