MODEL,SCENARIO,YEAR,IMPORTER,MESSAGETEC,LEVEL,UNITS,COMMODITY,PULL DATE
NP_SSP2_6.2,base_scenario,2110,R12_MEA,meth_imp,1.8,GWa,Ethanol (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2030,R12_NAM,eth_imp,0.0,GWa,Ethanol (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2035,R12_NAM,eth_imp,0.0,GWa,Ethanol (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2040,R12_NAM,eth_imp,0.0,GWa,Ethanol (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2045,R12_NAM,eth_imp,0.0,GWa,Ethanol (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2050,R12_NAM,eth_imp,0.0,GWa,Ethanol (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2055,R12_NAM,eth_imp,0.0,GWa,Ethanol (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2060,R12_NAM,eth_imp,0.0,GWa,Ethanol (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2070,R12_NAM,eth_imp,0.0,GWa,Ethanol (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2080,R12_NAM,eth_imp,0.0,GWa,Ethanol (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2090,R12_NAM,eth_imp,0.0,GWa,Ethanol (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2100,R12_NAM,eth_imp,0.0,GWa,Ethanol (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2110,R12_NAM,eth_imp,0.0,GWa,Ethanol (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2020,R12_NAM,meth_imp,2.4,GWa,Ethanol (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2025,R12_NAM,meth_imp,1.6,GWa,Ethanol (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2030,R12_NAM,meth_imp,3.2,GWa,Ethanol (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2035,R12_NAM,meth_imp,3.1,GWa,Ethanol (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2040,R12_NAM,meth_imp,3.1,GWa,Ethanol (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2045,R12_NAM,meth_imp,3.2,GWa,Ethanol (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2050,R12_NAM,meth_imp,3.2,GWa,Ethanol (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2055,R12_NAM,meth_imp,2.3,GWa,Ethanol (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2060,R12_NAM,meth_imp,2.3,GWa,Ethanol (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2070,R12_NAM,meth_imp,2.5,GWa,Ethanol (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2080,R12_NAM,meth_imp,3.1,GWa,Ethanol (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2090,R12_NAM,meth_imp,0.0,GWa,Ethanol (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2100,R12_NAM,meth_imp,0.1,GWa,Ethanol (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2110,R12_NAM,meth_imp,3.9,GWa,Ethanol (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2030,R12_PAO,eth_imp,0.0,GWa,Ethanol (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2035,R12_PAO,eth_imp,0.0,GWa,Ethanol (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2040,R12_PAO,eth_imp,0.0,GWa,Ethanol (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2045,R12_PAO,eth_imp,0.0,GWa,Ethanol (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2050,R12_PAO,eth_imp,0.0,GWa,Ethanol (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2055,R12_PAO,eth_imp,0.0,GWa,Ethanol (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2060,R12_PAO,eth_imp,0.0,GWa,Ethanol (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2070,R12_PAO,eth_imp,0.0,GWa,Ethanol (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2080,R12_PAO,eth_imp,0.0,GWa,Ethanol (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2090,R12_PAO,eth_imp,0.0,GWa,Ethanol (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2100,R12_PAO,eth_imp,0.0,GWa,Ethanol (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2110,R12_PAO,eth_imp,0.0,GWa,Ethanol (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2020,R12_PAO,meth_imp,0.0,GWa,Ethanol (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2025,R12_PAO,meth_imp,0.0,GWa,Ethanol (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2030,R12_PAO,meth_imp,0.0,GWa,Ethanol (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2035,R12_PAO,meth_imp,0.0,GWa,Ethanol (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2040,R12_PAO,meth_imp,0.0,GWa,Ethanol (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2045,R12_PAO,meth_imp,0.7,GWa,Ethanol (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2050,R12_PAO,meth_imp,0.7,GWa,Ethanol (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2055,R12_PAO,meth_imp,0.7,GWa,Ethanol (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2060,R12_PAO,meth_imp,0.7,GWa,Ethanol (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2070,R12_PAO,meth_imp,0.7,GWa,Ethanol (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2080,R12_PAO,meth_imp,0.8,GWa,Ethanol (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2090,R12_PAO,meth_imp,0.8,GWa,Ethanol (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2100,R12_PAO,meth_imp,0.8,GWa,Ethanol (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2110,R12_PAO,meth_imp,0.8,GWa,Ethanol (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2030,R12_PAS,eth_imp,0.0,GWa,Ethanol (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2035,R12_PAS,eth_imp,0.0,GWa,Ethanol (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2040,R12_PAS,eth_imp,0.0,GWa,Ethanol (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2045,R12_PAS,eth_imp,0.0,GWa,Ethanol (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2050,R12_PAS,eth_imp,0.0,GWa,Ethanol (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2055,R12_PAS,eth_imp,0.0,GWa,Ethanol (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2060,R12_PAS,eth_imp,0.0,GWa,Ethanol (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2070,R12_PAS,eth_imp,0.0,GWa,Ethanol (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2080,R12_PAS,eth_imp,0.0,GWa,Ethanol (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2090,R12_PAS,eth_imp,0.0,GWa,Ethanol (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2100,R12_PAS,eth_imp,0.0,GWa,Ethanol (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2110,R12_PAS,eth_imp,0.0,GWa,Ethanol (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2020,R12_PAS,meth_imp,8.4,GWa,Ethanol (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2025,R12_PAS,meth_imp,4.0,GWa,Ethanol (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2030,R12_PAS,meth_imp,3.5,GWa,Ethanol (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2035,R12_PAS,meth_imp,2.3,GWa,Ethanol (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2040,R12_PAS,meth_imp,0.0,GWa,Ethanol (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2045,R12_PAS,meth_imp,0.0,GWa,Ethanol (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2050,R12_PAS,meth_imp,0.0,GWa,Ethanol (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2055,R12_PAS,meth_imp,0.0,GWa,Ethanol (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2060,R12_PAS,meth_imp,0.0,GWa,Ethanol (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2070,R12_PAS,meth_imp,0.0,GWa,Ethanol (GWa),2025-10-13
