exporter,importer,export_technology,import_technology,"INCLUDE? (No=0, Yes=1)"
R12_CHN,R12_AFR,crudeoil_piped_exp_afr,crudeoil_piped_imp,0
R12_CHN,R12_RCPA,crudeoil_piped_exp_rcpa,crudeoil_piped_imp,0
R12_CHN,R12_EEU,crudeoil_piped_exp_eeu,crudeoil_piped_imp,0
R12_CHN,R12_FSU,crudeoil_piped_exp_fsu,crudeoil_piped_imp,1
R12_CHN,R12_LAM,crudeoil_piped_exp_lam,crudeoil_piped_imp,0
R12_CHN,R12_MEA,crudeoil_piped_exp_mea,crudeoil_piped_imp,0
R12_CHN,R12_NAM,crudeoil_piped_exp_nam,crudeoil_piped_imp,0
R12_CHN,R12_PAO,crudeoil_piped_exp_pao,crudeoil_piped_imp,0
R12_CHN,R12_PAS,crudeoil_piped_exp_pas,crudeoil_piped_imp,0
R12_CHN,R12_SAS,crudeoil_piped_exp_sas,crudeoil_piped_imp,0
R12_CHN,R12_WEU,crudeoil_piped_exp_weu,crudeoil_piped_imp,0
R12_EEU,R12_AFR,crudeoil_piped_exp_afr,crudeoil_piped_imp,0
R12_EEU,R12_RCPA,crudeoil_piped_exp_rcpa,crudeoil_piped_imp,0
R12_EEU,R12_CHN,crudeoil_piped_exp_chn,crudeoil_piped_imp,0
R12_EEU,R12_FSU,crudeoil_piped_exp_fsu,crudeoil_piped_imp,1
R12_EEU,R12_LAM,crudeoil_piped_exp_lam,crudeoil_piped_imp,0
R12_EEU,R12_MEA,crudeoil_piped_exp_mea,crudeoil_piped_imp,0
R12_EEU,R12_NAM,crudeoil_piped_exp_nam,crudeoil_piped_imp,0
R12_EEU,R12_PAO,crudeoil_piped_exp_pao,crudeoil_piped_imp,0
R12_EEU,R12_PAS,crudeoil_piped_exp_pas,crudeoil_piped_imp,0
R12_EEU,R12_SAS,crudeoil_piped_exp_sas,crudeoil_piped_imp,0
R12_EEU,R12_WEU,crudeoil_piped_exp_weu,crudeoil_piped_imp,1
R12_FSU,R12_AFR,crudeoil_piped_exp_afr,crudeoil_piped_imp,0
R12_FSU,R12_RCPA,crudeoil_piped_exp_rcpa,crudeoil_piped_imp,1
R12_FSU,R12_CHN,crudeoil_piped_exp_chn,crudeoil_piped_imp,1
R12_FSU,R12_EEU,crudeoil_piped_exp_eeu,crudeoil_piped_imp,1
R12_FSU,R12_LAM,crudeoil_piped_exp_lam,crudeoil_piped_imp,0
R12_FSU,R12_MEA,crudeoil_piped_exp_mea,crudeoil_piped_imp,1
R12_FSU,R12_NAM,crudeoil_piped_exp_nam,crudeoil_piped_imp,0
R12_FSU,R12_PAO,crudeoil_piped_exp_pao,crudeoil_piped_imp,1
R12_FSU,R12_PAS,crudeoil_piped_exp_pas,crudeoil_piped_imp,1
R12_FSU,R12_SAS,crudeoil_piped_exp_sas,crudeoil_piped_imp,1
R12_FSU,R12_WEU,crudeoil_piped_exp_weu,crudeoil_piped_imp,1
R12_LAM,R12_AFR,crudeoil_piped_exp_afr,crudeoil_piped_imp,0
R12_LAM,R12_RCPA,crudeoil_piped_exp_rcpa,crudeoil_piped_imp,0
R12_LAM,R12_CHN,crudeoil_piped_exp_chn,crudeoil_piped_imp,0
R12_LAM,R12_EEU,crudeoil_piped_exp_eeu,crudeoil_piped_imp,0
R12_LAM,R12_FSU,crudeoil_piped_exp_fsu,crudeoil_piped_imp,0
R12_LAM,R12_MEA,crudeoil_piped_exp_mea,crudeoil_piped_imp,0
R12_LAM,R12_NAM,crudeoil_piped_exp_nam,crudeoil_piped_imp,1
R12_LAM,R12_PAO,crudeoil_piped_exp_pao,crudeoil_piped_imp,0
R12_LAM,R12_PAS,crudeoil_piped_exp_pas,crudeoil_piped_imp,0
R12_LAM,R12_SAS,crudeoil_piped_exp_sas,crudeoil_piped_imp,0
R12_LAM,R12_WEU,crudeoil_piped_exp_weu,crudeoil_piped_imp,0
R12_MEA,R12_AFR,crudeoil_piped_exp_afr,crudeoil_piped_imp,1
R12_MEA,R12_RCPA,crudeoil_piped_exp_rcpa,crudeoil_piped_imp,0
R12_MEA,R12_CHN,crudeoil_piped_exp_chn,crudeoil_piped_imp,0
R12_MEA,R12_EEU,crudeoil_piped_exp_eeu,crudeoil_piped_imp,1
R12_MEA,R12_FSU,crudeoil_piped_exp_fsu,crudeoil_piped_imp,1
R12_MEA,R12_LAM,crudeoil_piped_exp_lam,crudeoil_piped_imp,0
R12_MEA,R12_NAM,crudeoil_piped_exp_nam,crudeoil_piped_imp,0
R12_MEA,R12_PAO,crudeoil_piped_exp_pao,crudeoil_piped_imp,0
R12_MEA,R12_PAS,crudeoil_piped_exp_pas,crudeoil_piped_imp,0
R12_MEA,R12_SAS,crudeoil_piped_exp_sas,crudeoil_piped_imp,1
R12_MEA,R12_WEU,crudeoil_piped_exp_weu,crudeoil_piped_imp,1
R12_NAM,R12_AFR,crudeoil_piped_exp_afr,crudeoil_piped_imp,0
R12_NAM,R12_RCPA,crudeoil_piped_exp_rcpa,crudeoil_piped_imp,0
R12_NAM,R12_CHN,crudeoil_piped_exp_chn,crudeoil_piped_imp,0
R12_NAM,R12_EEU,crudeoil_piped_exp_eeu,crudeoil_piped_imp,0
R12_NAM,R12_FSU,crudeoil_piped_exp_fsu,crudeoil_piped_imp,0
R12_NAM,R12_LAM,crudeoil_piped_exp_lam,crudeoil_piped_imp,1
R12_NAM,R12_MEA,crudeoil_piped_exp_mea,crudeoil_piped_imp,0
R12_NAM,R12_PAO,crudeoil_piped_exp_pao,crudeoil_piped_imp,0
R12_NAM,R12_PAS,crudeoil_piped_exp_pas,crudeoil_piped_imp,0
R12_NAM,R12_SAS,crudeoil_piped_exp_sas,crudeoil_piped_imp,0
R12_NAM,R12_WEU,crudeoil_piped_exp_weu,crudeoil_piped_imp,0
R12_PAO,R12_AFR,crudeoil_piped_exp_afr,crudeoil_piped_imp,0
R12_PAO,R12_RCPA,crudeoil_piped_exp_rcpa,crudeoil_piped_imp,0
R12_PAO,R12_CHN,crudeoil_piped_exp_chn,crudeoil_piped_imp,0
R12_PAO,R12_EEU,crudeoil_piped_exp_eeu,crudeoil_piped_imp,0
R12_PAO,R12_FSU,crudeoil_piped_exp_fsu,crudeoil_piped_imp,1
R12_PAO,R12_LAM,crudeoil_piped_exp_lam,crudeoil_piped_imp,0
R12_PAO,R12_MEA,crudeoil_piped_exp_mea,crudeoil_piped_imp,0
R12_PAO,R12_NAM,crudeoil_piped_exp_nam,crudeoil_piped_imp,0
R12_PAO,R12_PAS,crudeoil_piped_exp_pas,crudeoil_piped_imp,0
R12_PAO,R12_SAS,crudeoil_piped_exp_sas,crudeoil_piped_imp,0
R12_PAO,R12_WEU,crudeoil_piped_exp_weu,crudeoil_piped_imp,0
R12_PAS,R12_AFR,crudeoil_piped_exp_afr,crudeoil_piped_imp,0
R12_PAS,R12_RCPA,crudeoil_piped_exp_rcpa,crudeoil_piped_imp,1
R12_PAS,R12_CHN,crudeoil_piped_exp_chn,crudeoil_piped_imp,1
R12_PAS,R12_EEU,crudeoil_piped_exp_eeu,crudeoil_piped_imp,0
R12_PAS,R12_FSU,crudeoil_piped_exp_fsu,crudeoil_piped_imp,1
R12_PAS,R12_LAM,crudeoil_piped_exp_lam,crudeoil_piped_imp,0
R12_PAS,R12_MEA,crudeoil_piped_exp_mea,crudeoil_piped_imp,0
R12_PAS,R12_NAM,crudeoil_piped_exp_nam,crudeoil_piped_imp,0
R12_PAS,R12_PAO,crudeoil_piped_exp_pao,crudeoil_piped_imp,1
R12_PAS,R12_SAS,crudeoil_piped_exp_sas,crudeoil_piped_imp,0
R12_PAS,R12_WEU,crudeoil_piped_exp_weu,crudeoil_piped_imp,0
R12_SAS,R12_AFR,crudeoil_piped_exp_afr,crudeoil_piped_imp,0
R12_SAS,R12_RCPA,crudeoil_piped_exp_rcpa,crudeoil_piped_imp,0
R12_SAS,R12_CHN,crudeoil_piped_exp_chn,crudeoil_piped_imp,0
R12_SAS,R12_EEU,crudeoil_piped_exp_eeu,crudeoil_piped_imp,0
R12_SAS,R12_FSU,crudeoil_piped_exp_fsu,crudeoil_piped_imp,1
R12_SAS,R12_LAM,crudeoil_piped_exp_lam,crudeoil_piped_imp,0
R12_SAS,R12_MEA,crudeoil_piped_exp_mea,crudeoil_piped_imp,1
R12_SAS,R12_NAM,crudeoil_piped_exp_nam,crudeoil_piped_imp,0
R12_SAS,R12_PAO,crudeoil_piped_exp_pao,crudeoil_piped_imp,0
R12_SAS,R12_PAS,crudeoil_piped_exp_pas,crudeoil_piped_imp,1
R12_SAS,R12_WEU,crudeoil_piped_exp_weu,crudeoil_piped_imp,0
R12_WEU,R12_AFR,crudeoil_piped_exp_afr,crudeoil_piped_imp,1
R12_WEU,R12_RCPA,crudeoil_piped_exp_rcpa,crudeoil_piped_imp,0
R12_WEU,R12_CHN,crudeoil_piped_exp_chn,crudeoil_piped_imp,0
R12_WEU,R12_EEU,crudeoil_piped_exp_eeu,crudeoil_piped_imp,1
R12_WEU,R12_FSU,crudeoil_piped_exp_fsu,crudeoil_piped_imp,1
R12_WEU,R12_LAM,crudeoil_piped_exp_lam,crudeoil_piped_imp,0
R12_WEU,R12_MEA,crudeoil_piped_exp_mea,crudeoil_piped_imp,1
R12_WEU,R12_NAM,crudeoil_piped_exp_nam,crudeoil_piped_imp,0
R12_WEU,R12_PAO,crudeoil_piped_exp_pao,crudeoil_piped_imp,0
R12_WEU,R12_PAS,crudeoil_piped_exp_pas,crudeoil_piped_imp,0
R12_WEU,R12_SAS,crudeoil_piped_exp_sas,crudeoil_piped_imp,0
