BCU,tec,urb_rur,year,scenario,unit,value
1,mg_pv_hybrid,urban,2020,improved_access,GWh,0.0
1,mg_wind_hybrid,rural,2020,improved_access,GWh,0.0
1,mg_wind_hybrid,urban,2020,improved_access,GWh,0.0
1,mg_hydro,rural,2020,improved_access,GWh,0.0
1,mg_hydro,urban,2020,improved_access,GWh,0.0
1,unelectrified,rural,2020,improved_access,GWh,22.84
1,unelectrified,urban,2020,improved_access,GWh,0.0
2,grid_existing,rural,2020,improved_access,GWh,22.64
2,grid_existing,urban,2020,improved_access,GWh,198.01
2,grid_new,rural,2020,improved_access,GWh,0.0
2,grid_new,urban,2020,improved_access,GWh,0.0
2,sa_pv,rural,2020,improved_access,GWh,0.0
2,sa_pv,urban,2020,improved_access,GWh,0.0
2,mg_pv_hybrid,rural,2020,improved_access,GWh,0.0
2,mg_pv_hybrid,urban,2020,improved_access,GWh,0.0
2,mg_wind_hybrid,rural,2020,improved_access,GWh,0.0
2,mg_wind_hybrid,urban,2020,improved_access,GWh,0.0
2,mg_hydro,rural,2020,improved_access,GWh,0.0
2,mg_hydro,urban,2020,improved_access,GWh,0.0
2,unelectrified,rural,2020,improved_access,GWh,149.79
2,unelectrified,urban,2020,improved_access,GWh,0.0
3,grid_existing,rural,2020,improved_access,GWh,1.74
3,grid_existing,urban,2020,improved_access,GWh,10.48
3,grid_new,rural,2020,improved_access,GWh,0.0
3,grid_new,urban,2020,improved_access,GWh,0.0
3,sa_pv,rural,2020,improved_access,GWh,0.0
3,sa_pv,urban,2020,improved_access,GWh,0.0
3,mg_pv_hybrid,rural,2020,improved_access,GWh,0.0
3,mg_pv_hybrid,urban,2020,improved_access,GWh,0.0
3,mg_wind_hybrid,rural,2020,improved_access,GWh,0.0
3,mg_wind_hybrid,urban,2020,improved_access,GWh,0.0
3,mg_hydro,rural,2020,improved_access,GWh,0.0
3,mg_hydro,urban,2020,improved_access,GWh,0.0
3,unelectrified,rural,2020,improved_access,GWh,4.91
3,unelectrified,urban,2020,improved_access,GWh,0.0
4,grid_existing,rural,2020,improved_access,GWh,41.15
4,grid_existing,urban,2020,improved_access,GWh,42.21
4,grid_new,rural,2020,improved_access,GWh,0.0
4,grid_new,urban,2020,improved_access,GWh,0.0
4,sa_pv,rural,2020,improved_access,GWh,0.0
4,sa_pv,urban,2020,improved_access,GWh,0.0
4,mg_pv_hybrid,rural,2020,improved_access,GWh,0.0
4,mg_pv_hybrid,urban,2020,improved_access,GWh,0.0
4,mg_wind_hybrid,rural,2020,improved_access,GWh,0.0
4,mg_wind_hybrid,urban,2020,improved_access,GWh,0.0
4,mg_hydro,rural,2020,improved_access,GWh,0.0
4,mg_hydro,urban,2020,improved_access,GWh,0.0
4,unelectrified,rural,2020,improved_access,GWh,234.54
4,unelectrified,urban,2020,improved_access,GWh,0.0
5,grid_existing,rural,2020,improved_access,GWh,75.4
5,grid_existing,urban,2020,improved_access,GWh,754.84
5,grid_new,rural,2020,improved_access,GWh,0.0
5,grid_new,urban,2020,improved_access,GWh,0.0
5,sa_pv,rural,2020,improved_access,GWh,0.0
5,sa_pv,urban,2020,improved_access,GWh,0.0
5,mg_pv_hybrid,rural,2020,improved_access,GWh,0.0
5,mg_pv_hybrid,urban,2020,improved_access,GWh,0.0
5,mg_wind_hybrid,rural,2020,improved_access,GWh,0.0
5,mg_wind_hybrid,urban,2020,improved_access,GWh,0.0
5,mg_hydro,rural,2020,improved_access,GWh,0.0
5,mg_hydro,urban,2020,improved_access,GWh,0.0
5,unelectrified,rural,2020,improved_access,GWh,1171.03
5,unelectrified,urban,2020,improved_access,GWh,0.0
6,grid_existing,rural,2020,improved_access,GWh,7.59
6,grid_existing,urban,2020,improved_access,GWh,0.0
6,grid_new,rural,2020,improved_access,GWh,0.0
6,grid_new,urban,2020,improved_access,GWh,0.0
6,sa_pv,rural,2020,improved_access,GWh,0.0
6,sa_pv,urban,2020,improved_access,GWh,0.0
6,mg_pv_hybrid,rural,2020,improved_access,GWh,0.0
6,mg_pv_hybrid,urban,2020,improved_access,GWh,0.0
6,mg_wind_hybrid,rural,2020,improved_access,GWh,0.0
6,mg_wind_hybrid,urban,2020,improved_access,GWh,0.0
6,mg_hydro,rural,2020,improved_access,GWh,0.0
6,mg_hydro,urban,2020,improved_access,GWh,0.0
6,unelectrified,rural,2020,improved_access,GWh,60.97
6,unelectrified,urban,2020,improved_access,GWh,0.0
7,grid_existing,rural,2020,improved_access,GWh,22.3
7,grid_existing,urban,2020,improved_access,GWh,98.9
7,grid_new,rural,2020,improved_access,GWh,0.0
7,grid_new,urban,2020,improved_access,GWh,0.0
7,sa_pv,rural,2020,improved_access,GWh,0.0
7,sa_pv,urban,2020,improved_access,GWh,0.0
7,mg_pv_hybrid,rural,2020,improved_access,GWh,0.0
7,mg_pv_hybrid,urban,2020,improved_access,GWh,0.0
7,mg_wind_hybrid,rural,2020,improved_access,GWh,0.0
7,mg_wind_hybrid,urban,2020,improved_access,GWh,0.0
7,mg_hydro,rural,2020,improved_access,GWh,0.0
7,mg_hydro,urban,2020,improved_access,GWh,0.0
7,unelectrified,rural,2020,improved_access,GWh,229.81
7,unelectrified,urban,2020,improved_access,GWh,0.0
8,grid_existing,rural,2020,improved_access,GWh,68.6
8,grid_existing,urban,2020,improved_access,GWh,194.79
8,grid_new,rural,2020,improved_access,GWh,0.0
8,grid_new,urban,2020,improved_access,GWh,0.0
8,sa_pv,rural,2020,improved_access,GWh,0.0
8,sa_pv,urban,2020,improved_access,GWh,0.0
8,mg_pv_hybrid,rural,2020,improved_access,GWh,0.0
8,mg_pv_hybrid,urban,2020,improved_access,GWh,0.0
8,mg_wind_hybrid,rural,2020,improved_access,GWh,0.0
8,mg_wind_hybrid,urban,2020,improved_access,GWh,0.0
8,mg_hydro,rural,2020,improved_access,GWh,0.0
8,mg_hydro,urban,2020,improved_access,GWh,0.0
8,unelectrified,rural,2020,improved_access,GWh,126.62
8,unelectrified,urban,2020,improved_access,GWh,0.0
9,grid_existing,rural,2020,improved_access,GWh,48.39
9,grid_existing,urban,2020,improved_access,GWh,97.64
9,grid_new,rural,2020,improved_access,GWh,0.0
9,grid_new,urban,2020,improved_access,GWh,0.0
9,sa_pv,rural,2020,improved_access,GWh,0.0
9,sa_pv,urban,2020,improved_access,GWh,0.0
9,mg_pv_hybrid,rural,2020,improved_access,GWh,0.0
9,mg_pv_hybrid,urban,2020,improved_access,GWh,0.0
9,mg_wind_hybrid,rural,2020,improved_access,GWh,0.0
9,mg_wind_hybrid,urban,2020,improved_access,GWh,0.0
9,mg_hydro,rural,2020,improved_access,GWh,0.0
9,mg_hydro,urban,2020,improved_access,GWh,0.0
9,unelectrified,rural,2020,improved_access,GWh,158.25
9,unelectrified,urban,2020,improved_access,GWh,0.0
10,grid_existing,rural,2020,improved_access,GWh,2.17
10,grid_existing,urban,2020,improved_access,GWh,0.0
10,grid_new,rural,2020,improved_access,GWh,0.0
10,grid_new,urban,2020,improved_access,GWh,0.0
10,sa_pv,rural,2020,improved_access,GWh,0.0
10,sa_pv,urban,2020,improved_access,GWh,0.0
10,mg_pv_hybrid,rural,2020,improved_access,GWh,0.0
10,mg_pv_hybrid,urban,2020,improved_access,GWh,0.0
10,mg_wind_hybrid,rural,2020,improved_access,GWh,0.0
10,mg_wind_hybrid,urban,2020,improved_access,GWh,0.0
10,mg_hydro,rural,2020,improved_access,GWh,0.0
10,mg_hydro,urban,2020,improved_access,GWh,0.0
10,unelectrified,rural,2020,improved_access,GWh,7.04
10,unelectrified,urban,2020,improved_access,GWh,0.0
11,grid_existing,rural,2020,improved_access,GWh,56.14
11,grid_existing,urban,2020,improved_access,GWh,1292.61
11,grid_new,rural,2020,improved_access,GWh,0.0
11,grid_new,urban,2020,improved_access,GWh,0.0
11,sa_pv,rural,2020,improved_access,GWh,0.0
11,sa_pv,urban,2020,improved_access,GWh,0.0
11,mg_pv_hybrid,rural,2020,improved_access,GWh,0.0
11,mg_pv_hybrid,urban,2020,improved_access,GWh,0.0
11,mg_wind_hybrid,rural,2020,improved_access,GWh,0.0
11,mg_wind_hybrid,urban,2020,improved_access,GWh,0.0
11,mg_hydro,rural,2020,improved_access,GWh,0.0
11,mg_hydro,urban,2020,improved_access,GWh,0.0
11,unelectrified,rural,2020,improved_access,GWh,241.01
11,unelectrified,urban,2020,improved_access,GWh,0.0
12,grid_existing,rural,2020,improved_access,GWh,0.01
12,grid_existing,urban,2020,improved_access,GWh,5.42
12,grid_new,rural,2020,improved_access,GWh,0.0
12,grid_new,urban,2020,improved_access,GWh,0.0
12,sa_pv,rural,2020,improved_access,GWh,0.0
12,sa_pv,urban,2020,improved_access,GWh,0.0
12,mg_pv_hybrid,rural,2020,improved_access,GWh,0.0
12,mg_pv_hybrid,urban,2020,improved_access,GWh,0.0
12,mg_wind_hybrid,rural,2020,improved_access,GWh,0.0
12,mg_wind_hybrid,urban,2020,improved_access,GWh,0.0
12,mg_hydro,rural,2020,improved_access,GWh,0.0
12,mg_hydro,urban,2020,improved_access,GWh,0.0
12,unelectrified,rural,2020,improved_access,GWh,4.17
12,unelectrified,urban,2020,improved_access,GWh,0.0
13,grid_existing,rural,2020,improved_access,GWh,14.74
13,grid_existing,urban,2020,improved_access,GWh,65.98
13,grid_new,rural,2020,improved_access,GWh,0.0
13,grid_new,urban,2020,improved_access,GWh,0.0
13,sa_pv,rural,2020,improved_access,GWh,0.0
13,sa_pv,urban,2020,improved_access,GWh,0.0
13,mg_pv_hybrid,rural,2020,improved_access,GWh,0.0
13,mg_pv_hybrid,urban,2020,improved_access,GWh,0.0
13,mg_wind_hybrid,rural,2020,improved_access,GWh,0.0
13,mg_wind_hybrid,urban,2020,improved_access,GWh,0.0
13,mg_hydro,rural,2020,improved_access,GWh,0.0
13,mg_hydro,urban,2020,improved_access,GWh,0.0
13,unelectrified,rural,2020,improved_access,GWh,39.9
13,unelectrified,urban,2020,improved_access,GWh,0.0
14,grid_existing,rural,2020,improved_access,GWh,0.0
14,grid_existing,urban,2020,improved_access,GWh,5.44
14,grid_new,rural,2020,improved_access,GWh,0.0
14,grid_new,urban,2020,improved_access,GWh,0.0
14,sa_pv,rural,2020,improved_access,GWh,0.0
14,sa_pv,urban,2020,improved_access,GWh,0.0
14,mg_pv_hybrid,rural,2020,improved_access,GWh,0.0
14,mg_pv_hybrid,urban,2020,improved_access,GWh,0.0
14,mg_wind_hybrid,rural,2020,improved_access,GWh,0.0
14,mg_wind_hybrid,urban,2020,improved_access,GWh,0.0
14,mg_hydro,rural,2020,improved_access,GWh,0.0
14,mg_hydro,urban,2020,improved_access,GWh,0.0
14,unelectrified,rural,2020,improved_access,GWh,19.55
14,unelectrified,urban,2020,improved_access,GWh,0.0
15,grid_existing,rural,2020,improved_access,GWh,144.36
15,grid_existing,urban,2020,improved_access,GWh,218.42
15,grid_new,rural,2020,improved_access,GWh,0.0
15,grid_new,urban,2020,improved_access,GWh,0.0
15,sa_pv,rural,2020,improved_access,GWh,0.0
15,sa_pv,urban,2020,improved_access,GWh,0.0
15,mg_pv_hybrid,rural,2020,improved_access,GWh,0.0
15,mg_pv_hybrid,urban,2020,improved_access,GWh,0.0
15,mg_wind_hybrid,rural,2020,improved_access,GWh,0.0
15,mg_wind_hybrid,urban,2020,improved_access,GWh,0.0
15,mg_hydro,rural,2020,improved_access,GWh,0.0
15,mg_hydro,urban,2020,improved_access,GWh,0.0
15,unelectrified,rural,2020,improved_access,GWh,3269.3
15,unelectrified,urban,2020,improved_access,GWh,0.0
16,grid_existing,rural,2020,improved_access,GWh,70.66
16,grid_existing,urban,2020,improved_access,GWh,112.27
16,grid_new,rural,2020,improved_access,GWh,0.0
16,grid_new,urban,2020,improved_access,GWh,0.0
16,sa_pv,rural,2020,improved_access,GWh,0.0
16,sa_pv,urban,2020,improved_access,GWh,0.0
16,mg_pv_hybrid,rural,2020,improved_access,GWh,0.0
16,mg_pv_hybrid,urban,2020,improved_access,GWh,0.0
16,mg_wind_hybrid,rural,2020,improved_access,GWh,0.0
16,mg_wind_hybrid,urban,2020,improved_access,GWh,0.0
16,mg_hydro,rural,2020,improved_access,GWh,0.0
16,mg_hydro,urban,2020,improved_access,GWh,0.0
16,unelectrified,rural,2020,improved_access,GWh,2816.71
16,unelectrified,urban,2020,improved_access,GWh,2.55
17,grid_existing,rural,2020,improved_access,GWh,21.83
17,grid_existing,urban,2020,improved_access,GWh,83.82
17,grid_new,rural,2020,improved_access,GWh,0.0
17,grid_new,urban,2020,improved_access,GWh,0.0
17,sa_pv,rural,2020,improved_access,GWh,0.0
17,sa_pv,urban,2020,improved_access,GWh,0.0
17,mg_pv_hybrid,rural,2020,improved_access,GWh,0.0
17,mg_pv_hybrid,urban,2020,improved_access,GWh,0.0
17,mg_wind_hybrid,rural,2020,improved_access,GWh,0.0
17,mg_wind_hybrid,urban,2020,improved_access,GWh,0.0
17,mg_hydro,rural,2020,improved_access,GWh,0.0
17,mg_hydro,urban,2020,improved_access,GWh,0.0
17,unelectrified,rural,2020,improved_access,GWh,154.2
17,unelectrified,urban,2020,improved_access,GWh,2.81
18,grid_existing,rural,2020,improved_access,GWh,2.13
18,grid_existing,urban,2020,improved_access,GWh,26.23
18,grid_new,rural,2020,improved_access,GWh,0.0
18,grid_new,urban,2020,improved_access,GWh,0.0
18,sa_pv,rural,2020,improved_access,GWh,0.0
18,sa_pv,urban,2020,improved_access,GWh,0.0
18,mg_pv_hybrid,rural,2020,improved_access,GWh,0.0
18,mg_pv_hybrid,urban,2020,improved_access,GWh,0.0
18,mg_wind_hybrid,rural,2020,improved_access,GWh,0.0
18,mg_wind_hybrid,urban,2020,improved_access,GWh,0.0
18,mg_hydro,rural,2020,improved_access,GWh,0.0
18,mg_hydro,urban,2020,improved_access,GWh,0.0
18,unelectrified,rural,2020,improved_access,GWh,26.83
18,unelectrified,urban,2020,improved_access,GWh,0.0
19,grid_existing,rural,2020,improved_access,GWh,0.45
19,grid_existing,urban,2020,improved_access,GWh,0.0
19,grid_new,rural,2020,improved_access,GWh,0.0
19,grid_new,urban,2020,improved_access,GWh,0.0
19,sa_pv,rural,2020,improved_access,GWh,0.0
19,sa_pv,urban,2020,improved_access,GWh,0.0
19,mg_pv_hybrid,rural,2020,improved_access,GWh,0.0
19,mg_pv_hybrid,urban,2020,improved_access,GWh,0.0
19,mg_wind_hybrid,rural,2020,improved_access,GWh,0.0
19,mg_wind_hybrid,urban,2020,improved_access,GWh,0.0
19,mg_hydro,rural,2020,improved_access,GWh,0.0
19,mg_hydro,urban,2020,improved_access,GWh,0.0
19,unelectrified,rural,2020,improved_access,GWh,10.91
19,unelectrified,urban,2020,improved_access,GWh,0.0
20,grid_existing,rural,2020,improved_access,GWh,13.87
20,grid_existing,urban,2020,improved_access,GWh,91.8
20,grid_new,rural,2020,improved_access,GWh,0.0
20,grid_new,urban,2020,improved_access,GWh,0.0
20,sa_pv,rural,2020,improved_access,GWh,0.0
20,sa_pv,urban,2020,improved_access,GWh,0.0
20,mg_pv_hybrid,rural,2020,improved_access,GWh,0.0
20,mg_pv_hybrid,urban,2020,improved_access,GWh,0.0
20,mg_wind_hybrid,rural,2020,improved_access,GWh,0.0
20,mg_wind_hybrid,urban,2020,improved_access,GWh,0.0
20,mg_hydro,rural,2020,improved_access,GWh,0.0
20,mg_hydro,urban,2020,improved_access,GWh,0.0
20,unelectrified,rural,2020,improved_access,GWh,154.3
20,unelectrified,urban,2020,improved_access,GWh,0.0
21,grid_existing,rural,2020,improved_access,GWh,0.0
21,grid_existing,urban,2020,improved_access,GWh,0.0
21,grid_new,rural,2020,improved_access,GWh,0.0
21,grid_new,urban,2020,improved_access,GWh,0.0
21,sa_pv,rural,2020,improved_access,GWh,0.0
21,sa_pv,urban,2020,improved_access,GWh,0.0
21,mg_pv_hybrid,rural,2020,improved_access,GWh,0.0
21,mg_pv_hybrid,urban,2020,improved_access,GWh,0.0
21,mg_wind_hybrid,rural,2020,improved_access,GWh,0.0
21,mg_wind_hybrid,urban,2020,improved_access,GWh,0.0
21,mg_hydro,rural,2020,improved_access,GWh,0.0
21,mg_hydro,urban,2020,improved_access,GWh,0.0
21,unelectrified,rural,2020,improved_access,GWh,5.97
21,unelectrified,urban,2020,improved_access,GWh,0.0
22,grid_existing,rural,2020,improved_access,GWh,50.82
22,grid_existing,urban,2020,improved_access,GWh,117.41
22,grid_new,rural,2020,improved_access,GWh,0.0
22,grid_new,urban,2020,improved_access,GWh,0.0
22,sa_pv,rural,2020,improved_access,GWh,0.0
22,sa_pv,urban,2020,improved_access,GWh,0.0
22,mg_pv_hybrid,rural,2020,improved_access,GWh,0.0
22,mg_pv_hybrid,urban,2020,improved_access,GWh,0.0
22,mg_wind_hybrid,rural,2020,improved_access,GWh,0.0
22,mg_wind_hybrid,urban,2020,improved_access,GWh,0.0
22,mg_hydro,rural,2020,improved_access,GWh,0.0
22,mg_hydro,urban,2020,improved_access,GWh,0.0
22,unelectrified,rural,2020,improved_access,GWh,210.6
22,unelectrified,urban,2020,improved_access,GWh,0.0
23,grid_existing,rural,2020,improved_access,GWh,27.99
23,grid_existing,urban,2020,improved_access,GWh,130.02
23,grid_new,rural,2020,improved_access,GWh,0.0
23,grid_new,urban,2020,improved_access,GWh,0.0
23,sa_pv,rural,2020,improved_access,GWh,0.0
23,sa_pv,urban,2020,improved_access,GWh,0.0
23,mg_pv_hybrid,rural,2020,improved_access,GWh,0.0
23,mg_pv_hybrid,urban,2020,improved_access,GWh,0.0
23,mg_wind_hybrid,rural,2020,improved_access,GWh,0.0
23,mg_wind_hybrid,urban,2020,improved_access,GWh,0.0
23,mg_hydro,rural,2020,improved_access,GWh,0.0
23,mg_hydro,urban,2020,improved_access,GWh,0.0
23,unelectrified,rural,2020,improved_access,GWh,102.44
23,unelectrified,urban,2020,improved_access,GWh,0.0
24,grid_existing,rural,2020,improved_access,GWh,1.24
24,grid_existing,urban,2020,improved_access,GWh,0.0
24,grid_new,rural,2020,improved_access,GWh,0.0
24,grid_new,urban,2020,improved_access,GWh,0.0
24,sa_pv,rural,2020,improved_access,GWh,0.0
24,sa_pv,urban,2020,improved_access,GWh,0.0
24,mg_pv_hybrid,rural,2020,improved_access,GWh,0.0
24,mg_pv_hybrid,urban,2020,improved_access,GWh,0.0
24,mg_wind_hybrid,rural,2020,improved_access,GWh,0.0
24,mg_wind_hybrid,urban,2020,improved_access,GWh,0.0
24,mg_hydro,rural,2020,improved_access,GWh,0.0
24,mg_hydro,urban,2020,improved_access,GWh,0.0
24,unelectrified,rural,2020,improved_access,GWh,2.02
24,unelectrified,urban,2020,improved_access,GWh,0.0
1,grid_existing,rural,2030,improved_access,GWh,2.31
1,grid_existing,urban,2030,improved_access,GWh,16.48
1,grid_new,rural,2030,improved_access,GWh,41.18
1,grid_new,urban,2030,improved_access,GWh,0.0
1,sa_pv,rural,2030,improved_access,GWh,0.02
1,sa_pv,urban,2030,improved_access,GWh,0.0
1,mg_pv_hybrid,rural,2030,improved_access,GWh,3.1
1,mg_pv_hybrid,urban,2030,improved_access,GWh,0.0
1,mg_wind_hybrid,rural,2030,improved_access,GWh,0.0
1,mg_wind_hybrid,urban,2030,improved_access,GWh,0.0
1,mg_hydro,rural,2030,improved_access,GWh,0.0
1,mg_hydro,urban,2030,improved_access,GWh,0.0
1,unelectrified,rural,2030,improved_access,GWh,17.16
1,unelectrified,urban,2030,improved_access,GWh,0.0
2,grid_existing,rural,2030,improved_access,GWh,0.0
2,grid_existing,urban,2030,improved_access,GWh,892.7
2,grid_new,rural,2030,improved_access,GWh,422.03
2,grid_new,urban,2030,improved_access,GWh,0.0
2,sa_pv,rural,2030,improved_access,GWh,1.05
2,sa_pv,urban,2030,improved_access,GWh,0.0
2,mg_pv_hybrid,rural,2030,improved_access,GWh,130.67
2,mg_pv_hybrid,urban,2030,improved_access,GWh,0.0
2,mg_wind_hybrid,rural,2030,improved_access,GWh,0.0
2,mg_wind_hybrid,urban,2030,improved_access,GWh,0.0
2,mg_hydro,rural,2030,improved_access,GWh,0.64
2,mg_hydro,urban,2030,improved_access,GWh,0.0
2,unelectrified,rural,2030,improved_access,GWh,234.55
2,unelectrified,urban,2030,improved_access,GWh,0.0
3,grid_existing,rural,2030,improved_access,GWh,0.0
3,grid_existing,urban,2030,improved_access,GWh,54.15
3,grid_new,rural,2030,improved_access,GWh,13.88
3,grid_new,urban,2030,improved_access,GWh,0.0
3,sa_pv,rural,2030,improved_access,GWh,0.21
3,sa_pv,urban,2030,improved_access,GWh,0.0
3,mg_pv_hybrid,rural,2030,improved_access,GWh,61.41
3,mg_pv_hybrid,urban,2030,improved_access,GWh,0.0
3,mg_wind_hybrid,rural,2030,improved_access,GWh,0.0
3,mg_wind_hybrid,urban,2030,improved_access,GWh,0.0
3,mg_hydro,rural,2030,improved_access,GWh,0.13
3,mg_hydro,urban,2030,improved_access,GWh,0.0
3,unelectrified,rural,2030,improved_access,GWh,48.06
3,unelectrified,urban,2030,improved_access,GWh,0.0
4,grid_existing,rural,2030,improved_access,GWh,5.52
4,grid_existing,urban,2030,improved_access,GWh,285.71
4,grid_new,rural,2030,improved_access,GWh,449.26
4,grid_new,urban,2030,improved_access,GWh,0.0
4,sa_pv,rural,2030,improved_access,GWh,1.18
4,sa_pv,urban,2030,improved_access,GWh,0.0
4,mg_pv_hybrid,rural,2030,improved_access,GWh,251.48
4,mg_pv_hybrid,urban,2030,improved_access,GWh,0.0
4,mg_wind_hybrid,rural,2030,improved_access,GWh,0.0
4,mg_wind_hybrid,urban,2030,improved_access,GWh,0.0
4,mg_hydro,rural,2030,improved_access,GWh,1.67
4,mg_hydro,urban,2030,improved_access,GWh,0.0
4,unelectrified,rural,2030,improved_access,GWh,411.39
4,unelectrified,urban,2030,improved_access,GWh,11.16
5,grid_existing,rural,2030,improved_access,GWh,6.16
5,grid_existing,urban,2030,improved_access,GWh,3145.51
5,grid_new,rural,2030,improved_access,GWh,406.74
5,grid_new,urban,2030,improved_access,GWh,0.0
5,sa_pv,rural,2030,improved_access,GWh,0.57
5,sa_pv,urban,2030,improved_access,GWh,0.0
5,mg_pv_hybrid,rural,2030,improved_access,GWh,100.4
5,mg_pv_hybrid,urban,2030,improved_access,GWh,0.0
5,mg_wind_hybrid,rural,2030,improved_access,GWh,0.0
5,mg_wind_hybrid,urban,2030,improved_access,GWh,0.0
5,mg_hydro,rural,2030,improved_access,GWh,0.89
5,mg_hydro,urban,2030,improved_access,GWh,0.0
5,unelectrified,rural,2030,improved_access,GWh,1693.24
5,unelectrified,urban,2030,improved_access,GWh,0.0
6,grid_existing,rural,2030,improved_access,GWh,0.0
6,grid_existing,urban,2030,improved_access,GWh,41.77
6,grid_new,rural,2030,improved_access,GWh,140.39
6,grid_new,urban,2030,improved_access,GWh,62.51
6,sa_pv,rural,2030,improved_access,GWh,2.3
6,sa_pv,urban,2030,improved_access,GWh,0.0
6,mg_pv_hybrid,rural,2030,improved_access,GWh,78.0
6,mg_pv_hybrid,urban,2030,improved_access,GWh,0.0
6,mg_wind_hybrid,rural,2030,improved_access,GWh,0.01
6,mg_wind_hybrid,urban,2030,improved_access,GWh,0.0
6,mg_hydro,rural,2030,improved_access,GWh,0.0
6,mg_hydro,urban,2030,improved_access,GWh,0.0
6,unelectrified,rural,2030,improved_access,GWh,38.33
6,unelectrified,urban,2030,improved_access,GWh,7.76
7,grid_existing,rural,2030,improved_access,GWh,3.81
7,grid_existing,urban,2030,improved_access,GWh,639.33
7,grid_new,rural,2030,improved_access,GWh,497.98
7,grid_new,urban,2030,improved_access,GWh,9.66
7,sa_pv,rural,2030,improved_access,GWh,6.51
7,sa_pv,urban,2030,improved_access,GWh,0.0
7,mg_pv_hybrid,rural,2030,improved_access,GWh,292.04
7,mg_pv_hybrid,urban,2030,improved_access,GWh,0.0
7,mg_wind_hybrid,rural,2030,improved_access,GWh,0.06
7,mg_wind_hybrid,urban,2030,improved_access,GWh,0.0
7,mg_hydro,rural,2030,improved_access,GWh,2.16
7,mg_hydro,urban,2030,improved_access,GWh,0.0
7,unelectrified,rural,2030,improved_access,GWh,184.77
7,unelectrified,urban,2030,improved_access,GWh,6.7
8,grid_existing,rural,2030,improved_access,GWh,17.37
8,grid_existing,urban,2030,improved_access,GWh,1336.72
8,grid_new,rural,2030,improved_access,GWh,358.9
8,grid_new,urban,2030,improved_access,GWh,121.88
8,sa_pv,rural,2030,improved_access,GWh,2.41
8,sa_pv,urban,2030,improved_access,GWh,0.0
8,mg_pv_hybrid,rural,2030,improved_access,GWh,157.15
8,mg_pv_hybrid,urban,2030,improved_access,GWh,4.61
8,mg_wind_hybrid,rural,2030,improved_access,GWh,0.0
8,mg_wind_hybrid,urban,2030,improved_access,GWh,0.0
8,mg_hydro,rural,2030,improved_access,GWh,6.31
8,mg_hydro,urban,2030,improved_access,GWh,0.0
8,unelectrified,rural,2030,improved_access,GWh,138.22
8,unelectrified,urban,2030,improved_access,GWh,50.65
9,grid_existing,rural,2030,improved_access,GWh,14.85
9,grid_existing,urban,2030,improved_access,GWh,399.34
9,grid_new,rural,2030,improved_access,GWh,285.27
9,grid_new,urban,2030,improved_access,GWh,0.0
9,sa_pv,rural,2030,improved_access,GWh,0.13
9,sa_pv,urban,2030,improved_access,GWh,0.0
9,mg_pv_hybrid,rural,2030,improved_access,GWh,17.4
9,mg_pv_hybrid,urban,2030,improved_access,GWh,0.0
9,mg_wind_hybrid,rural,2030,improved_access,GWh,0.0
9,mg_wind_hybrid,urban,2030,improved_access,GWh,0.0
9,mg_hydro,rural,2030,improved_access,GWh,0.0
9,mg_hydro,urban,2030,improved_access,GWh,0.0
9,unelectrified,rural,2030,improved_access,GWh,89.27
9,unelectrified,urban,2030,improved_access,GWh,0.0
10,grid_existing,rural,2030,improved_access,GWh,2.67
10,grid_existing,urban,2030,improved_access,GWh,28.72
10,grid_new,rural,2030,improved_access,GWh,0.0
10,grid_new,urban,2030,improved_access,GWh,0.0
10,sa_pv,rural,2030,improved_access,GWh,0.33
10,sa_pv,urban,2030,improved_access,GWh,0.0
10,mg_pv_hybrid,rural,2030,improved_access,GWh,34.37
10,mg_pv_hybrid,urban,2030,improved_access,GWh,0.0
10,mg_wind_hybrid,rural,2030,improved_access,GWh,0.0
10,mg_wind_hybrid,urban,2030,improved_access,GWh,0.0
10,mg_hydro,rural,2030,improved_access,GWh,3.88
10,mg_hydro,urban,2030,improved_access,GWh,0.0
10,unelectrified,rural,2030,improved_access,GWh,35.07
10,unelectrified,urban,2030,improved_access,GWh,0.0
11,grid_existing,rural,2030,improved_access,GWh,11.88
11,grid_existing,urban,2030,improved_access,GWh,5358.38
11,grid_new,rural,2030,improved_access,GWh,432.55
11,grid_new,urban,2030,improved_access,GWh,0.0
11,sa_pv,rural,2030,improved_access,GWh,0.07
11,sa_pv,urban,2030,improved_access,GWh,0.0
11,mg_pv_hybrid,rural,2030,improved_access,GWh,11.8
11,mg_pv_hybrid,urban,2030,improved_access,GWh,0.0
11,mg_wind_hybrid,rural,2030,improved_access,GWh,0.0
11,mg_wind_hybrid,urban,2030,improved_access,GWh,0.0
11,mg_hydro,rural,2030,improved_access,GWh,0.0
11,mg_hydro,urban,2030,improved_access,GWh,0.0
11,unelectrified,rural,2030,improved_access,GWh,101.55
11,unelectrified,urban,2030,improved_access,GWh,0.0
12,grid_existing,rural,2030,improved_access,GWh,0.0
12,grid_existing,urban,2030,improved_access,GWh,80.95
12,grid_new,rural,2030,improved_access,GWh,28.85
12,grid_new,urban,2030,improved_access,GWh,0.0
12,sa_pv,rural,2030,improved_access,GWh,0.02
12,sa_pv,urban,2030,improved_access,GWh,0.0
12,mg_pv_hybrid,rural,2030,improved_access,GWh,1.18
12,mg_pv_hybrid,urban,2030,improved_access,GWh,0.0
