SSP,RCP,year,iso3,variable,pop,share_acc,pop_no_acc,pop_acc,unit
SSP1,rcp26,2030,COG,Improved sanitation services,7142475,0.72797489,1963737,5199542,people
SSP1,rcp26,2030,COG,Improved water services,7142475,0.922155821,576805,6586475,people
SSP1,rcp26,2030,COL,Improved sanitation services,54988325,0.989460236,698355,54408761,people
SSP1,rcp26,2030,COL,Improved water services,54988325,0.976922935,1387760,53719356,people
SSP1,rcp26,2030,CRI,Improved sanitation services,5448186,0.98940481,65160,5390461,people
SSP1,rcp26,2030,CRI,Improved water services,5448186,0.999524969,10023,5445598,people
SSP1,rcp26,2030,DOM,Improved sanitation services,12206657,0.983263659,227624,12002362,people
SSP1,rcp26,2030,DOM,Improved water services,12206657,0.995892487,73468,12156518,people
SSP1,rcp26,2030,DZA,Improved sanitation services,50997727,0.98827878,712895,50399971,people
SSP1,rcp26,2030,DZA,Improved water services,50997727,0.997493138,242984,50869883,people
SSP1,rcp26,2030,EGY,Improved sanitation services,128330903,0.967730517,4353150,124189731,people
SSP1,rcp26,2030,EGY,Improved water services,128330903,1.001577218,9572,128533309,people
SSP1,rcp26,2030,ETH,Improved sanitation services,149166935,0.316532779,102295285,47216224,people
SSP1,rcp26,2030,ETH,Improved water services,149166935,0.765948362,35257339,114254170,people
SSP1,rcp26,2030,GAB,Improved sanitation services,2836631,0.801790766,569443,2274385,people
SSP1,rcp26,2030,GAB,Improved water services,2836631,0.972962734,83891,2759936,people
SSP1,rcp26,2030,GEO,Improved sanitation services,3447039,0.971436192,104320,3348578,people
SSP1,rcp26,2030,GEO,Improved water services,3447039,0.987929311,47468,3405431,people
SSP1,rcp26,2030,GHA,Improved sanitation services,39512965,0.860474114,5615136,33999884,people
SSP1,rcp26,2030,GHA,Improved water services,39512965,0.981413821,836450,38778570,people
SSP1,rcp26,2030,GIN,Improved sanitation services,16545772,0.712168688,4790137,11783381,people
SSP1,rcp26,2030,GIN,Improved water services,16545772,0.884804531,1933744,14639774,people
SSP1,rcp26,2030,GMB,Improved sanitation services,3246592,0.801272775,653554,2601406,people
SSP1,rcp26,2030,GMB,Improved water services,3246592,0.983847333,60809,3194151,people
SSP1,rcp26,2030,GTM,Improved sanitation services,20206598,0.879739486,2464298,17776542,people
SSP1,rcp26,2030,GTM,Improved water services,20206598,0.991761834,200708,20040133,people
SSP1,rcp26,2030,HND,Improved sanitation services,11780823,0.923827222,917863,10883445,people
SSP1,rcp26,2030,HND,Improved water services,11780823,0.990926272,127381,11673927,people
SSP1,rcp26,2030,HTI,Improved sanitation services,12856648,0.781971387,2852877,10053531,people
SSP1,rcp26,2030,HTI,Improved water services,12856648,0.909818549,1209191,11697217,people
SSP1,rcp26,2030,IDN,Improved sanitation services,292856033,0.967967297,9843686,283475063,people
SSP1,rcp26,2030,IDN,Improved water services,292856033,0.981595175,5852679,287466069,people
SSP1,rcp26,2030,IND,Improved sanitation services,1513041895,0.866418423,205533574,1310927372,people
SSP1,rcp26,2030,IND,Improved water services,1513041895,0.981733961,31056333,1485404613,people
SSP1,rcp26,2030,IRQ,Improved sanitation services,53380390,0.99393742,448790,53056767,people
SSP1,rcp26,2030,IRQ,Improved water services,53380390,1.002192086,8152,53497404,people
SSP1,rcp26,2030,JAM,Improved sanitation services,2851176,0.996356277,14262,2840787,people
SSP1,rcp26,2030,JAM,Improved water services,2851176,0.990117071,32051,2822998,people
SSP1,rcp26,2030,JOR,Improved sanitation services,13275328,1.001028579,5577,13288983,people
SSP1,rcp26,2030,JOR,Improved water services,13275328,1.000467166,13030,13281530,people
SSP1,rcp26,2030,KAZ,Improved sanitation services,20965033,1.000844599,14610,20982740,people
SSP1,rcp26,2030,KAZ,Improved water services,20864268,1.001818566,28077,20902211,people
SSP1,rcp26,2030,KEN,Improved sanitation services,64141419,0.730971633,17369348,46885558,people
SSP1,rcp26,2030,KEN,Improved water services,64141419,0.853684292,9498384,54756522,people
SSP1,rcp26,2030,KHM,Improved sanitation services,18376257,0.80855377,3560179,14858192,people
SSP1,rcp26,2030,KHM,Improved water services,18376257,0.877193407,2298840,16119531,people
SSP1,rcp26,2030,LAO,Improved sanitation services,8326187,0.902546782,824968,7514773,people
SSP1,rcp26,2030,LAO,Improved water services,8326187,0.944302254,477304,7862437,people
SSP1,rcp26,2030,LSO,Improved sanitation services,2507439,0.8663807,341622,2172397,people
SSP1,rcp26,2030,LSO,Improved water services,2507439,0.933257445,173933,2340086,people
SSP1,rcp26,2030,MDA,Improved sanitation services,3108881,0.883753278,368483,2747484,people
SSP1,rcp26,2030,MDA,Improved water services,3108881,0.926719832,234906,2881062,people
SSP1,rcp26,2030,MEX,Improved sanitation services,136053509,0.995678163,850603,135465508,people
SSP1,rcp26,2030,MEX,Improved water services,136053509,0.998560952,458389,135857722,people
SSP1,rcp26,2030,MKD,Improved sanitation services,2084387,0.987534629,29053,2058404,people
SSP1,rcp26,2030,MKD,Improved water services,2084387,0.997244339,8814,2078643,people
SSP1,rcp26,2030,MLI,Improved sanitation services,28859690,0.7819563,6359809,22567016,people
SSP1,rcp26,2030,MLI,Improved water services,28859690,0.868015921,3876155,25050670,people
SSP1,rcp26,2030,MNG,Improved sanitation services,3804045,0.964003455,142920,3667113,people
SSP1,rcp26,2030,MNG,Improved water services,3804045,0.943883892,219456,3590577,people
SSP1,rcp26,2030,MOZ,Improved sanitation services,40554903,0.671455855,13422622,27230827,people
SSP1,rcp26,2030,MOZ,Improved water services,40554903,0.863334098,5641018,35012431,people
SSP1,rcp26,2030,MRT,Improved sanitation services,5725740,0.68047382,1842536,3896216,people
SSP1,rcp26,2030,MRT,Improved water services,5725740,0.916474353,491258,5247494,people
SSP1,rcp26,2030,MWI,Improved sanitation services,25317936,0.485081971,13104081,12281274,people
SSP1,rcp26,2030,MWI,Improved water services,25317936,0.913183494,2265434,23119921,people
SSP1,rcp26,2030,NAM,Improved sanitation services,2966406,0.720732368,838609,2137985,people
SSP1,rcp26,2030,NAM,Improved water services,2966406,0.942972841,179354,2797240,people
SSP1,rcp26,2030,NER,Improved sanitation services,34955249,0.380310605,21716315,13293852,people
SSP1,rcp26,2030,NER,Improved water services,34955249,0.75690153,8552485,26457681,people
SSP1,rcp26,2030,NGA,Improved sanitation services,266710294,0.732077469,71920055,195252597,people
SSP1,rcp26,2030,NGA,Improved water services,266710294,0.871264932,34797325,232375326,people
SSP1,rcp26,2030,NIC,Improved sanitation services,7480852,0.844478881,1175838,6317422,people
SSP1,rcp26,2030,NIC,Improved water services,7480852,0.91270886,665419,6827840,people
SSP1,rcp26,2030,NPL,Improved sanitation services,33084597,0.994216307,267981,32893246,people
SSP1,rcp26,2030,NPL,Improved water services,33084597,0.992496101,324893,32836334,people
SSP1,rcp26,2030,PAK,Improved sanitation services,279210569,0.924609018,21687837,258160610,people
SSP1,rcp26,2030,PAK,Improved water services,279210569,0.981827708,5711774,274136673,people
SSP1,rcp26,2030,PAN,Improved sanitation services,4885147,0.966916809,172790,4723531,people
SSP1,rcp26,2030,PAN,Improved water services,4885147,0.996917288,26234,4870087,people
SSP1,rcp26,2030,PER,Improved sanitation services,36592471,0.93397411,2479597,34176421,people
SSP1,rcp26,2030,PER,Improved water services,36592471,0.970872542,1129393,35526625,people
SSP1,rcp26,2030,PHL,Improved sanitation services,130514301,0.984467686,2234055,128487112,people
SSP1,rcp26,2030,PHL,Improved water services,130514301,0.99363294,1037858,129683309,people
SSP1,rcp26,2030,PRY,Improved sanitation services,7527649,0.95415424,359712,7182538,people
SSP1,rcp26,2030,PRY,Improved water services,7527649,0.992667918,69795,7472456,people
SSP1,rcp26,2030,RWA,Improved sanitation services,16689066,0.938631456,1046693,15664882,people
SSP1,rcp26,2030,RWA,Improved water services,16689066,0.894925253,1776109,14935467,people
SSP1,rcp26,2030,SDN,Improved sanitation services,55327408,0.559985065,24473590,30982522,people
SSP1,rcp26,2030,SDN,Improved water services,57761118,0.891014558,6429487,51465997,people
SSP1,rcp26,2030,SEN,Improved sanitation services,21086591,0.916483013,1794623,19325502,people
SSP1,rcp26,2030,SEN,Improved water services,21086591,0.953532329,1013379,20106746,people
SSP1,rcp26,2030,SLV,Improved sanitation services,6430433,0.990085516,79309,6366679,people
SSP1,rcp26,2030,SLV,Improved water services,6430433,0.989365238,83941,6362047,people
SSP1,rcp26,2030,SUR,Improved sanitation services,667965,0.983131014,13004,656697,people
SSP1,rcp26,2030,SUR,Improved water services,667965,0.991772726,7232,662469,people
SSP1,rcp26,2030,SWZ,Improved sanitation services,1305583,0.936379136,85969,1222521,people
SSP1,rcp26,2030,SWZ,Improved water services,1305583,0.905941692,125708,1182782,people
SSP1,rcp26,2030,TCD,Improved sanitation services,22650368,0.304348364,15796927,6893602,people
SSP1,rcp26,2030,TCD,Improved water services,22650368,0.706488846,6688297,16002232,people
SSP1,rcp26,2030,TGO,Improved sanitation services,10614061,0.679440856,3415222,7211627,people
SSP1,rcp26,2030,TGO,Improved water services,10614061,0.876916624,1319202,9307647,people
SSP1,rcp26,2030,THA,Improved sanitation services,72279996,0.999227393,132964,72224152,people
SSP1,rcp26,2030,THA,Improved water services,72279996,1.000241868,59638,72297478,people
SSP1,rcp26,2030,TKM,Improved sanitation services,7012377,0.996810909,38336,6990014,people
SSP1,rcp26,2030,TKM,Improved water services,7012377,1.002244863,231,7028119,people
SSP1,rcp26,2030,TUN,Improved sanitation services,13195530,0.996570434,64841,13150275,people
SSP1,rcp26,2030,TUN,Improved water services,13195530,0.987675033,182221,13032896,people
SSP1,rcp26,2030,TUR,Improved sanitation services,91216896,0.988401581,1233710,90158924,people
SSP1,rcp26,2030,TUR,Improved water services,91216896,0.997481935,405429,90987206,people
SSP1,rcp26,2030,TZA,Improved sanitation services,83047478,0.787364634,17790025,65388647,people
SSP1,rcp26,2030,TZA,Improved water services,83047478,0.787973295,17739477,65439195,people
SSP1,rcp26,2030,UGA,Improved sanitation services,60722422,0.662223634,20661865,40211823,people
SSP1,rcp26,2030,UGA,Improved water services,60722422,0.850553054,9226046,51647641,people
SSP1,rcp26,2030,UKR,Improved sanitation services,32689613,0.995414626,191279,32539719,people
SSP1,rcp26,2030,UKR,Improved water services,32689613,0.99865685,85292,32645706,people
SSP1,rcp26,2030,URY,Improved sanitation services,3375859,0.991845072,32654,3348329,people
SSP1,rcp26,2030,URY,Improved water services,3375859,0.999287031,7531,3373452,people
SSP1,rcp26,2030,VNM,Improved sanitation services,103905060,0.94544094,5910025,98236098,people
SSP1,rcp26,2030,VNM,Improved water services,103905060,0.973669287,2976957,101169166,people
SSP1,rcp26,2030,YEM,Improved sanitation services,33913311,0.759879616,8224073,25770034,people
SSP1,rcp26,2030,YEM,Improved water services,33913311,0.928138087,2517871,31476236,people
SSP1,rcp26,2030,ZAF,Improved sanitation services,64797515,0.942162568,4048901,61049793,people
SSP1,rcp26,2030,ZAF,Improved water services,64797515,0.991782218,833671,64265023,people
SSP1,rcp26,2030,ZMB,Improved sanitation services,24886577,0.740710654,6537833,18433753,people
SSP1,rcp26,2030,ZMB,Improved water services,24886577,0.856256435,3662294,21309292,people
SSP1,rcp26,2030,ZWE,Improved sanitation services,19036321,0.863343124,2650249,16434877,people
SSP1,rcp26,2030,ZWE,Improved water services,19036321,0.889747059,2147615,16937511,people
SSP1,rcp26,2035,ARM,Improved sanitation services,2636653,0.952263259,129306,2510788,people
SSP1,rcp26,2035,ARM,Improved water services,2636653,1.00125629,129,2639965,people
SSP1,rcp26,2035,AZE,Improved sanitation services,10944065,0.889084771,1253618,9730202,people
SSP1,rcp26,2035,AZE,Improved water services,11006725,0.938097226,701071,10325378,people
SSP1,rcp26,2035,BDI,Improved sanitation services,17048211,0.731095449,4606705,12463869,people
SSP1,rcp26,2035,BDI,Improved water services,17048211,0.929208126,1229238,15841336,people
SSP1,rcp26,2035,BEN,Improved sanitation services,18112972,0.654842742,6282671,11861148,people
SSP1,rcp26,2035,BEN,Improved water services,18112972,0.848616983,2772844,15370976,people
