# Exported using:
#   mix-models --url="ixmp://ixmp-dev/SSP_SSP1_v6.5/SSP1 - Low Emissions" transport export-price
# at 2026-04-07T19:28:01.143829
#
node,type_emission,type_tec,year,lvl,mrg
R12_WEU,TCE,all,2035,23.874635191993907,0.0
R12_WEU,TCE,all,2040,32.00111496722509,0.0
R12_WEU,TCE,all,2045,56.87145993746946,0.0
R12_WEU,TCE,all,2050,286.6994115472846,0.0
R12_WEU,TCE,all,2055,13431.39375424236,0.0
R12_WEU,TCE,all,2060,994.5939086303134,0.0
R12_WEU,TCE,all,2070,586.7812874955271,0.0
R12_WEU,TCE,all,2080,804.8925400764435,0.0
R12_WEU,TCE,all,2090,662.4936285403586,0.0
R12_WEU,TCE,all,2100,777.222047152305,0.0
R12_WEU,TCE,all,2110,834.6102275908969,0.0
R12_FSU,TCE,all,2035,23.874635191993953,0.0
R12_FSU,TCE,all,2040,32.00111496722509,0.0
R12_FSU,TCE,all,2045,56.87145993746946,0.0
R12_FSU,TCE,all,2050,70.35254562690982,0.0
R12_FSU,TCE,all,2055,215.70938549273615,0.0
R12_FSU,TCE,all,2060,500.78316716443123,0.0
R12_FSU,TCE,all,2070,322.12831969990657,0.0
R12_FSU,TCE,all,2080,571.8525450698678,0.0
R12_FSU,TCE,all,2090,283.2237440386422,0.0
R12_FSU,TCE,all,2100,349.3235759372356,0.0
R12_FSU,TCE,all,2110,389.58510562343093,0.0
R12_PAO,TCE,all,2035,23.87463519199389,0.0
R12_PAO,TCE,all,2040,32.00111496722509,0.0
R12_PAO,TCE,all,2045,56.87145993746946,0.0
R12_PAO,TCE,all,2050,592.7504895208199,0.0
R12_PAO,TCE,all,2055,215.70938549273615,0.0
R12_PAO,TCE,all,2060,500.78316716443123,0.0
R12_PAO,TCE,all,2070,322.12831969990657,0.0
R12_PAO,TCE,all,2080,571.0962259015375,0.0
R12_PAO,TCE,all,2090,282.2073143203114,0.0
R12_PAO,TCE,all,2100,347.9575793903185,0.0
R12_PAO,TCE,all,2110,389.5851056234308,0.0
R12_PAS,TCE,all,2035,31.567995869449643,0.0
R12_PAS,TCE,all,2040,37.70276442682179,0.0
R12_PAS,TCE,all,2045,57.14024321333827,0.0
R12_PAS,TCE,all,2050,70.66413911022997,0.0
R12_PAS,TCE,all,2055,215.70938549273615,0.0
R12_PAS,TCE,all,2060,500.78316716443123,0.0
R12_PAS,TCE,all,2070,322.69109219078086,0.0
R12_PAS,TCE,all,2080,571.8525450698676,0.0
R12_PAS,TCE,all,2090,393.7592109608249,0.0
R12_PAS,TCE,all,2100,375.01031923432356,0.0
R12_PAS,TCE,all,2110,391.42089075696026,0.0
R12_CHN,TCE,all,2035,24.074635191993888,0.0
R12_CHN,TCE,all,2040,32.23296978208509,0.0
R12_CHN,TCE,all,2045,56.87145993746946,0.0
R12_CHN,TCE,all,2050,70.35254562690982,0.0
R12_CHN,TCE,all,2055,215.70938549273615,0.0
R12_CHN,TCE,all,2060,4492.830710061616,0.0
R12_CHN,TCE,all,2070,539.9303935721902,0.0
R12_CHN,TCE,all,2080,785.1300410703798,0.0
R12_CHN,TCE,all,2090,865.6317437515081,0.0
R12_CHN,TCE,all,2100,873.1148049803113,0.0
R12_CHN,TCE,all,2110,710.2662085157774,0.0
R12_RCPA,TCE,all,2035,31.75083275873066,0.0
R12_RCPA,TCE,all,2040,34.42431290638738,0.0
R12_RCPA,TCE,all,2045,102.03817912206848,0.0
R12_RCPA,TCE,all,2050,1497.8216676998738,0.0
R12_RCPA,TCE,all,2055,516.4112167054008,0.0
R12_RCPA,TCE,all,2060,501.2019227503621,0.0
R12_RCPA,TCE,all,2070,381.76557244749864,0.0
R12_RCPA,TCE,all,2080,571.8525450698678,0.0
R12_RCPA,TCE,all,2090,531.8782459029042,0.0
R12_RCPA,TCE,all,2100,558.544335266056,0.0
R12_RCPA,TCE,all,2110,503.2742296147667,0.0
