# Exported from ixmp://ixmp-dev/SSP_SSP4_v5.3.1/SSP4 - Low Overshoot#2
#
node,type_emission,type_tec,year,value,mrg
R12_FSU,TCE,all,2080,10.338900733516768,0.0
R12_FSU,TCE,all,2090,12.120845844762638,0.0
R12_FSU,TCE,all,2100,14.155181091588782,0.0
R12_FSU,TCE,all,2110,16.647799879149236,0.0
R12_PAO,TCE,all,2040,4.35956905153243,0.0
R12_PAO,TCE,all,2045,4.73302727347445,0.0
R12_PAO,TCE,all,2050,5.076388126038473,0.0
R12_PAO,TCE,all,2055,5.377826515063701,0.0
R12_PAO,TCE,all,2060,5.639186377173411,0.0
R12_PAO,TCE,all,2070,6.0771880823853115,0.0
R12_PAO,TCE,all,2080,6.362984589953549,0.0
R12_PAO,TCE,all,2090,6.560661902956746,0.0
R12_PAO,TCE,all,2100,6.676112477767165,0.0
R12_PAO,TCE,all,2110,6.805477438056516,0.0
R12_PAS,TCE,all,2040,5.099629578574796,0.0
R12_PAS,TCE,all,2045,5.753324065887796,0.0
R12_PAS,TCE,all,2050,6.396839370981688,0.0
R12_PAS,TCE,all,2055,7.0148216334511035,0.0
R12_PAS,TCE,all,2060,7.645745079614314,0.0
R12_PAS,TCE,all,2070,8.80483107202742,0.0
R12_PAS,TCE,all,2080,10.030163048591852,0.0
R12_PAS,TCE,all,2090,11.376267037564716,0.0
R12_PAS,TCE,all,2100,12.915206671541496,0.0
R12_PAS,TCE,all,2110,14.759073061796318,0.0
R12_CHN,TCE,all,2040,5.010449377409376,0.0
R12_CHN,TCE,all,2045,5.572118287654559,0.0
R12_CHN,TCE,all,2050,6.089281601335499,0.0
R12_CHN,TCE,all,2055,6.479251102833652,0.0
R12_CHN,TCE,all,2060,6.830125665281457,0.0
R12_CHN,TCE,all,2070,7.33673146975561,0.0
R12_CHN,TCE,all,2080,7.454528719539993,0.0
R12_CHN,TCE,all,2090,7.270861913502662,0.0
R12_CHN,TCE,all,2100,6.891186283209953,0.0
R12_CHN,TCE,all,2110,6.531342488540472,0.0
R12_RCPA,TCE,all,2040,6.027591986479606,0.0
R12_RCPA,TCE,all,2045,7.082583486278544,0.0
R12_RCPA,TCE,all,2050,8.170056642914709,0.0
R12_RCPA,TCE,all,2055,9.269214754873044,0.0
R12_RCPA,TCE,all,2060,10.422461572120799,0.0
R12_RCPA,TCE,all,2070,12.856289831223876,0.0
R12_RCPA,TCE,all,2080,15.39613752102699,0.0
R12_RCPA,TCE,all,2090,18.131097837953153,0.0
R12_RCPA,TCE,all,2100,21.289211431670356,0.0
R12_RCPA,TCE,all,2110,25.04826107930808,0.0
