# Exported using:
#   mix-models --url="ixmp://ixmp-dev/SSP_SSP2_v6.5/SSP2 - Low Emissions" transport export-price
# at 2026-04-07T19:33:08.711752
#
node,type_emission,type_tec,year,lvl,mrg
R12_NAM,TCE,all,2040,118.3093870686808,0.0
R12_NAM,TCE,all,2045,178.96386432728616,0.0
R12_NAM,TCE,all,2050,156.5563443318546,0.0
R12_NAM,TCE,all,2055,249.30026265150792,0.0
R12_NAM,TCE,all,2060,351.33416412329206,0.0
R12_NAM,TCE,all,2070,557.6508979554274,0.0
R12_NAM,TCE,all,2080,597.2128565999604,0.0
R12_NAM,TCE,all,2090,656.2273016746739,0.0
R12_NAM,TCE,all,2100,678.0912940281165,0.0
R12_NAM,TCE,all,2110,644.4452830107269,0.0
R12_SAS,TCE,all,2035,71.36954123913078,0.0
R12_SAS,TCE,all,2040,138.2277592568608,0.0
R12_SAS,TCE,all,2045,224.30853917988748,0.0
R12_SAS,TCE,all,2050,225.69010500899475,0.0
R12_SAS,TCE,all,2055,249.8309221925368,0.0
R12_SAS,TCE,all,2060,417.97376140399297,0.0
R12_SAS,TCE,all,2070,760.8381096764655,0.0
R12_SAS,TCE,all,2080,964.027671622367,0.0
R12_SAS,TCE,all,2090,1084.3589254739054,0.0
R12_SAS,TCE,all,2100,1740.103999191822,0.0
R12_SAS,TCE,all,2110,2326.3640771163823,0.0
R12_WEU,TCE,all,2035,287.6514158052839,0.0
R12_WEU,TCE,all,2040,271.36257339335805,0.0
R12_WEU,TCE,all,2045,258.00450553757776,0.0
R12_WEU,TCE,all,2050,419.6670915739226,0.0
R12_WEU,TCE,all,2055,626.1066150566011,0.0
R12_WEU,TCE,all,2060,2391.9047516645705,0.0
R12_WEU,TCE,all,2070,558.7541010289457,0.0
R12_WEU,TCE,all,2080,599.8063903388241,0.0
R12_WEU,TCE,all,2090,779.6384436171959,0.0
R12_WEU,TCE,all,2100,932.626312881825,0.0
R12_WEU,TCE,all,2110,1483.7206832583656,0.0
R12_FSU,TCE,all,2035,71.16954123913064,0.0
R12_FSU,TCE,all,2040,118.3093870686808,0.0
R12_FSU,TCE,all,2045,178.96386432728616,0.0
R12_FSU,TCE,all,2050,156.5563443318546,0.0
R12_FSU,TCE,all,2055,249.30026265150792,0.0
R12_FSU,TCE,all,2060,351.33416412329206,0.0
R12_FSU,TCE,all,2070,557.6508979554274,0.0
R12_FSU,TCE,all,2080,595.4158550412619,0.0
R12_FSU,TCE,all,2090,656.2273016746739,0.0
R12_FSU,TCE,all,2100,678.0912940281171,0.0
R12_FSU,TCE,all,2110,644.4452830107269,0.0
R12_PAO,TCE,all,2035,71.16954123913064,0.0
R12_PAO,TCE,all,2040,118.3093870686808,0.0
R12_PAO,TCE,all,2045,178.96386432728667,0.0
R12_PAO,TCE,all,2050,156.9721299677369,0.0
R12_PAO,TCE,all,2055,508.6297430534355,0.0
R12_PAO,TCE,all,2060,352.01143511147194,0.0
R12_PAO,TCE,all,2070,557.6508979554274,0.0
R12_PAO,TCE,all,2080,595.4158550412619,0.0
R12_PAO,TCE,all,2090,656.2273016746739,0.0
R12_PAO,TCE,all,2100,678.0912940281171,0.0
R12_PAO,TCE,all,2110,644.4452830107269,0.0
R12_PAS,TCE,all,2035,71.16954123913064,0.0
R12_PAS,TCE,all,2040,118.3093870686808,0.0
R12_PAS,TCE,all,2045,178.96386432728616,0.0
R12_PAS,TCE,all,2050,156.5563443318546,0.0
R12_PAS,TCE,all,2055,249.30026265150792,0.0
R12_PAS,TCE,all,2060,351.33416412329206,0.0
R12_PAS,TCE,all,2070,557.6508979554274,0.0
R12_PAS,TCE,all,2080,595.4158550412619,0.0
R12_PAS,TCE,all,2090,656.2273016746735,0.0
R12_PAS,TCE,all,2100,678.0912940281171,0.0
R12_PAS,TCE,all,2110,644.4452830107269,0.0
R12_CHN,TCE,all,2035,71.16954123913064,0.0
R12_CHN,TCE,all,2040,118.3093870686808,0.0
R12_CHN,TCE,all,2045,178.96386432728616,0.0
R12_CHN,TCE,all,2050,156.5563443318546,0.0
R12_CHN,TCE,all,2055,249.30026265150792,0.0
R12_CHN,TCE,all,2060,351.33416412329206,0.0
R12_CHN,TCE,all,2070,1256.6719938689396,0.0
R12_CHN,TCE,all,2080,681.8576121660878,0.0
R12_CHN,TCE,all,2090,832.090471658559,0.0
R12_CHN,TCE,all,2100,1197.0993274910345,0.0
R12_CHN,TCE,all,2110,1854.000470201083,0.0
R12_RCPA,TCE,all,2035,86.05404913960399,0.0
R12_RCPA,TCE,all,2040,141.2604436642539,0.0
R12_RCPA,TCE,all,2045,217.34103674073936,0.0
R12_RCPA,TCE,all,2050,306.72494481145304,0.0
R12_RCPA,TCE,all,2055,588.4447013776846,0.0
R12_RCPA,TCE,all,2060,352.01143511147194,0.0
R12_RCPA,TCE,all,2070,558.7541010289457,0.0
R12_RCPA,TCE,all,2080,597.2128565999604,0.0
R12_RCPA,TCE,all,2090,659.1544278579487,0.0
R12_RCPA,TCE,all,2100,707.5196545267625,0.0
R12_RCPA,TCE,all,2110,1150.2790547291677,0.0
