Region,Year,Scenario,SSP,Tech,WACC
R12_FSU,2020,cf_his_f10,SSP1,solar,0.1019407514531971
R12_FSU,2025,cf_his_f10,SSP1,solar,0.08255813483321228
R12_FSU,2030,cf_his_f10,SSP1,solar,0.06715364843968258
R12_FSU,2035,cf_his_f10,SSP1,solar,0.055439450303057296
R12_FSU,2040,cf_his_f10,SSP1,solar,0.04291123449634576
R12_FSU,2045,cf_his_f10,SSP1,solar,0.03068572275519434
R12_FSU,2050,cf_his_f10,SSP1,solar,0.024918986203174388
R12_FSU,2055,cf_his_f10,SSP1,solar,0.023972569814651453
R12_FSU,2060,cf_his_f10,SSP1,solar,0.023076678090552524
R12_FSU,2065,cf_his_f10,SSP1,solar,0.022150172260379502
R12_FSU,2070,cf_his_f10,SSP1,solar,0.021298706127017314
R12_FSU,2075,cf_his_f10,SSP1,solar,0.020900009319249176
R12_FSU,2080,cf_his_f10,SSP1,solar,0.02051082277533737
R12_FSU,2085,cf_his_f10,SSP1,solar,0.020268287896590888
R12_FSU,2090,cf_his_f10,SSP1,solar,0.02002862689531694
R12_FSU,2095,cf_his_f10,SSP1,solar,0.019765925150826112
R12_FSU,2100,cf_his_f10,SSP1,solar,0.01950670925526549
R12_LAM,2020,cf_his_f10,SSP1,solar,0.09498600444227703
R12_LAM,2025,cf_his_f10,SSP1,solar,0.05427252776714587
R12_LAM,2030,cf_his_f10,SSP1,solar,0.028666434258124176
R12_LAM,2035,cf_his_f10,SSP1,solar,0.015694523823007445
R12_LAM,2040,cf_his_f10,SSP1,solar,0.008709532854412321
R12_LAM,2045,cf_his_f10,SSP1,solar,0.00490264368801319
R12_LAM,2050,cf_his_f10,SSP1,solar,0.0027677056730616707
R12_LAM,2055,cf_his_f10,SSP1,solar,0.0027217765158371278
R12_LAM,2060,cf_his_f10,SSP1,solar,0.0026796350659345092
R12_LAM,2065,cf_his_f10,SSP1,solar,0.002641585856272941
R12_LAM,2070,cf_his_f10,SSP1,solar,0.0026040792624603386
R12_LAM,2075,cf_his_f10,SSP1,solar,0.0025684493335324746
R12_LAM,2080,cf_his_f10,SSP1,solar,0.002533306965800554
R12_LAM,2085,cf_his_f10,SSP1,solar,0.0025001834391957444
R12_LAM,2090,cf_his_f10,SSP1,solar,0.0024674945080917924
R12_LAM,2095,cf_his_f10,SSP1,solar,0.0024368933289561504
R12_LAM,2100,cf_his_f10,SSP1,solar,0.0024066795871435205
R12_MEA,2020,cf_his_f10,SSP1,solar,0.09569228565346527
R12_MEA,2025,cf_his_f10,SSP1,solar,0.06866529780631346
R12_MEA,2030,cf_his_f10,SSP1,solar,0.046917473604250935
R12_MEA,2035,cf_his_f10,SSP1,solar,0.030897817947545876
R12_MEA,2040,cf_his_f10,SSP1,solar,0.02016829142857418
R12_MEA,2045,cf_his_f10,SSP1,solar,0.013989150123887933
R12_MEA,2050,cf_his_f10,SSP1,solar,0.010161789644187767
R12_MEA,2055,cf_his_f10,SSP1,solar,0.009626715341914673
R12_MEA,2060,cf_his_f10,SSP1,solar,0.009074279714100929
R12_MEA,2065,cf_his_f10,SSP1,solar,0.00862205333702122
R12_MEA,2070,cf_his_f10,SSP1,solar,0.008217497966316089
R12_MEA,2075,cf_his_f10,SSP1,solar,0.007982270724582994
R12_MEA,2080,cf_his_f10,SSP1,solar,0.007758172709529694
R12_MEA,2085,cf_his_f10,SSP1,solar,0.007657920747454576
R12_MEA,2090,cf_his_f10,SSP1,solar,0.007558964285585547
R12_MEA,2095,cf_his_f10,SSP1,solar,0.007461602609356394
R12_MEA,2100,cf_his_f10,SSP1,solar,0.007365495105694881
R12_PAS,2020,cf_his_f10,SSP1,solar,0.07858999559813629
R12_PAS,2025,cf_his_f10,SSP1,solar,0.06333852037731412
R12_PAS,2030,cf_his_f10,SSP1,solar,0.03159412153199732
R12_PAS,2035,cf_his_f10,SSP1,solar,0.02431890374595906
R12_PAS,2040,cf_his_f10,SSP1,solar,0.018565480703798005
R12_PAS,2045,cf_his_f10,SSP1,solar,0.014965407080331315
R12_PAS,2050,cf_his_f10,SSP1,solar,0.012663278447234994
R12_PAS,2055,cf_his_f10,SSP1,solar,0.012299968213704859
R12_PAS,2060,cf_his_f10,SSP1,solar,0.012025254809186757
R12_PAS,2065,cf_his_f10,SSP1,solar,0.01187674687655683
R12_PAS,2070,cf_his_f10,SSP1,solar,0.011730605952985121
R12_PAS,2075,cf_his_f10,SSP1,solar,0.011636184940851998
R12_PAS,2080,cf_his_f10,SSP1,solar,0.011542524350866418
R12_PAS,2085,cf_his_f10,SSP1,solar,0.011456710819948238
R12_PAS,2090,cf_his_f10,SSP1,solar,0.011371541656663915
R12_PAS,2095,cf_his_f10,SSP1,solar,0.011285117884427704
R12_PAS,2100,cf_his_f10,SSP1,solar,0.011199353691461791
R12_RCPA,2020,cf_his_f10,SSP1,solar,0.09785508671861687
R12_RCPA,2025,cf_his_f10,SSP1,solar,0.09646790941358718
R12_RCPA,2030,cf_his_f10,SSP1,solar,0.08101940231743303
R12_RCPA,2035,cf_his_f10,SSP1,solar,0.07436248798757161
R12_RCPA,2040,cf_his_f10,SSP1,solar,0.06128164754689228
R12_RCPA,2045,cf_his_f10,SSP1,solar,0.0560649475618184
R12_RCPA,2050,cf_his_f10,SSP1,solar,0.052023679872235315
R12_RCPA,2055,cf_his_f10,SSP1,solar,0.0498885960940219
R12_RCPA,2060,cf_his_f10,SSP1,solar,0.04920112101837111
R12_RCPA,2065,cf_his_f10,SSP1,solar,0.048528852727187925
R12_RCPA,2070,cf_his_f10,SSP1,solar,0.04786577012452595
R12_RCPA,2075,cf_his_f10,SSP1,solar,0.047224841932583146
R12_RCPA,2080,cf_his_f10,SSP1,solar,0.04659250311417551
R12_RCPA,2085,cf_his_f10,SSP1,solar,0.045968041230936195
R12_RCPA,2090,cf_his_f10,SSP1,solar,0.04535195518178368
R12_RCPA,2095,cf_his_f10,SSP1,solar,0.04474408783307002
R12_RCPA,2100,cf_his_f10,SSP1,solar,0.0441443741313316
R12_SAS,2020,cf_his_f10,SSP1,solar,0.09730782822530164
R12_SAS,2025,cf_his_f10,SSP1,solar,0.07011051415989476
R12_SAS,2030,cf_his_f10,SSP1,solar,0.03244565508071373
R12_SAS,2035,cf_his_f10,SSP1,solar,0.01877410923914596
R12_SAS,2040,cf_his_f10,SSP1,solar,0.011484756872131406
R12_SAS,2045,cf_his_f10,SSP1,solar,0.007150166824058644
R12_SAS,2050,cf_his_f10,SSP1,solar,0.0045416819211019374
R12_SAS,2055,cf_his_f10,SSP1,solar,0.0044494241963681305
R12_SAS,2060,cf_his_f10,SSP1,solar,0.004363781914802775
R12_SAS,2065,cf_his_f10,SSP1,solar,0.004298864395073632
R12_SAS,2070,cf_his_f10,SSP1,solar,0.0042349233507902465
R12_SAS,2075,cf_his_f10,SSP1,solar,0.0041745051018719
R12_SAS,2080,cf_his_f10,SSP1,solar,0.004114950589958911
R12_SAS,2085,cf_his_f10,SSP1,solar,0.0040584065130739614
R12_SAS,2090,cf_his_f10,SSP1,solar,0.004002639507887813
R12_SAS,2095,cf_his_f10,SSP1,solar,0.003947772982520718
R12_SAS,2100,cf_his_f10,SSP1,solar,0.003893658705632987
R12_WEU,2020,cf_his_f10,SSP1,solar,0.05897989486579485
R12_WEU,2025,cf_his_f10,SSP1,solar,0.038142054904510836
R12_WEU,2030,cf_his_f10,SSP1,solar,0.024392912382706442
R12_WEU,2035,cf_his_f10,SSP1,solar,0.015321024493271896
R12_WEU,2040,cf_his_f10,SSP1,solar,0.009231566816163456
R12_WEU,2045,cf_his_f10,SSP1,solar,0.00570080669443615
R12_WEU,2050,cf_his_f10,SSP1,solar,0.003652983085637877
R12_WEU,2055,cf_his_f10,SSP1,solar,0.0035330578040049117
R12_WEU,2060,cf_his_f10,SSP1,solar,0.0034969668687458927
R12_WEU,2065,cf_his_f10,SSP1,solar,0.0034698102346250857
R12_WEU,2070,cf_his_f10,SSP1,solar,0.003442936289045676
R12_WEU,2075,cf_his_f10,SSP1,solar,0.00342632978798641
R12_WEU,2080,cf_his_f10,SSP1,solar,0.0034098034164410235
R12_WEU,2085,cf_his_f10,SSP1,solar,0.003385348588005761
R12_WEU,2090,cf_his_f10,SSP1,solar,0.0033611143035337755
R12_WEU,2095,cf_his_f10,SSP1,solar,0.0033399236354995834
R12_WEU,2100,cf_his_f10,SSP1,solar,0.0033188848649477855
R12_AFR,2020,cf_his_f10,SSP2,solar,0.09955627158966499
R12_AFR,2025,cf_his_f10,SSP2,solar,0.06762979241590783
R12_AFR,2030,cf_his_f10,SSP2,solar,0.03344326338201503
R12_AFR,2035,cf_his_f10,SSP2,solar,0.01836565924327879
R12_AFR,2040,cf_his_f10,SSP2,solar,0.010957820010845817
R12_AFR,2045,cf_his_f10,SSP2,solar,0.006629989421983918
R12_AFR,2050,cf_his_f10,SSP2,solar,0.0040045518933041185
R12_AFR,2055,cf_his_f10,SSP2,solar,0.003917578611637304
R12_AFR,2060,cf_his_f10,SSP2,solar,0.003911066498009872
R12_AFR,2065,cf_his_f10,SSP2,solar,0.003761466867064355
R12_AFR,2070,cf_his_f10,SSP2,solar,0.003629215510398642
R12_AFR,2075,cf_his_f10,SSP2,solar,0.0036161306367904337
R12_AFR,2080,cf_his_f10,SSP2,solar,0.003603200031941691
R12_AFR,2085,cf_his_f10,SSP2,solar,0.0035963626093655347
R12_AFR,2090,cf_his_f10,SSP2,solar,0.003589567779984762
R12_AFR,2095,cf_his_f10,SSP2,solar,0.0035876673125066886
R12_AFR,2100,cf_his_f10,SSP2,solar,0.003585770158500017
R12_CHN,2020,cf_his_f10,SSP2,solar,0.04564778346435897
R12_CHN,2025,cf_his_f10,SSP2,solar,0.03858769156174685
R12_CHN,2030,cf_his_f10,SSP2,solar,0.03214284442088165
R12_CHN,2035,cf_his_f10,SSP2,solar,0.027719033537563
R12_CHN,2040,cf_his_f10,SSP2,solar,0.023962295603012405
R12_CHN,2045,cf_his_f10,SSP2,solar,0.021628329943489514
R12_CHN,2050,cf_his_f10,SSP2,solar,0.018765755681595626
R12_CHN,2055,cf_his_f10,SSP2,solar,0.018245958504603973
R12_CHN,2060,cf_his_f10,SSP2,solar,0.018189351467799732
R12_CHN,2065,cf_his_f10,SSP2,solar,0.01780308251599446
R12_CHN,2070,cf_his_f10,SSP2,solar,0.017442603721857547
R12_CHN,2075,cf_his_f10,SSP2,solar,0.01741064248149767
R12_CHN,2080,cf_his_f10,SSP2,solar,0.01737887352571879
R12_CHN,2085,cf_his_f10,SSP2,solar,0.017361373346185115
R12_CHN,2090,cf_his_f10,SSP2,solar,0.017343931135196992
R12_CHN,2095,cf_his_f10,SSP2,solar,0.017282019056184823
R12_CHN,2100,cf_his_f10,SSP2,solar,0.01722082973078752
R12_EEU,2020,cf_his_f10,SSP2,solar,0.08070231310834594
R12_EEU,2025,cf_his_f10,SSP2,solar,0.06550114762661527
R12_EEU,2030,cf_his_f10,SSP2,solar,0.0559871337952006
R12_EEU,2035,cf_his_f10,SSP2,solar,0.04634408809420157
R12_EEU,2040,cf_his_f10,SSP2,solar,0.03520627848512558
R12_EEU,2045,cf_his_f10,SSP2,solar,0.02792345110160145
R12_EEU,2050,cf_his_f10,SSP2,solar,0.02311488525034736
R12_EEU,2055,cf_his_f10,SSP2,solar,0.021953039128437348
R12_EEU,2060,cf_his_f10,SSP2,solar,0.021611691067532208
R12_EEU,2065,cf_his_f10,SSP2,solar,0.02104862933291819
R12_EEU,2070,cf_his_f10,SSP2,solar,0.02053121092139663
R12_EEU,2075,cf_his_f10,SSP2,solar,0.020365867954041536
R12_EEU,2080,cf_his_f10,SSP2,solar,0.020204835562615864
R12_EEU,2085,cf_his_f10,SSP2,solar,0.020120979996965035
R12_EEU,2090,cf_his_f10,SSP2,solar,0.02003826106845391
R12_EEU,2095,cf_his_f10,SSP2,solar,0.019987997798730762
R12_EEU,2100,cf_his_f10,SSP2,solar,0.01993814784216968
R12_FSU,2020,cf_his_f10,SSP2,solar,0.1019407514531971
R12_FSU,2025,cf_his_f10,SSP2,solar,0.08405325485759471
R12_FSU,2030,cf_his_f10,SSP2,solar,0.06971068881823733
R12_FSU,2035,cf_his_f10,SSP2,solar,0.06065526589624276
R12_FSU,2040,cf_his_f10,SSP2,solar,0.050584568000398185
R12_FSU,2045,cf_his_f10,SSP2,solar,0.0407132656301647
R12_FSU,2050,cf_his_f10,SSP2,solar,0.030395415049457152
R12_FSU,2055,cf_his_f10,SSP2,solar,0.028699345578818293
R12_FSU,2060,cf_his_f10,SSP2,solar,0.027655776017773557
R12_FSU,2065,cf_his_f10,SSP2,solar,0.027156295272651988
R12_FSU,2070,cf_his_f10,SSP2,solar,0.02668537481025837
R12_FSU,2075,cf_his_f10,SSP2,solar,0.02554107361011352
R12_FSU,2080,cf_his_f10,SSP2,solar,0.02454410629278916
R12_FSU,2085,cf_his_f10,SSP2,solar,0.024249266582031786
R12_FSU,2090,cf_his_f10,SSP2,solar,0.02396579136569416
R12_FSU,2095,cf_his_f10,SSP2,solar,0.023900744752397386
R12_FSU,2100,cf_his_f10,SSP2,solar,0.023836276623226533
R12_LAM,2020,cf_his_f10,SSP2,solar,0.09498600444227703
R12_LAM,2025,cf_his_f10,SSP2,solar,0.05570061369665567
R12_LAM,2030,cf_his_f10,SSP2,solar,0.03163147154535495
R12_LAM,2035,cf_his_f10,SSP2,solar,0.01756328474961894
R12_LAM,2040,cf_his_f10,SSP2,solar,0.009873674288197852
R12_LAM,2045,cf_his_f10,SSP2,solar,0.005711514127304771
R12_LAM,2050,cf_his_f10,SSP2,solar,0.0031504593512694345
R12_LAM,2055,cf_his_f10,SSP2,solar,0.0030811937604708147
R12_LAM,2060,cf_his_f10,SSP2,solar,0.003044372004885248
R12_LAM,2065,cf_his_f10,SSP2,solar,0.003028777222557424
R12_LAM,2070,cf_his_f10,SSP2,solar,0.0030134427650310752
R12_LAM,2075,cf_his_f10,SSP2,solar,0.003009180541222198
R12_LAM,2080,cf_his_f10,SSP2,solar,0.0030049381296429114
R12_LAM,2085,cf_his_f10,SSP2,solar,0.003002252460701578
R12_LAM,2090,cf_his_f10,SSP2,solar,0.0029995746896510802
R12_LAM,2095,cf_his_f10,SSP2,solar,0.002996391073284862
R12_LAM,2100,cf_his_f10,SSP2,solar,0.002993218570567972
R12_MEA,2020,cf_his_f10,SSP2,solar,0.09569228565346527
R12_MEA,2025,cf_his_f10,SSP2,solar,0.0708509206748259
R12_MEA,2030,cf_his_f10,SSP2,solar,0.04890313592017234
R12_MEA,2035,cf_his_f10,SSP2,solar,0.033591613632423856
R12_MEA,2040,cf_his_f10,SSP2,solar,0.024958687248233163
R12_MEA,2045,cf_his_f10,SSP2,solar,0.01929920487830272
R12_MEA,2050,cf_his_f10,SSP2,solar,0.014415606141566941
R12_MEA,2055,cf_his_f10,SSP2,solar,0.012984621974700994
R12_MEA,2060,cf_his_f10,SSP2,solar,0.011773896343554639
R12_MEA,2065,cf_his_f10,SSP2,solar,0.010372567121430034
R12_MEA,2070,cf_his_f10,SSP2,solar,0.009404004282998682
R12_MEA,2075,cf_his_f10,SSP2,solar,0.009312667535976097
R12_MEA,2080,cf_his_f10,SSP2,solar,0.009224191917857687
R12_MEA,2085,cf_his_f10,SSP2,solar,0.009176887909819917
R12_MEA,2090,cf_his_f10,SSP2,solar,0.009130374428418297
R12_MEA,2095,cf_his_f10,SSP2,solar,0.009120086213365765
R12_MEA,2100,cf_his_f10,SSP2,solar,0.00910983612255989
R12_PAS,2020,cf_his_f10,SSP2,solar,0.07858999559813629
R12_PAS,2025,cf_his_f10,SSP2,solar,0.06362484793943662
R12_PAS,2030,cf_his_f10,SSP2,solar,0.033588147164502515
R12_PAS,2035,cf_his_f10,SSP2,solar,0.025407656283779587
R12_PAS,2040,cf_his_f10,SSP2,solar,0.021281994907233683
R12_PAS,2045,cf_his_f10,SSP2,solar,0.018282366235191545
R12_PAS,2050,cf_his_f10,SSP2,solar,0.01497778500805067
R12_PAS,2055,cf_his_f10,SSP2,solar,0.014299294750954443
R12_PAS,2060,cf_his_f10,SSP2,solar,0.013849345150940747
R12_PAS,2065,cf_his_f10,SSP2,solar,0.01328232341059916
R12_PAS,2070,cf_his_f10,SSP2,solar,0.012785288569216907
R12_PAS,2075,cf_his_f10,SSP2,solar,0.012787312994126868
R12_PAS,2080,cf_his_f10,SSP2,solar,0.012789338476300087
R12_PAS,2085,cf_his_f10,SSP2,solar,0.012777866656482464
R12_PAS,2090,cf_his_f10,SSP2,solar,0.012766428694177096
R12_PAS,2095,cf_his_f10,SSP2,solar,0.012762185715494584
R12_PAS,2100,cf_his_f10,SSP2,solar,0.012757947382747645
R12_RCPA,2020,cf_his_f10,SSP2,solar,0.09785508671861687
R12_RCPA,2025,cf_his_f10,SSP2,solar,0.098896262990329
R12_RCPA,2030,cf_his_f10,SSP2,solar,0.08876260886889455
R12_RCPA,2035,cf_his_f10,SSP2,solar,0.07744716056705628
R12_RCPA,2040,cf_his_f10,SSP2,solar,0.07064628234678386
R12_RCPA,2045,cf_his_f10,SSP2,solar,0.06648713044095088
R12_RCPA,2050,cf_his_f10,SSP2,solar,0.061740226905421636
R12_RCPA,2055,cf_his_f10,SSP2,solar,0.05952755023857779
R12_RCPA,2060,cf_his_f10,SSP2,solar,0.057536691522728556
R12_RCPA,2065,cf_his_f10,SSP2,solar,0.05624625344103796
R12_RCPA,2070,cf_his_f10,SSP2,solar,0.055046575141025636
R12_RCPA,2075,cf_his_f10,SSP2,solar,0.05506750918020841
R12_RCPA,2080,cf_his_f10,SSP2,solar,0.05508846949106032
R12_RCPA,2085,cf_his_f10,SSP2,solar,0.05507315767606982
R12_RCPA,2090,cf_his_f10,SSP2,solar,0.055057859884300384
R12_RCPA,2095,cf_his_f10,SSP2,solar,0.05503090136186737
R12_RCPA,2100,cf_his_f10,SSP2,solar,0.0550039863121732
R12_SAS,2020,cf_his_f10,SSP2,solar,0.09730782822530164
R12_SAS,2025,cf_his_f10,SSP2,solar,0.07176206796323145
R12_SAS,2030,cf_his_f10,SSP2,solar,0.03598231933187424
R12_SAS,2035,cf_his_f10,SSP2,solar,0.02087464988016797
R12_SAS,2040,cf_his_f10,SSP2,solar,0.013106054386672492
R12_SAS,2045,cf_his_f10,SSP2,solar,0.008433477486383163
R12_SAS,2050,cf_his_f10,SSP2,solar,0.005462512687230881
R12_SAS,2055,cf_his_f10,SSP2,solar,0.005230454526071386
R12_SAS,2060,cf_his_f10,SSP2,solar,0.005105780063419273
R12_SAS,2065,cf_his_f10,SSP2,solar,0.0049849758824267575
R12_SAS,2070,cf_his_f10,SSP2,solar,0.004873111003155343
R12_SAS,2075,cf_his_f10,SSP2,solar,0.004881293926850228
R12_SAS,2080,cf_his_f10,SSP2,solar,0.004889522330683324
R12_SAS,2085,cf_his_f10,SSP2,solar,0.004901991562212299
R12_SAS,2090,cf_his_f10,SSP2,solar,0.004914566256125913
R12_SAS,2095,cf_his_f10,SSP2,solar,0.004939120859590681
R12_SAS,2100,cf_his_f10,SSP2,solar,0.004964084656773648
R12_WEU,2020,cf_his_f10,SSP2,solar,0.05897989486579485
R12_WEU,2025,cf_his_f10,SSP2,solar,0.03820486708293644
R12_WEU,2030,cf_his_f10,SSP2,solar,0.024853801832769678
R12_WEU,2035,cf_his_f10,SSP2,solar,0.016269470524643944
R12_WEU,2040,cf_his_f10,SSP2,solar,0.010123903659598879
R12_WEU,2045,cf_his_f10,SSP2,solar,0.006472162992064182
R12_WEU,2050,cf_his_f10,SSP2,solar,0.004198749796897028
R12_WEU,2055,cf_his_f10,SSP2,solar,0.004016889525760895
R12_WEU,2060,cf_his_f10,SSP2,solar,0.003999895713800539
R12_WEU,2065,cf_his_f10,SSP2,solar,0.0038435389279736563
R12_WEU,2070,cf_his_f10,SSP2,solar,0.0037056795606874335
R12_WEU,2075,cf_his_f10,SSP2,solar,0.0036762811367128346
R12_WEU,2080,cf_his_f10,SSP2,solar,0.003647637936966587
R12_WEU,2085,cf_his_f10,SSP2,solar,0.0036210072910904494
R12_WEU,2090,cf_his_f10,SSP2,solar,0.0035950071183116624
R12_WEU,2095,cf_his_f10,SSP2,solar,0.0035892256948711373
R12_WEU,2100,cf_his_f10,SSP2,solar,0.0035834748136797873
R12_AFR,2020,cf_his_f10,SSP3,solar,0.09955627158966499
R12_AFR,2025,cf_his_f10,SSP3,solar,0.06791358725815715
R12_AFR,2030,cf_his_f10,SSP3,solar,0.029305855510976166
R12_AFR,2035,cf_his_f10,SSP3,solar,0.017584693753461826
R12_AFR,2040,cf_his_f10,SSP3,solar,0.010964680385145456
R12_AFR,2045,cf_his_f10,SSP3,solar,0.006886478051038046
R12_AFR,2050,cf_his_f10,SSP3,solar,0.004297818404966779
R12_AFR,2055,cf_his_f10,SSP3,solar,0.004400444141045043
R12_AFR,2060,cf_his_f10,SSP3,solar,0.004527382944078208
R12_AFR,2065,cf_his_f10,SSP3,solar,0.004602015144029148
R12_AFR,2070,cf_his_f10,SSP3,solar,0.004679244749849296
R12_AFR,2075,cf_his_f10,SSP3,solar,0.00450650345999781
R12_AFR,2080,cf_his_f10,SSP3,solar,0.0043568343979992815
R12_AFR,2085,cf_his_f10,SSP3,solar,0.0041770124956764425
R12_AFR,2090,cf_his_f10,SSP3,solar,0.0040232843050935895
R12_AFR,2095,cf_his_f10,SSP3,solar,0.004025656654976839
R12_AFR,2100,cf_his_f10,SSP3,solar,0.004028226468587571
R12_CHN,2020,cf_his_f10,SSP3,solar,0.04564778346435897
R12_CHN,2025,cf_his_f10,SSP3,solar,0.03863740333057206
R12_CHN,2030,cf_his_f10,SSP3,solar,0.031888406642728045
R12_CHN,2035,cf_his_f10,SSP3,solar,0.02696301130003925
R12_CHN,2040,cf_his_f10,SSP3,solar,0.024468819545294812
R12_CHN,2045,cf_his_f10,SSP3,solar,0.021720756964637263
R12_CHN,2050,cf_his_f10,SSP3,solar,0.019382523765723865
R12_CHN,2055,cf_his_f10,SSP3,solar,0.019399239361440123
R12_CHN,2060,cf_his_f10,SSP3,solar,0.019695411336607255
R12_CHN,2065,cf_his_f10,SSP3,solar,0.020799693419797205
R12_CHN,2070,cf_his_f10,SSP3,solar,0.022131287462700645
R12_CHN,2075,cf_his_f10,SSP3,solar,0.02249385772613812
R12_CHN,2080,cf_his_f10,SSP3,solar,0.02287490237695649
R12_CHN,2085,cf_his_f10,SSP3,solar,0.022893918455751804
R12_CHN,2090,cf_his_f10,SSP3,solar,0.022912953486143865
R12_CHN,2095,cf_his_f10,SSP3,solar,0.022768033165887637
R12_CHN,2100,cf_his_f10,SSP3,solar,0.022626843234377195
R12_EEU,2020,cf_his_f10,SSP3,solar,0.08070231310834594
R12_EEU,2025,cf_his_f10,SSP3,solar,0.065959641173796
R12_EEU,2030,cf_his_f10,SSP3,solar,0.053579854937838955
R12_EEU,2035,cf_his_f10,SSP3,solar,0.04218403137917192
R12_EEU,2040,cf_his_f10,SSP3,solar,0.034193939786558845
R12_EEU,2045,cf_his_f10,SSP3,solar,0.027913011310269714
R12_EEU,2050,cf_his_f10,SSP3,solar,0.02315841247817122
R12_EEU,2055,cf_his_f10,SSP3,solar,0.022027587414552862
R12_EEU,2060,cf_his_f10,SSP3,solar,0.021402023694850756
R12_EEU,2065,cf_his_f10,SSP3,solar,0.021004772565428105
R12_EEU,2070,cf_his_f10,SSP3,solar,0.020639458780394252
R12_EEU,2075,cf_his_f10,SSP3,solar,0.020745862541357397
R12_EEU,2080,cf_his_f10,SSP3,solar,0.02085282725784078
R12_EEU,2085,cf_his_f10,SSP3,solar,0.02095777200900397
R12_EEU,2090,cf_his_f10,SSP3,solar,0.02106325214434492
R12_EEU,2095,cf_his_f10,SSP3,solar,0.021149228552542816
R12_EEU,2100,cf_his_f10,SSP3,solar,0.021235571177747027
R12_FSU,2020,cf_his_f10,SSP3,solar,0.1019407514531971
R12_FSU,2025,cf_his_f10,SSP3,solar,0.08407581814483016
R12_FSU,2030,cf_his_f10,SSP3,solar,0.06650245980148689
R12_FSU,2035,cf_his_f10,SSP3,solar,0.05357639902903022
R12_FSU,2040,cf_his_f10,SSP3,solar,0.04412979549929583
