"","iso","rcp","ssp","year","GDPcapNoCC","GDPcapCC","pct.diff"
"36","ALB","rcp26","ssp2",2100,16172.96,15259.6,-5.65
"37","ARE","rcp26","ssp2",2025,51989.75,50864.93,-2.16
"38","ARE","rcp26","ssp2",2030,55970.1,53863.26,-3.76
"39","ARE","rcp26","ssp2",2035,59533.8,56092.03,-5.78
"40","ARE","rcp26","ssp2",2040,62644.31,57513.19,-8.19
"41","ARE","rcp26","ssp2",2045,65226.68,58074.91,-10.96
"42","ARE","rcp26","ssp2",2050,67702.25,58180.48,-14.06
"43","ARE","rcp26","ssp2",2055,70717.16,58379.94,-17.45
"44","ARE","rcp26","ssp2",2060,74336.21,58674.89,-21.07
"45","ARE","rcp26","ssp2",2070,82674.48,58802.97,-28.87
"46","ARE","rcp26","ssp2",2080,91418.1,57455.08,-37.15
"47","ARE","rcp26","ssp2",2090,99983.07,54447.41,-45.54
"48","ARE","rcp26","ssp2",2100,108587.8,50229.33,-53.74
"49","ARG","rcp26","ssp2",2025,8288.93,8256.1,-0.4
"50","ARG","rcp26","ssp2",2030,9344.44,9279.46,-0.7
"51","ARG","rcp26","ssp2",2035,10406.33,10294.02,-1.08
"52","ARG","rcp26","ssp2",2040,11461.96,11284.54,-1.55
"53","ARG","rcp26","ssp2",2045,12546.86,12283.19,-2.1
"54","ARG","rcp26","ssp2",2050,13694.85,13319.88,-2.74
"55","ARG","rcp26","ssp2",2055,14911.47,14396.11,-3.46
"56","ARG","rcp26","ssp2",2060,16187.08,15497.98,-4.26
"57","ARG","rcp26","ssp2",2070,18883.33,17732.2,-6.1
"58","ARG","rcp26","ssp2",2080,21779.23,19985.31,-8.24
"59","ARG","rcp26","ssp2",2090,24913.46,22256.22,-10.67
"60","ARG","rcp26","ssp2",2100,28284.1,24498.71,-13.38
"61","ARM","rcp26","ssp2",2025,2686.03,2703.95,0.67
"62","ARM","rcp26","ssp2",2030,3142,3178.67,1.17
"63","ARM","rcp26","ssp2",2035,3632.01,3697.67,1.81
"64","ARM","rcp26","ssp2",2040,4140.85,4248.09,2.59
"65","ARM","rcp26","ssp2",2045,4653.12,4816.77,3.52
"66","ARM","rcp26","ssp2",2050,5172.78,5410.24,4.59
"67","ARM","rcp26","ssp2",2055,5731.8,6064.95,5.81
"68","ARM","rcp26","ssp2",2060,6367.49,6824.94,7.18
"69","ARM","rcp26","ssp2",2070,7749.81,8555.62,10.4
"70","ARM","rcp26","ssp2",2080,9293.53,10618.77,14.26
"71","ARM","rcp26","ssp2",2090,11070.01,13143.73,18.73
"72","ARM","rcp26","ssp2",2100,13008.08,16127.12,23.98
"73","AUS","rcp26","ssp2",2025,42814.63,42643.32,-0.4
"74","AUS","rcp26","ssp2",2030,45209.72,44891.43,-0.7
"75","AUS","rcp26","ssp2",2035,47579.41,47058.53,-1.09
"76","AUS","rcp26","ssp2",2040,50040.61,49253.73,-1.57
"77","AUS","rcp26","ssp2",2045,52449.09,51329.77,-2.13
"78","AUS","rcp26","ssp2",2050,54802.17,53280.51,-2.78
"79","AUS","rcp26","ssp2",2055,57400.01,55390.52,-3.5
"80","AUS","rcp26","ssp2",2060,60408.06,57806.06,-4.31
"81","AUS","rcp26","ssp2",2070,67289.12,63128.56,-6.18
"82","AUS","rcp26","ssp2",2080,74745.89,68478.25,-8.39
"83","AUS","rcp26","ssp2",2090,83170.41,74079.02,-10.93
"84","AUS","rcp26","ssp2",2100,93232.56,80457.33,-13.7
"85","AUT","rcp26","ssp2",2025,45717.89,46077.09,0.79
"86","AUT","rcp26","ssp2",2030,48596.67,49263.51,1.37
"87","AUT","rcp26","ssp2",2035,51913.4,53013.94,2.12
"88","AUT","rcp26","ssp2",2040,55601.7,57286.48,3.03
"89","AUT","rcp26","ssp2",2045,59380.7,61817.36,4.1
"90","AUT","rcp26","ssp2",2050,63247.75,66627.55,5.34
"91","AUT","rcp26","ssp2",2055,67365.3,71916.14,6.76
"92","AUT","rcp26","ssp2",2060,71898.4,77894.86,8.34
"93","AUT","rcp26","ssp2",2070,81938.25,91812.27,12.05
"94","AUT","rcp26","ssp2",2080,92744.2,108097.76,16.55
"95","AUT","rcp26","ssp2",2090,104397.1,127258.89,21.9
"96","AUT","rcp26","ssp2",2100,117816.43,150995.99,28.16
"97","AZE","rcp26","ssp2",2025,2393.6,2392.31,-0.05
"98","AZE","rcp26","ssp2",2030,2488.3,2485.79,-0.1
"99","AZE","rcp26","ssp2",2035,2558.27,2554.1,-0.16
"100","AZE","rcp26","ssp2",2040,2677.2,2670.55,-0.25
"101","AZE","rcp26","ssp2",2045,2848.28,2838.19,-0.35
"102","AZE","rcp26","ssp2",2050,3072.82,3058.19,-0.48
"103","AZE","rcp26","ssp2",2055,3371.59,3350.72,-0.62
"104","AZE","rcp26","ssp2",2060,3768.2,3738.63,-0.78
"105","AZE","rcp26","ssp2",2070,4755.24,4698.7,-1.19
"106","AZE","rcp26","ssp2",2080,5898.39,5799,-1.69
"107","AZE","rcp26","ssp2",2090,7334.78,7163.56,-2.33
"108","AZE","rcp26","ssp2",2100,9054.07,8774.18,-3.09
"109","BDI","rcp26","ssp2",2025,288.36,285.56,-0.97
"110","BDI","rcp26","ssp2",2030,375.92,369.54,-1.7
"111","BDI","rcp26","ssp2",2035,493.8,480.9,-2.61
"112","BDI","rcp26","ssp2",2040,650.41,626.19,-3.72
"113","BDI","rcp26","ssp2",2045,852.76,809.95,-5.02
"114","BDI","rcp26","ssp2",2050,1111.68,1039.44,-6.5
"115","BDI","rcp26","ssp2",2055,1443.21,1325.58,-8.15
"116","BDI","rcp26","ssp2",2060,1864.07,1678.23,-9.97
"117","BDI","rcp26","ssp2",2070,3018.78,2593.99,-14.07
"118","BDI","rcp26","ssp2",2080,4639.57,3770.7,-18.73
"119","BDI","rcp26","ssp2",2090,6824.72,5197.86,-23.84
"120","BDI","rcp26","ssp2",2100,9722.03,6873.03,-29.3
"121","BEL","rcp26","ssp2",2025,43173.99,43318.37,0.33
"122","BEL","rcp26","ssp2",2030,46690.54,46961.61,0.58
"123","BEL","rcp26","ssp2",2035,50602.99,51054.58,0.89
"124","BEL","rcp26","ssp2",2040,54675.09,55369.09,1.27
"125","BEL","rcp26","ssp2",2045,58777.67,59783.11,1.71
"126","BEL","rcp26","ssp2",2050,62993.4,64388.94,2.22
"127","BEL","rcp26","ssp2",2055,67450.93,69327.98,2.78
"128","BEL","rcp26","ssp2",2060,72177.59,74640.56,3.41
"129","BEL","rcp26","ssp2",2070,81989.65,85971.63,4.86
"130","BEL","rcp26","ssp2",2080,92233.84,98271.03,6.55
"131","BEL","rcp26","ssp2",2090,103454.87,112220.26,8.47
"132","BEL","rcp26","ssp2",2100,116299.41,128609.3,10.58
"133","BEN","rcp26","ssp2",2025,806.29,793.43,-1.59
"134","BEN","rcp26","ssp2",2030,962.5,935.83,-2.77
"135","BEN","rcp26","ssp2",2035,1164.27,1114.77,-4.25
"136","BEN","rcp26","ssp2",2040,1428.21,1342.19,-6.02
"137","BEN","rcp26","ssp2",2045,1768.23,1625.55,-8.07
"138","BEN","rcp26","ssp2",2050,2200.98,1972.7,-10.37
"139","BEN","rcp26","ssp2",2055,2743.85,2389.52,-12.91
"140","BEN","rcp26","ssp2",2060,3413.22,2878.28,-15.67
"141","BEN","rcp26","ssp2",2070,5194.1,4064.54,-21.75
"142","BEN","rcp26","ssp2",2080,7669.68,5491.85,-28.4
"143","BEN","rcp26","ssp2",2090,11001.12,7106.28,-35.4
"144","BEN","rcp26","ssp2",2100,15366.78,8824.74,-42.57
"145","BFA","rcp26","ssp2",2025,729.07,715.01,-1.93
"146","BFA","rcp26","ssp2",2030,891.4,861.52,-3.35
"147","BFA","rcp26","ssp2",2035,1096.33,1039.92,-5.15
"148","BFA","rcp26","ssp2",2040,1362.21,1262.98,-7.28
"149","BFA","rcp26","ssp2",2045,1703.36,1537.35,-9.75
"150","BFA","rcp26","ssp2",2050,2134.57,1867.64,-12.51
"151","BFA","rcp26","ssp2",2055,2671.08,2256.18,-15.53
"152","BFA","rcp26","ssp2",2060,3329.25,2703.41,-18.8
"153","BFA","rcp26","ssp2",2070,5064.08,3751.87,-25.91
"154","BFA","rcp26","ssp2",2080,7418.47,4928.15,-33.57
"155","BFA","rcp26","ssp2",2090,10437.46,6107.85,-41.48
"156","BFA","rcp26","ssp2",2100,14215.85,7198.12,-49.37
"157","BGD","rcp26","ssp2",2025,950.19,936.43,-1.45
"158","BGD","rcp26","ssp2",2030,1173.38,1143.65,-2.53
"159","BGD","rcp26","ssp2",2035,1431.1,1375.15,-3.91
"160","BGD","rcp26","ssp2",2040,1735.11,1638.58,-5.56
"161","BGD","rcp26","ssp2",2045,2089.44,1933.06,-7.48
"162","BGD","rcp26","ssp2",2050,2502.91,2261.22,-9.66
"163","BGD","rcp26","ssp2",2055,2987.32,2627.03,-12.06
"164","BGD","rcp26","ssp2",2060,3549.03,3028.08,-14.68
"165","BGD","rcp26","ssp2",2070,4926.58,3918.15,-20.47
"166","BGD","rcp26","ssp2",2080,6660.65,4872.47,-26.85
"167","BGD","rcp26","ssp2",2090,8753.62,5811.75,-33.61
"168","BGD","rcp26","ssp2",2100,11262.12,6695.48,-40.55
"169","BGR","rcp26","ssp2",2025,6739.21,6767.01,0.41
"170","BGR","rcp26","ssp2",2030,7895.8,7952.48,0.72
"171","BGR","rcp26","ssp2",2035,9019.34,9119.3,1.11
"172","BGR","rcp26","ssp2",2040,10085.61,10244.81,1.58
"173","BGR","rcp26","ssp2",2045,11104.34,11340.76,2.13
"174","BGR","rcp26","ssp2",2050,12128.44,12462.95,2.76
"175","BGR","rcp26","ssp2",2055,13229.17,13687.61,3.47
"176","BGR","rcp26","ssp2",2060,14420.86,15033.83,4.25
"177","BGR","rcp26","ssp2",2070,16806.63,17823.75,6.05
"178","BGR","rcp26","ssp2",2080,19104.95,20663.66,8.16
"179","BGR","rcp26","ssp2",2090,21455.08,23721.96,10.57
"180","BGR","rcp26","ssp2",2100,23905.64,27077.85,13.27
"181","BHS","rcp26","ssp2",2025,27968.24,27617.31,-1.25
"182","BHS","rcp26","ssp2",2030,29343.71,28700.93,-2.19
"183","BHS","rcp26","ssp2",2035,30794.15,29754.69,-3.38
"184","BHS","rcp26","ssp2",2040,32381.31,30826.71,-4.8
"185","BHS","rcp26","ssp2",2045,34026,31828.48,-6.46
"186","BHS","rcp26","ssp2",2050,35670.05,32696.46,-8.34
"187","BHS","rcp26","ssp2",2055,37437.65,33536.57,-10.42
"188","BHS","rcp26","ssp2",2060,39414.78,34411.48,-12.69
"189","BHS","rcp26","ssp2",2070,44259.75,36406.46,-17.74
"190","BHS","rcp26","ssp2",2080,49578.1,37999.62,-23.35
"191","BHS","rcp26","ssp2",2090,55215.14,38995.72,-29.37
"192","BHS","rcp26","ssp2",2100,61324.81,39468.82,-35.64
"193","BIH","rcp26","ssp2",2025,4955.85,4981.2,0.51
"194","BIH","rcp26","ssp2",2030,5862.13,5914.41,0.89
"195","BIH","rcp26","ssp2",2035,6808.41,6902.02,1.37
"196","BIH","rcp26","ssp2",2040,7758.99,7911.12,1.96
"197","BIH","rcp26","ssp2",2045,8663.2,8892.75,2.65
"198","BIH","rcp26","ssp2",2050,9528.16,9856.09,3.44
"199","BIH","rcp26","ssp2",2055,10418.26,10869.85,4.33
"200","BIH","rcp26","ssp2",2060,11306.25,11908.97,5.33
"201","BIH","rcp26","ssp2",2070,13098.11,14098.25,7.64
"202","BIH","rcp26","ssp2",2080,14850.79,16388.38,10.35
"203","BIH","rcp26","ssp2",2090,16556.19,18784.09,13.46
"204","BIH","rcp26","ssp2",2100,18333.28,21462.75,17.07
"205","BLR","rcp26","ssp2",2025,5606.28,5662.21,1
"206","BLR","rcp26","ssp2",2030,6445.18,6558,1.75
"207","BLR","rcp26","ssp2",2035,7271.78,7469.44,2.72
"208","BLR","rcp26","ssp2",2040,8046.65,8360.92,3.91
"209","BLR","rcp26","ssp2",2045,8756.49,9222.18,5.32
"210","BLR","rcp26","ssp2",2050,9461.71,10120.68,6.96
"211","BLR","rcp26","ssp2",2055,10262.02,11168.78,8.84
"212","BLR","rcp26","ssp2",2060,11178.84,12403.25,10.95
"213","BLR","rcp26","ssp2",2070,13086.11,15174.87,15.96
"214","BLR","rcp26","ssp2",2080,14908.72,18203.26,22.1
"215","BLR","rcp26","ssp2",2090,16891.71,21870,29.47
"216","BLR","rcp26","ssp2",2100,19043.79,26332.47,38.27
"217","BLZ","rcp26","ssp2",2025,5196.17,5121.09,-1.44
"218","BLZ","rcp26","ssp2",2030,5913.94,5765.35,-2.51
"219","BLZ","rcp26","ssp2",2035,6745.37,6484.87,-3.86
"220","BLZ","rcp26","ssp2",2040,7723.26,7299.91,-5.48
"221","BLZ","rcp26","ssp2",2045,8836.99,8186.63,-7.36
"222","BLZ","rcp26","ssp2",2050,10100.69,9143.1,-9.48
"223","BLZ","rcp26","ssp2",2055,11543.64,10178.41,-11.83
"224","BLZ","rcp26","ssp2",2060,13192.08,11295.19,-14.38
"225","BLZ","rcp26","ssp2",2070,17100.37,13675.57,-20.03
"226","BLZ","rcp26","ssp2",2080,21870.47,16128.23,-26.26
"227","BLZ","rcp26","ssp2",2090,27520.89,18477.6,-32.86
"228","BLZ","rcp26","ssp2",2100,34056.42,20550.22,-39.66
"229","BOL","rcp26","ssp2",2025,1830.33,1819.85,-0.57
"230","BOL","rcp26","ssp2",2030,2204.92,2182.79,-1
"231","BOL","rcp26","ssp2",2035,2641.58,2600.46,-1.56
"232","BOL","rcp26","ssp2",2040,3156.51,3086.1,-2.23
"233","BOL","rcp26","ssp2",2045,3756.49,3642.85,-3.03
"234","BOL","rcp26","ssp2",2050,4448.87,4273.51,-3.94
"235","BOL","rcp26","ssp2",2055,5238.94,4978.33,-4.97
"236","BOL","rcp26","ssp2",2060,6129.76,5754.3,-6.13
"237","BOL","rcp26","ssp2",2070,8220.68,7500.68,-8.76
"238","BOL","rcp26","ssp2",2080,10746.59,9477.56,-11.81
"239","BOL","rcp26","ssp2",2090,13656.04,11569.91,-15.28
"240","BOL","rcp26","ssp2",2100,16973.6,13735.33,-19.08
"241","BRA","rcp26","ssp2",2025,7282.1,7203.69,-1.08
"242","BRA","rcp26","ssp2",2030,8044.58,7892.97,-1.88
"243","BRA","rcp26","ssp2",2035,8822.82,8565.95,-2.91
"244","BRA","rcp26","ssp2",2040,9643.32,9243.04,-4.15
"245","BRA","rcp26","ssp2",2045,10502.39,9914.66,-5.6
"246","BRA","rcp26","ssp2",2050,11428.78,10601.21,-7.24
"247","BRA","rcp26","ssp2",2055,12441.4,11312.49,-9.07
"248","BRA","rcp26","ssp2",2060,13523.12,12024.2,-11.08
"249","BRA","rcp26","ssp2",2070,15941.4,13457.13,-15.58
"250","BRA","rcp26","ssp2",2080,18774.03,14901.78,-20.63
"251","BRA","rcp26","ssp2",2090,22006.03,16261.74,-26.1
"252","BRA","rcp26","ssp2",2100,25735.33,17526.85,-31.9
"253","BRN","rcp26","ssp2",2025,32660.88,32220.51,-1.35
"254","BRN","rcp26","ssp2",2030,34873.81,34053.53,-2.35
"255","BRN","rcp26","ssp2",2035,37166.18,35819.81,-3.62
"256","BRN","rcp26","ssp2",2040,39500.62,37466.23,-5.15
"257","BRN","rcp26","ssp2",2045,41885.15,38985.23,-6.92
"258","BRN","rcp26","ssp2",2050,44434.27,40467.39,-8.93
"259","BRN","rcp26","ssp2",2055,47198.18,41937.28,-11.15
"260","BRN","rcp26","ssp2",2060,50118.66,43320.74,-13.56
"261","BRN","rcp26","ssp2",2070,56060.58,45452.67,-18.92
"262","BRN","rcp26","ssp2",2080,61973.55,46575.65,-24.85
"263","BRN","rcp26","ssp2",2090,67594.69,46528.68,-31.17
"264","BRN","rcp26","ssp2",2100,73196.78,45596.76,-37.71
"265","BTN","rcp26","ssp2",2025,4009.09,4009.35,0.01
"266","BTN","rcp26","ssp2",2030,5045,5045.41,0.01
"267","BTN","rcp26","ssp2",2035,6167.38,6167.83,0.01
"268","BTN","rcp26","ssp2",2040,7378.97,7379.09,0
"269","BTN","rcp26","ssp2",2045,8653.51,8652.66,-0.01
"270","BTN","rcp26","ssp2",2050,9981.72,9978.89,-0.03
"271","BTN","rcp26","ssp2",2055,11381.92,11375.59,-0.06
"272","BTN","rcp26","ssp2",2060,12878.72,12866.79,-0.09
"273","BTN","rcp26","ssp2",2070,16076.26,16044.21,-0.2
"274","BTN","rcp26","ssp2",2080,19346.72,19280.18,-0.34
"275","BTN","rcp26","ssp2",2090,22620.63,22497.55,-0.54
"276","BTN","rcp26","ssp2",2100,25939.84,25720.06,-0.85
"277","BWA","rcp26","ssp2",2025,8497.72,8395.52,-1.2
"278","BWA","rcp26","ssp2",2030,9453.73,9254.59,-2.11
"279","BWA","rcp26","ssp2",2035,10414.38,10075.29,-3.26
"280","BWA","rcp26","ssp2",2040,11416.25,10886.15,-4.64
"281","BWA","rcp26","ssp2",2045,12445.25,11666.06,-6.26
"282","BWA","rcp26","ssp2",2050,13508.81,12414.55,-8.1
"283","BWA","rcp26","ssp2",2055,14623.08,13139.42,-10.15
"284","BWA","rcp26","ssp2",2060,15801.07,13843.36,-12.39
"285","BWA","rcp26","ssp2",2070,18350.43,15159.36,-17.39
"286","BWA","rcp26","ssp2",2080,21118.53,16269.25,-22.96
"287","BWA","rcp26","ssp2",2090,24097.69,17111.59,-28.99
"288","BWA","rcp26","ssp2",2100,27258.71,17638.22,-35.29
"289","CAF","rcp26","ssp2",2025,649.36,638.71,-1.64
"290","CAF","rcp26","ssp2",2030,801.99,779.1,-2.85
"291","CAF","rcp26","ssp2",2035,998.69,954.89,-4.39
"292","CAF","rcp26","ssp2",2040,1256.78,1178.63,-6.22
"293","CAF","rcp26","ssp2",2045,1591.91,1459.22,-8.34
"294","CAF","rcp26","ssp2",2050,2020.14,1803.6,-10.72
"295","CAF","rcp26","ssp2",2055,2560.12,2218.26,-13.35
"296","CAF","rcp26","ssp2",2060,3232.64,2708.52,-16.21
"297","CAF","rcp26","ssp2",2070,5065.67,3925.12,-22.52
"298","CAF","rcp26","ssp2",2080,7711.16,5443.26,-29.41
"299","CAF","rcp26","ssp2",2090,11365.93,7200.07,-36.65
"300","CAF","rcp26","ssp2",2100,16281.38,9116.08,-44.01
"301","CAN","rcp26","ssp2",2025,42582.57,43156.8,1.35
"302","CAN","rcp26","ssp2",2030,44967.8,46031.32,2.37
"303","CAN","rcp26","ssp2",2035,47608.43,49355.66,3.67
"304","CAN","rcp26","ssp2",2040,50275.18,52925.05,5.27
"305","CAN","rcp26","ssp2",2045,52778,56567.06,7.18
"306","CAN","rcp26","ssp2",2050,55154.58,60342.44,9.41
"307","CAN","rcp26","ssp2",2055,57670.18,64567.33,11.96
"308","CAN","rcp26","ssp2",2060,60613.11,69626.19,14.87
"309","CAN","rcp26","ssp2",2070,67734.91,82505.32,21.81
"310","CAN","rcp26","ssp2",2080,75887.6,98994.12,30.45
"311","CAN","rcp26","ssp2",2090,85228.57,120154.24,40.98
"312","CAN","rcp26","ssp2",2100,96536.13,148303.78,53.63
"313","CHE","rcp26","ssp2",2025,63355.98,63886.06,0.84
"314","CHE","rcp26","ssp2",2030,66811.57,67788.43,1.46
"315","CHE","rcp26","ssp2",2035,70974.34,72579.01,2.26
"316","CHE","rcp26","ssp2",2040,76004.09,78465.59,3.24
"317","CHE","rcp26","ssp2",2045,81626.62,85213.92,4.39
"318","CHE","rcp26","ssp2",2050,87690.15,92716.01,5.73
"319","CHE","rcp26","ssp2",2055,94202.24,101033.43,7.25
"320","CHE","rcp26","ssp2",2060,101287.74,110356.25,8.95
"321","CHE","rcp26","ssp2",2070,116892.38,132047.17,12.96
"322","CHE","rcp26","ssp2",2080,133716.93,157615.3,17.87
"323","CHE","rcp26","ssp2",2090,152133.59,188228.08,23.73
"324","CHE","rcp26","ssp2",2100,172999.64,225906.92,30.58
"325","CHL","rcp26","ssp2",2025,12236.56,12268.65,0.26
"326","CHL","rcp26","ssp2",2030,13723.79,13786.73,0.46
"327","CHL","rcp26","ssp2",2035,15284.09,15392.25,0.71
"328","CHL","rcp26","ssp2",2040,16985.18,17156.61,1.01
"329","CHL","rcp26","ssp2",2045,18793.3,19049.94,1.37
"330","CHL","rcp26","ssp2",2050,20662.6,21029.43,1.78
"331","CHL","rcp26","ssp2",2055,22626.15,23133.09,2.24
"332","CHL","rcp26","ssp2",2060,24747.11,25429.16,2.76
"333","CHL","rcp26","ssp2",2070,29435.87,30598.02,3.95
"334","CHL","rcp26","ssp2",2080,34652.69,36506.02,5.35
"335","CHL","rcp26","ssp2",2090,40460.19,43278.88,6.97
"336","CHL","rcp26","ssp2",2100,47034.41,51172.38,8.8
"337","CHN","rcp26","ssp2",2025,4808.61,4797.41,-0.23
"338","CHN","rcp26","ssp2",2030,5757.04,5732.9,-0.42
"339","CHN","rcp26","ssp2",2035,6643.75,6599.65,-0.66
"340","CHN","rcp26","ssp2",2040,7514.95,7442.25,-0.97
"341","CHN","rcp26","ssp2",2045,8350.5,8238.76,-1.34
"342","CHN","rcp26","ssp2",2050,9124.82,8962.63,-1.78
"343","CHN","rcp26","ssp2",2055,9882.63,9657.57,-2.28
"344","CHN","rcp26","ssp2",2060,10654.58,10352.05,-2.84
"345","CHN","rcp26","ssp2",2070,12211.57,11701.11,-4.18
"346","CHN","rcp26","ssp2",2080,13809.74,13005.61,-5.82
"347","CHN","rcp26","ssp2",2090,15443.62,14250.66,-7.72
"348","CHN","rcp26","ssp2",2100,17116.87,15416.05,-9.94
"349","CIV","rcp26","ssp2",2025,2395.77,2362.16,-1.4
"350","CIV","rcp26","ssp2",2030,3291.78,3211.18,-2.45
"351","CIV","rcp26","ssp2",2035,4375.77,4210.36,-3.78
"352","CIV","rcp26","ssp2",2040,5675.43,5369.65,-5.39
"353","CIV","rcp26","ssp2",2045,7197.79,6675.15,-7.26
"354","CIV","rcp26","ssp2",2050,8955.07,8114.62,-9.39
"355","CIV","rcp26","ssp2",2055,10958.4,9671.55,-11.74
"356","CIV","rcp26","ssp2",2060,13197.85,11308.67,-14.31
"357","CIV","rcp26","ssp2",2070,18379.18,14701.13,-20.01
"358","CIV","rcp26","ssp2",2080,24533.56,18081.64,-26.3
"359","CIV","rcp26","ssp2",2090,31640.06,21203.65,-32.98
"360","CIV","rcp26","ssp2",2100,39664.21,23845.34,-39.88
"361","CMR","rcp26","ssp2",2025,1609.91,1588.03,-1.36
"362","CMR","rcp26","ssp2",2030,1983.79,1936.8,-2.37
"363","CMR","rcp26","ssp2",2035,2437.86,2348.96,-3.65
"364","CMR","rcp26","ssp2",2040,2992.53,2837.4,-5.18
"365","CMR","rcp26","ssp2",2045,3661.96,3406.71,-6.97
"366","CMR","rcp26","ssp2",2050,4462.28,4061.04,-8.99
"367","CMR","rcp26","ssp2",2055,5412.36,4804.33,-11.23
"368","CMR","rcp26","ssp2",2060,6525.85,5633.08,-13.68
"369","CMR","rcp26","ssp2",2070,9245.94,7478.51,-19.12
"370","CMR","rcp26","ssp2",2080,12684.49,9496.32,-25.13
"371","CMR","rcp26","ssp2",2090,16948.61,11600.12,-31.56
"372","CMR","rcp26","ssp2",2100,22100.32,13650.77,-38.23
"373","COD","rcp26","ssp2",2025,591.71,583.97,-1.31
"374","COD","rcp26","ssp2",2030,832.22,813.2,-2.29
"375","COD","rcp26","ssp2",2035,1147.27,1106.79,-3.53
"376","COD","rcp26","ssp2",2040,1564.15,1485.54,-5.03
"377","COD","rcp26","ssp2",2045,2103.97,1961.55,-6.77
"378","COD","rcp26","ssp2",2050,2789.09,2545.15,-8.75
"379","COD","rcp26","ssp2",2055,3648.48,3249.04,-10.95
"380","COD","rcp26","ssp2",2060,4709.35,4080.04,-13.36
"381","COD","rcp26","ssp2",2070,7548.96,6134.15,-18.74
"382","COD","rcp26","ssp2",2080,11470.98,8636.11,-24.71
"383","COD","rcp26","ssp2",2090,16566.98,11411.59,-31.12
"384","COD","rcp26","ssp2",2100,23095.77,14371.94,-37.77
"385","COG","rcp26","ssp2",2025,3139.71,3099.29,-1.29
"386","COG","rcp26","ssp2",2030,3736.13,3652.1,-2.25
"387","COG","rcp26","ssp2",2035,4404.99,4252.14,-3.47
"388","COG","rcp26","ssp2",2040,5170.61,4915.18,-4.94
"389","COG","rcp26","ssp2",2045,6046.01,5643.97,-6.65
"390","COG","rcp26","ssp2",2050,7044.85,6439.95,-8.59
"391","COG","rcp26","ssp2",2055,8180.48,7302.2,-10.74
"392","COG","rcp26","ssp2",2060,9453.44,8216.51,-13.08
"393","COG","rcp26","ssp2",2070,12390.77,10122.56,-18.31
"394","COG","rcp26","ssp2",2080,15903.67,12071.63,-24.1
"395","COG","rcp26","ssp2",2090,20060.47,13982.92,-30.3
"396","COG","rcp26","ssp2",2100,24858.39,15723.84,-36.75
"397","COL","rcp26","ssp2",2025,5134.7,5088.87,-0.89
"398","COL","rcp26","ssp2",2030,5774.22,5684.09,-1.56
"399","COL","rcp26","ssp2",2035,6503.04,6346.27,-2.41
"400","COL","rcp26","ssp2",2040,7321.13,7069.18,-3.44
"401","COL","rcp26","ssp2",2045,8230.46,7847.94,-4.65
"402","COL","rcp26","ssp2",2050,9242.36,8685.8,-6.02
"403","COL","rcp26","ssp2",2055,10359.72,9576.85,-7.56
