exporter,importer,export_technology,import_technology,"INCLUDE? (No=0, Yes=1)"
R12_FSU,R12_PAS,loil_piped_exp_pas,loil_piped_imp,1
R12_FSU,R12_SAS,loil_piped_exp_sas,loil_piped_imp,1
R12_FSU,R12_WEU,loil_piped_exp_weu,loil_piped_imp,1
R12_LAM,R12_AFR,loil_piped_exp_afr,loil_piped_imp,0
R12_LAM,R12_RCPA,loil_piped_exp_rcpa,loil_piped_imp,0
R12_LAM,R12_CHN,loil_piped_exp_chn,loil_piped_imp,0
R12_LAM,R12_EEU,loil_piped_exp_eeu,loil_piped_imp,0
R12_LAM,R12_FSU,loil_piped_exp_fsu,loil_piped_imp,0
R12_LAM,R12_MEA,loil_piped_exp_mea,loil_piped_imp,0
R12_LAM,R12_NAM,loil_piped_exp_nam,loil_piped_imp,1
R12_LAM,R12_PAO,loil_piped_exp_pao,loil_piped_imp,0
R12_LAM,R12_PAS,loil_piped_exp_pas,loil_piped_imp,0
R12_LAM,R12_SAS,loil_piped_exp_sas,loil_piped_imp,0
R12_LAM,R12_WEU,loil_piped_exp_weu,loil_piped_imp,0
R12_MEA,R12_AFR,loil_piped_exp_afr,loil_piped_imp,1
R12_MEA,R12_RCPA,loil_piped_exp_rcpa,loil_piped_imp,0
R12_MEA,R12_CHN,loil_piped_exp_chn,loil_piped_imp,1
R12_MEA,R12_EEU,loil_piped_exp_eeu,loil_piped_imp,1
R12_MEA,R12_FSU,loil_piped_exp_fsu,loil_piped_imp,1
R12_MEA,R12_LAM,loil_piped_exp_lam,loil_piped_imp,0
R12_MEA,R12_NAM,loil_piped_exp_nam,loil_piped_imp,0
R12_MEA,R12_PAO,loil_piped_exp_pao,loil_piped_imp,0
R12_MEA,R12_PAS,loil_piped_exp_pas,loil_piped_imp,0
R12_MEA,R12_SAS,loil_piped_exp_sas,loil_piped_imp,1
R12_MEA,R12_WEU,loil_piped_exp_weu,loil_piped_imp,1
R12_NAM,R12_AFR,loil_piped_exp_afr,loil_piped_imp,0
R12_NAM,R12_RCPA,loil_piped_exp_rcpa,loil_piped_imp,0
R12_NAM,R12_CHN,loil_piped_exp_chn,loil_piped_imp,0
R12_NAM,R12_EEU,loil_piped_exp_eeu,loil_piped_imp,0
R12_NAM,R12_FSU,loil_piped_exp_fsu,loil_piped_imp,0
R12_NAM,R12_LAM,loil_piped_exp_lam,loil_piped_imp,1
R12_NAM,R12_MEA,loil_piped_exp_mea,loil_piped_imp,0
R12_NAM,R12_PAO,loil_piped_exp_pao,loil_piped_imp,0
R12_NAM,R12_PAS,loil_piped_exp_pas,loil_piped_imp,0
R12_NAM,R12_SAS,loil_piped_exp_sas,loil_piped_imp,0
R12_NAM,R12_WEU,loil_piped_exp_weu,loil_piped_imp,0
R12_PAO,R12_AFR,loil_piped_exp_afr,loil_piped_imp,0
R12_PAO,R12_RCPA,loil_piped_exp_rcpa,loil_piped_imp,0
R12_PAO,R12_CHN,loil_piped_exp_chn,loil_piped_imp,0
R12_PAO,R12_EEU,loil_piped_exp_eeu,loil_piped_imp,0
R12_PAO,R12_FSU,loil_piped_exp_fsu,loil_piped_imp,0
R12_PAO,R12_LAM,loil_piped_exp_lam,loil_piped_imp,0
R12_PAO,R12_MEA,loil_piped_exp_mea,loil_piped_imp,0
R12_PAO,R12_NAM,loil_piped_exp_nam,loil_piped_imp,0
R12_PAO,R12_PAS,loil_piped_exp_pas,loil_piped_imp,0
R12_PAO,R12_SAS,loil_piped_exp_sas,loil_piped_imp,0
R12_PAO,R12_WEU,loil_piped_exp_weu,loil_piped_imp,0
R12_PAS,R12_AFR,loil_piped_exp_afr,loil_piped_imp,0
R12_PAS,R12_RCPA,loil_piped_exp_rcpa,loil_piped_imp,1
R12_PAS,R12_CHN,loil_piped_exp_chn,loil_piped_imp,1
R12_PAS,R12_EEU,loil_piped_exp_eeu,loil_piped_imp,0
R12_PAS,R12_FSU,loil_piped_exp_fsu,loil_piped_imp,1
R12_PAS,R12_LAM,loil_piped_exp_lam,loil_piped_imp,0
R12_PAS,R12_MEA,loil_piped_exp_mea,loil_piped_imp,0
R12_PAS,R12_NAM,loil_piped_exp_nam,loil_piped_imp,0
R12_PAS,R12_PAO,loil_piped_exp_pao,loil_piped_imp,0
R12_PAS,R12_SAS,loil_piped_exp_sas,loil_piped_imp,0
R12_PAS,R12_WEU,loil_piped_exp_weu,loil_piped_imp,0
R12_SAS,R12_AFR,loil_piped_exp_afr,loil_piped_imp,0
R12_SAS,R12_RCPA,loil_piped_exp_rcpa,loil_piped_imp,0
R12_SAS,R12_CHN,loil_piped_exp_chn,loil_piped_imp,0
R12_SAS,R12_EEU,loil_piped_exp_eeu,loil_piped_imp,0
R12_SAS,R12_FSU,loil_piped_exp_fsu,loil_piped_imp,1
R12_SAS,R12_LAM,loil_piped_exp_lam,loil_piped_imp,0
R12_SAS,R12_MEA,loil_piped_exp_mea,loil_piped_imp,1
R12_SAS,R12_NAM,loil_piped_exp_nam,loil_piped_imp,0
R12_SAS,R12_PAO,loil_piped_exp_pao,loil_piped_imp,0
R12_SAS,R12_PAS,loil_piped_exp_pas,loil_piped_imp,1
R12_SAS,R12_WEU,loil_piped_exp_weu,loil_piped_imp,0
R12_WEU,R12_AFR,loil_piped_exp_afr,loil_piped_imp,1
R12_WEU,R12_RCPA,loil_piped_exp_rcpa,loil_piped_imp,0
R12_WEU,R12_CHN,loil_piped_exp_chn,loil_piped_imp,0
R12_WEU,R12_EEU,loil_piped_exp_eeu,loil_piped_imp,1
R12_WEU,R12_FSU,loil_piped_exp_fsu,loil_piped_imp,1
R12_WEU,R12_LAM,loil_piped_exp_lam,loil_piped_imp,0
R12_WEU,R12_MEA,loil_piped_exp_mea,loil_piped_imp,1
R12_WEU,R12_NAM,loil_piped_exp_nam,loil_piped_imp,0
R12_WEU,R12_PAO,loil_piped_exp_pao,loil_piped_imp,0
R12_WEU,R12_PAS,loil_piped_exp_pas,loil_piped_imp,0
R12_WEU,R12_SAS,loil_piped_exp_sas,loil_piped_imp,0
