# Disutility costs
#
# Source:
# - Duplicated manually from corresponding R12 data as of 2025-04-07.
#
# Units: kUSD / vehicle
#
node,     consumer_group, technology, year, value
Austria,  RULMM,          ICE_conv,   2060,   0.0
Austria,  RULMM,          ICE_conv,   2070,   0.0
Austria,  RULMM,          ICE_conv,   2080,   0.0
Austria,  RULMM,          ICE_conv,   2090,   0.0
Austria,  RULMM,          ICE_conv,   2100,   0.0
Austria,  RULMM,          ICE_nga,    2020,  13.749
Austria,  RULMM,          ICE_nga,    2030,  13.224
Austria,  RULMM,          ICE_nga,    2040,  13.346
Austria,  RULMM,          ICE_nga,    2050,  13.175
Austria,  RULMM,          ICE_nga,    2060,  13.003
Austria,  RULMM,          ICE_nga,    2070,  12.982
Austria,  RULMM,          ICE_nga,    2080,  12.971
Austria,  RULMM,          ICE_nga,    2090,  12.947
Austria,  RULMM,          ICE_nga,    2100,  12.935
Austria,  RULMM,          ICH_chyb,   2020,   0.128
Austria,  RULMM,          ICH_chyb,   2030,  -0.291
Austria,  RULMM,          ICH_chyb,   2040,  -0.475
Austria,  RULMM,          ICH_chyb,   2050,  -0.268
Austria,  RULMM,          ICH_chyb,   2060,  -0.369
Austria,  RULMM,          ICH_chyb,   2070,  -0.381
Austria,  RULMM,          ICH_chyb,   2080,  -0.388
Austria,  RULMM,          ICH_chyb,   2090,  -0.402
Austria,  RULMM,          ICH_chyb,   2100,  -0.41
Austria,  RULMM,          IGH_ghyb,   2020,  13.811
Austria,  RULMM,          IGH_ghyb,   2030,  13.037
Austria,  RULMM,          IGH_ghyb,   2040,  13.255
Austria,  RULMM,          IGH_ghyb,   2050,  13.178
Austria,  RULMM,          IGH_ghyb,   2060,  13.022
Austria,  RULMM,          IGH_ghyb,   2070,  13.003
Austria,  RULMM,          IGH_ghyb,   2080,  12.993
Austria,  RULMM,          IGH_ghyb,   2090,  12.971
Austria,  RULMM,          IGH_ghyb,   2100,  12.96
Austria,  RULMM,          PHEV_ptrp,  2020,   8.658
Austria,  RULMM,          PHEV_ptrp,  2030,  11.498
Austria,  RULMM,          PHEV_ptrp,  2040,  11.08
Austria,  RULMM,          PHEV_ptrp,  2050,  11.155
Austria,  RULMM,          PHEV_ptrp,  2060,  10.712
Austria,  RULMM,          PHEV_ptrp,  2070,  10.658
Austria,  RULMM,          PHEV_ptrp,  2080,  10.628
Austria,  RULMM,          PHEV_ptrp,  2090,  10.566
Austria,  RULMM,          PHEV_ptrp,  2100,  10.534
Austria,  SUEAA,          ELC_100,    2020,   1.593
Austria,  SUEAA,          ELC_100,    2030,   4.851
Austria,  SUEAA,          ELC_100,    2040,   4.773
Austria,  SUEAA,          ELC_100,    2050,   4.914
Austria,  SUEAA,          ELC_100,    2060,   4.791
Austria,  SUEAA,          ELC_100,    2070,   4.742
Austria,  SUEAA,          ELC_100,    2080,   4.67
Austria,  SUEAA,          ELC_100,    2090,   4.615
Austria,  SUEAA,          ELC_100,    2100,   4.586
Austria,  SUEAA,          HFC_ptrp,   2020,  33.504
Austria,  SUEAA,          HFC_ptrp,   2030,  33.276
Austria,  SUEAA,          HFC_ptrp,   2040,  33.401
Austria,  SUEAA,          HFC_ptrp,   2050,  33.613
Austria,  SUEAA,          HFC_ptrp,   2060,  33.517
Austria,  SUEAA,          HFC_ptrp,   2070,  33.478
Austria,  SUEAA,          HFC_ptrp,   2080,  33.422
Austria,  SUEAA,          HFC_ptrp,   2090,  33.379
Austria,  SUEAA,          HFC_ptrp,   2100,  33.357
Austria,  SUEAA,          IAHe_ptrp,  2020,  -0.483
Austria,  SUEAA,          IAHe_ptrp,  2030,  -0.559
Austria,  SUEAA,          IAHe_ptrp,  2040,  -0.763
Austria,  SUEAA,          IAHe_ptrp,  2050,  -0.396
Austria,  SUEAA,          IAHe_ptrp,  2060,  -0.426
Austria,  SUEAA,          IAHe_ptrp,  2070,  -0.438
Austria,  SUEAA,          IAHe_ptrp,  2080,  -0.455
Austria,  SUEAA,          IAHe_ptrp,  2090,  -0.468
Austria,  SUEAA,          IAHe_ptrp,  2100,  -0.475
Austria,  SUEAA,          IAHm_ptrp,  2020,  -0.483
Austria,  SUEAA,          IAHm_ptrp,  2030,  -0.559
Austria,  SUEAA,          IAHm_ptrp,  2040,  -0.763
Austria,  SUEAA,          IAHm_ptrp,  2050,  -0.396
Austria,  SUEAA,          IAHm_ptrp,  2060,  -0.426
Austria,  SUEAA,          IAHm_ptrp,  2070,  -0.438
Austria,  SUEAA,          IAHm_ptrp,  2080,  -0.455
Austria,  SUEAA,          IAHm_ptrp,  2090,  -0.468
Austria,  SUEAA,          IAHm_ptrp,  2100,  -0.475
Austria,  SUEAA,          ICAe_ffv,   2020,   0.0
Austria,  SUEAA,          ICAe_ffv,   2030,   0.0
Austria,  SUEAA,          ICAe_ffv,   2040,   0.0
Austria,  SUEAA,          ICAe_ffv,   2050,   0.0
Austria,  SUEAA,          ICAe_ffv,   2060,   0.0
Austria,  SUEAA,          ICAe_ffv,   2070,   0.0
Austria,  SUEAA,          ICAe_ffv,   2080,   0.0
Austria,  SUEAA,          ICAe_ffv,   2090,   0.0
Austria,  SUEAA,          ICAe_ffv,   2100,   0.0
Austria,  SUEAA,          ICAm_ptrp,  2020,   0.0
Austria,  SUEAA,          ICAm_ptrp,  2030,   0.0
Austria,  SUEAA,          ICAm_ptrp,  2040,   0.0
Austria,  SUEAA,          ICAm_ptrp,  2050,   0.0
Austria,  SUEAA,          ICAm_ptrp,  2060,   0.0
Austria,  SUEAA,          ICAm_ptrp,  2070,   0.0
Austria,  SUEAA,          ICAm_ptrp,  2080,   0.0
Austria,  SUEAA,          ICAm_ptrp,  2090,   0.0
Austria,  SUEAA,          ICAm_ptrp,  2100,   0.0
Austria,  SUEAA,          ICE_L_ptrp, 2020,   0.145
Austria,  SUEAA,          ICE_L_ptrp, 2030,   0.29
Austria,  SUEAA,          ICE_L_ptrp, 2040,   0.351
Austria,  SUEAA,          ICE_L_ptrp, 2050,   0.394
Austria,  SUEAA,          ICE_L_ptrp, 2060,   0.424
Austria,  SUEAA,          ICE_L_ptrp, 2070,   0.435
Austria,  SUEAA,          ICE_L_ptrp, 2080,   0.452
Austria,  SUEAA,          ICE_L_ptrp, 2090,   0.466
Austria,  SUEAA,          ICE_L_ptrp, 2100,   0.472
Austria,  SUEAA,          ICE_conv,   2020,   0.0
Austria,  SUEAA,          ICE_conv,   2030,   0.0
Austria,  SUEAA,          ICE_conv,   2040,   0.0
Austria,  SUEAA,          ICE_conv,   2050,   0.0
Austria,  SUEAA,          ICE_conv,   2060,   0.0
Austria,  SUEAA,          ICE_conv,   2070,   0.0
Austria,  SUEAA,          ICE_conv,   2080,   0.0
Austria,  SUEAA,          ICE_conv,   2090,   0.0
Austria,  SUEAA,          ICE_conv,   2100,   0.0
Austria,  SUEAA,          ICE_nga,    2020,   9.032
Austria,  SUEAA,          ICE_nga,    2030,   8.699
Austria,  SUEAA,          ICE_nga,    2040,   9.023
Austria,  SUEAA,          ICE_nga,    2050,   8.806
Austria,  SUEAA,          ICE_nga,    2060,   8.756
Austria,  SUEAA,          ICE_nga,    2070,   8.735
Austria,  SUEAA,          ICE_nga,    2080,   8.707
Austria,  SUEAA,          ICE_nga,    2090,   8.684
Austria,  SUEAA,          ICE_nga,    2100,   8.672
Austria,  SUEAA,          ICH_chyb,   2020,  -0.483
Austria,  SUEAA,          ICH_chyb,   2030,  -0.559
Austria,  SUEAA,          ICH_chyb,   2040,  -0.763
Austria,  SUEAA,          ICH_chyb,   2050,  -0.396
Austria,  SUEAA,          ICH_chyb,   2060,  -0.426
Austria,  SUEAA,          ICH_chyb,   2070,  -0.438
Austria,  SUEAA,          ICH_chyb,   2080,  -0.455
Austria,  SUEAA,          ICH_chyb,   2090,  -0.468
Austria,  SUEAA,          ICH_chyb,   2100,  -0.475
Austria,  SUEAA,          IGH_ghyb,   2020,   8.179
Austria,  SUEAA,          IGH_ghyb,   2030,   7.948
Austria,  SUEAA,          IGH_ghyb,   2040,   8.472
Austria,  SUEAA,          IGH_ghyb,   2050,   8.4
Austria,  SUEAA,          IGH_ghyb,   2060,   8.355
Austria,  SUEAA,          IGH_ghyb,   2070,   8.337
Austria,  SUEAA,          IGH_ghyb,   2080,   8.311
Austria,  SUEAA,          IGH_ghyb,   2090,   8.29
Austria,  SUEAA,          IGH_ghyb,   2100,   8.28
Austria,  SUEAA,          PHEV_ptrp,  2020,   1.685
Austria,  SUEAA,          PHEV_ptrp,  2030,   4.47
Austria,  SUEAA,          PHEV_ptrp,  2040,   4.062
Austria,  SUEAA,          PHEV_ptrp,  2050,   4.332
Austria,  SUEAA,          PHEV_ptrp,  2060,   4.203
Austria,  SUEAA,          PHEV_ptrp,  2070,   4.151
Austria,  SUEAA,          PHEV_ptrp,  2080,   4.076
Austria,  SUEAA,          PHEV_ptrp,  2090,   4.018
Austria,  SUEAA,          PHEV_ptrp,  2100,   3.988
Austria,  SUEAF,          ELC_100,    2020,   3.616
Austria,  SUEAF,          ELC_100,    2030,   6.874
Austria,  SUEAF,          ELC_100,    2040,   6.796
Austria,  SUEAF,          ELC_100,    2050,   6.938
Austria,  SUEAF,          ELC_100,    2060,   6.815
Austria,  SUEAF,          ELC_100,    2070,   6.765
Austria,  SUEAF,          ELC_100,    2080,   6.694
Austria,  SUEAF,          ELC_100,    2090,   6.638
Austria,  SUEAF,          ELC_100,    2100,   6.61
Austria,  SUEAF,          HFC_ptrp,   2020,  56.223
Austria,  SUEAF,          HFC_ptrp,   2030,  55.995
Austria,  SUEAF,          HFC_ptrp,   2040,  56.12
Austria,  SUEAF,          HFC_ptrp,   2050,  56.332
Austria,  SUEAF,          HFC_ptrp,   2060,  56.236
Austria,  SUEAF,          HFC_ptrp,   2070,  56.197
Austria,  SUEAF,          HFC_ptrp,   2080,  56.141
Austria,  SUEAF,          HFC_ptrp,   2090,  56.097
Austria,  SUEAF,          HFC_ptrp,   2100,  56.075
Austria,  SUEAF,          IAHe_ptrp,  2020,  -0.483
Austria,  SUEAF,          IAHe_ptrp,  2030,  -0.559
Austria,  SUEAF,          IAHe_ptrp,  2040,  -0.763
Austria,  SUEAF,          IAHe_ptrp,  2050,  -0.396
Austria,  SUEAF,          IAHe_ptrp,  2060,  -0.426
Austria,  SUEAF,          IAHe_ptrp,  2070,  -0.438
Austria,  SUEAF,          IAHe_ptrp,  2080,  -0.455
Austria,  SUEAF,          IAHe_ptrp,  2090,  -0.468
Austria,  SUEAF,          IAHe_ptrp,  2100,  -0.475
Austria,  SUEAF,          IAHm_ptrp,  2020,  -0.483
Austria,  SUEAF,          IAHm_ptrp,  2030,  -0.559
Austria,  SUEAF,          IAHm_ptrp,  2040,  -0.763
Austria,  SUEAF,          IAHm_ptrp,  2050,  -0.396
Austria,  SUEAF,          IAHm_ptrp,  2060,  -0.426
Austria,  SUEAF,          IAHm_ptrp,  2070,  -0.438
Austria,  SUEAF,          IAHm_ptrp,  2080,  -0.455
Austria,  SUEAF,          IAHm_ptrp,  2090,  -0.468
Austria,  SUEAF,          IAHm_ptrp,  2100,  -0.475
Austria,  SUEAF,          ICAe_ffv,   2020,   0.0
Austria,  SUEAF,          ICAe_ffv,   2030,   0.0
Austria,  SUEAF,          ICAe_ffv,   2040,   0.0
Austria,  SUEAF,          ICAe_ffv,   2050,   0.0
Austria,  SUEAF,          ICAe_ffv,   2060,   0.0
Austria,  SUEAF,          ICAe_ffv,   2070,   0.0
Austria,  SUEAF,          ICAe_ffv,   2080,   0.0
Austria,  SUEAF,          ICAe_ffv,   2090,   0.0
Austria,  SUEAF,          ICAe_ffv,   2100,   0.0
Austria,  SUEAF,          ICAm_ptrp,  2020,   0.0
Austria,  SUEAF,          ICAm_ptrp,  2030,   0.0
Austria,  SUEAF,          ICAm_ptrp,  2040,   0.0
Austria,  SUEAF,          ICAm_ptrp,  2050,   0.0
Austria,  SUEAF,          ICAm_ptrp,  2060,   0.0
Austria,  SUEAF,          ICAm_ptrp,  2070,   0.0
Austria,  SUEAF,          ICAm_ptrp,  2080,   0.0
Austria,  SUEAF,          ICAm_ptrp,  2090,   0.0
Austria,  SUEAF,          ICAm_ptrp,  2100,   0.0
Austria,  SUEAF,          ICE_L_ptrp, 2020,   0.145
Austria,  SUEAF,          ICE_L_ptrp, 2030,   0.29
Austria,  SUEAF,          ICE_L_ptrp, 2040,   0.351
Austria,  SUEAF,          ICE_L_ptrp, 2050,   0.394
Austria,  SUEAF,          ICE_L_ptrp, 2060,   0.424
Austria,  SUEAF,          ICE_L_ptrp, 2070,   0.435
Austria,  SUEAF,          ICE_L_ptrp, 2080,   0.452
Austria,  SUEAF,          ICE_L_ptrp, 2090,   0.466
Austria,  SUEAF,          ICE_L_ptrp, 2100,   0.472
Austria,  SUEAF,          ICE_conv,   2020,   0.0
Austria,  SUEAF,          ICE_conv,   2030,   0.0
Austria,  SUEAF,          ICE_conv,   2040,   0.0
Austria,  SUEAF,          ICE_conv,   2050,   0.0
Austria,  SUEAF,          ICE_conv,   2060,   0.0
Austria,  SUEAF,          ICE_conv,   2070,   0.0
Austria,  SUEAF,          ICE_conv,   2080,   0.0
Austria,  SUEAF,          ICE_conv,   2090,   0.0
Austria,  SUEAF,          ICE_conv,   2100,   0.0
Austria,  SUEAF,          ICE_nga,    2020,  12.387
Austria,  SUEAF,          ICE_nga,    2030,  12.053
Austria,  SUEAF,          ICE_nga,    2040,  12.377
Austria,  SUEAF,          ICE_nga,    2050,  12.16
Austria,  SUEAF,          ICE_nga,    2060,  12.11
Austria,  SUEAF,          ICE_nga,    2070,  12.09
Austria,  SUEAF,          ICE_nga,    2080,  12.061
Austria,  SUEAF,          ICE_nga,    2090,  12.039
Austria,  SUEAF,          ICE_nga,    2100,  12.027
Austria,  SUEAF,          ICH_chyb,   2020,  -0.483
Austria,  SUEAF,          ICH_chyb,   2030,  -0.559
Austria,  SUEAF,          ICH_chyb,   2040,  -0.763
Austria,  SUEAF,          ICH_chyb,   2050,  -0.396
Austria,  SUEAF,          ICH_chyb,   2060,  -0.426
Austria,  SUEAF,          ICH_chyb,   2070,  -0.438
Austria,  SUEAF,          ICH_chyb,   2080,  -0.455
Austria,  SUEAF,          ICH_chyb,   2090,  -0.468
Austria,  SUEAF,          ICH_chyb,   2100,  -0.475
Austria,  SUEAF,          IGH_ghyb,   2020,  11.178
Austria,  SUEAF,          IGH_ghyb,   2030,  10.947
Austria,  SUEAF,          IGH_ghyb,   2040,  11.471
Austria,  SUEAF,          IGH_ghyb,   2050,  11.399
Austria,  SUEAF,          IGH_ghyb,   2060,  11.353
Austria,  SUEAF,          IGH_ghyb,   2070,  11.335
Austria,  SUEAF,          IGH_ghyb,   2080,  11.309
Austria,  SUEAF,          IGH_ghyb,   2090,  11.288
Austria,  SUEAF,          IGH_ghyb,   2100,  11.278
Austria,  SUEAF,          PHEV_ptrp,  2020,   1.685
Austria,  SUEAF,          PHEV_ptrp,  2030,   4.47
Austria,  SUEAF,          PHEV_ptrp,  2040,   4.062
Austria,  SUEAF,          PHEV_ptrp,  2050,   4.332
Austria,  SUEAF,          PHEV_ptrp,  2060,   4.203
Austria,  SUEAF,          PHEV_ptrp,  2070,   4.151
Austria,  SUEAF,          PHEV_ptrp,  2080,   4.076
Austria,  SUEAF,          PHEV_ptrp,  2090,   4.018
Austria,  SUEAF,          PHEV_ptrp,  2100,   3.988
Austria,  SUEAM,          ELC_100,    2020,   1.121
Austria,  SUEAM,          ELC_100,    2030,   4.379
Austria,  SUEAM,          ELC_100,    2040,   4.301
Austria,  SUEAM,          ELC_100,    2050,   4.443
Austria,  SUEAM,          ELC_100,    2060,   4.319
Austria,  SUEAM,          ELC_100,    2070,   4.27
Austria,  SUEAM,          ELC_100,    2080,   4.199
Austria,  SUEAM,          ELC_100,    2090,   4.143
Austria,  SUEAM,          ELC_100,    2100,   4.114
Austria,  SUEAM,          HFC_ptrp,   2020,  19.739
Austria,  SUEAM,          HFC_ptrp,   2030,  19.511
Austria,  SUEAM,          HFC_ptrp,   2040,  19.636
Austria,  SUEAM,          HFC_ptrp,   2050,  19.848
Austria,  SUEAM,          HFC_ptrp,   2060,  19.752
Austria,  SUEAM,          HFC_ptrp,   2070,  19.713
Austria,  SUEAM,          HFC_ptrp,   2080,  19.657
Austria,  SUEAM,          HFC_ptrp,   2090,  19.613
Austria,  SUEAM,          HFC_ptrp,   2100,  19.591
Austria,  SUEAM,          IAHe_ptrp,  2020,  -0.483
Austria,  SUEAM,          IAHe_ptrp,  2030,  -0.559
Austria,  SUEAM,          IAHe_ptrp,  2040,  -0.763
Austria,  SUEAM,          IAHe_ptrp,  2050,  -0.396
Austria,  SUEAM,          IAHe_ptrp,  2060,  -0.426
Austria,  SUEAM,          IAHe_ptrp,  2070,  -0.438
Austria,  SUEAM,          IAHe_ptrp,  2080,  -0.455
Austria,  SUEAM,          IAHe_ptrp,  2090,  -0.468
Austria,  SUEAM,          IAHe_ptrp,  2100,  -0.475
Austria,  SUEAM,          IAHm_ptrp,  2020,  -0.483
Austria,  SUEAM,          IAHm_ptrp,  2030,  -0.559
Austria,  SUEAM,          IAHm_ptrp,  2040,  -0.763
Austria,  SUEAM,          IAHm_ptrp,  2050,  -0.396
Austria,  SUEAM,          IAHm_ptrp,  2060,  -0.426
Austria,  SUEAM,          IAHm_ptrp,  2070,  -0.438
Austria,  SUEAM,          IAHm_ptrp,  2080,  -0.455
Austria,  SUEAM,          IAHm_ptrp,  2090,  -0.468
Austria,  SUEAM,          IAHm_ptrp,  2100,  -0.475
Austria,  SUEAM,          ICAe_ffv,   2020,   0.0
Austria,  SUEAM,          ICAe_ffv,   2030,   0.0
Austria,  SUEAM,          ICAe_ffv,   2040,   0.0
Austria,  SUEAM,          ICAe_ffv,   2050,   0.0
Austria,  SUEAM,          ICAe_ffv,   2060,   0.0
Austria,  SUEAM,          ICAe_ffv,   2070,   0.0
Austria,  SUEAM,          ICAe_ffv,   2080,   0.0
Austria,  SUEAM,          ICAe_ffv,   2090,   0.0
Austria,  SUEAM,          ICAe_ffv,   2100,   0.0
Austria,  SUEAM,          ICAm_ptrp,  2020,   0.0
Austria,  SUEAM,          ICAm_ptrp,  2030,   0.0
Austria,  SUEAM,          ICAm_ptrp,  2040,   0.0
Austria,  SUEAM,          ICAm_ptrp,  2050,   0.0
Austria,  SUEAM,          ICAm_ptrp,  2060,   0.0
Austria,  SUEAM,          ICAm_ptrp,  2070,   0.0
Austria,  SUEAM,          ICAm_ptrp,  2080,   0.0
Austria,  SUEAM,          ICAm_ptrp,  2090,   0.0
Austria,  SUEAM,          ICAm_ptrp,  2100,   0.0
Austria,  SUEAM,          ICE_L_ptrp, 2020,   0.145
Austria,  SUEAM,          ICE_L_ptrp, 2030,   0.29
Austria,  SUEAM,          ICE_L_ptrp, 2040,   0.351
Austria,  SUEAM,          ICE_L_ptrp, 2050,   0.394
Austria,  SUEAM,          ICE_L_ptrp, 2060,   0.424
Austria,  SUEAM,          ICE_L_ptrp, 2070,   0.435
Austria,  SUEAM,          ICE_L_ptrp, 2080,   0.452
Austria,  SUEAM,          ICE_L_ptrp, 2090,   0.466
Austria,  SUEAM,          ICE_L_ptrp, 2100,   0.472
Austria,  SUEAM,          ICE_conv,   2020,   0.0
Austria,  SUEAM,          ICE_conv,   2030,   0.0
Austria,  SUEAM,          ICE_conv,   2040,   0.0
Austria,  SUEAM,          ICE_conv,   2050,   0.0
Austria,  SUEAM,          ICE_conv,   2060,   0.0
Austria,  SUEAM,          ICE_conv,   2070,   0.0
Austria,  SUEAM,          ICE_conv,   2080,   0.0
Austria,  SUEAM,          ICE_conv,   2090,   0.0
Austria,  SUEAM,          ICE_conv,   2100,   0.0
Austria,  SUEAM,          ICE_nga,    2020,   7.0
Austria,  SUEAM,          ICE_nga,    2030,   6.666
Austria,  SUEAM,          ICE_nga,    2040,   6.99
Austria,  SUEAM,          ICE_nga,    2050,   6.773
Austria,  SUEAM,          ICE_nga,    2060,   6.723
Austria,  SUEAM,          ICE_nga,    2070,   6.703
Austria,  SUEAM,          ICE_nga,    2080,   6.674
Austria,  SUEAM,          ICE_nga,    2090,   6.651
Austria,  SUEAM,          ICE_nga,    2100,   6.64
Austria,  SUEAM,          ICH_chyb,   2020,  -0.483
Austria,  SUEAM,          ICH_chyb,   2030,  -0.559
Austria,  SUEAM,          ICH_chyb,   2040,  -0.763
Austria,  SUEAM,          ICH_chyb,   2050,  -0.396
Austria,  SUEAM,          ICH_chyb,   2060,  -0.426
Austria,  SUEAM,          ICH_chyb,   2070,  -0.438
Austria,  SUEAM,          ICH_chyb,   2080,  -0.455
Austria,  SUEAM,          ICH_chyb,   2090,  -0.468
Austria,  SUEAM,          ICH_chyb,   2100,  -0.475
Austria,  SUEAM,          IGH_ghyb,   2020,   6.363
Austria,  SUEAM,          IGH_ghyb,   2030,   6.132
Austria,  SUEAM,          IGH_ghyb,   2040,   6.656
Austria,  SUEAM,          IGH_ghyb,   2050,   6.584
Austria,  SUEAM,          IGH_ghyb,   2060,   6.538
Austria,  SUEAM,          IGH_ghyb,   2070,   6.52
Austria,  SUEAM,          IGH_ghyb,   2080,   6.494
Austria,  SUEAM,          IGH_ghyb,   2090,   6.473
Austria,  SUEAM,          IGH_ghyb,   2100,   6.463
Austria,  SUEAM,          PHEV_ptrp,  2020,   1.685
Austria,  SUEAM,          PHEV_ptrp,  2030,   4.47
Austria,  SUEAM,          PHEV_ptrp,  2040,   4.062
Austria,  SUEAM,          PHEV_ptrp,  2050,   4.332
Austria,  SUEAM,          PHEV_ptrp,  2060,   4.203
Austria,  SUEAM,          PHEV_ptrp,  2070,   4.151
Austria,  SUEAM,          PHEV_ptrp,  2080,   4.076
Austria,  SUEAM,          PHEV_ptrp,  2090,   4.018
Austria,  SUEAM,          PHEV_ptrp,  2100,   3.988
Austria,  SUEMA,          ELC_100,    2020,   4.811
Austria,  SUEMA,          ELC_100,    2030,   8.509
Austria,  SUEMA,          ELC_100,    2040,   8.431
Austria,  SUEMA,          ELC_100,    2050,   8.572
Austria,  SUEMA,          ELC_100,    2060,   8.449
Austria,  SUEMA,          ELC_100,    2070,   8.4
Austria,  SUEMA,          ELC_100,    2080,   8.328
Austria,  SUEMA,          ELC_100,    2090,   8.272
Austria,  SUEMA,          ELC_100,    2100,   8.244
Austria,  SUEMA,          HFC_ptrp,   2020,  36.662
Austria,  SUEMA,          HFC_ptrp,   2030,  36.434
Austria,  SUEMA,          HFC_ptrp,   2040,  36.559
Austria,  SUEMA,          HFC_ptrp,   2050,  36.771
Austria,  SUEMA,          HFC_ptrp,   2060,  36.675
Austria,  SUEMA,          HFC_ptrp,   2070,  36.636
Austria,  SUEMA,          HFC_ptrp,   2080,  36.58
Austria,  SUEMA,          HFC_ptrp,   2090,  36.537
Austria,  SUEMA,          HFC_ptrp,   2100,  36.515
Austria,  SUEMA,          IAHe_ptrp,  2020,  -0.483
Austria,  SUEMA,          IAHe_ptrp,  2030,  -0.559
Austria,  SUEMA,          IAHe_ptrp,  2040,  -0.763
Austria,  SUEMA,          IAHe_ptrp,  2050,  -0.396
Austria,  SUEMA,          IAHe_ptrp,  2060,  -0.426
Austria,  SUEMA,          IAHe_ptrp,  2070,  -0.438
Austria,  SUEMA,          IAHe_ptrp,  2080,  -0.455
Austria,  SUEMA,          IAHe_ptrp,  2090,  -0.468
Austria,  SUEMA,          IAHe_ptrp,  2100,  -0.475
Austria,  SUEMA,          IAHm_ptrp,  2020,  -0.483
Austria,  SUEMA,          IAHm_ptrp,  2030,  -0.559
Austria,  SUEMA,          IAHm_ptrp,  2040,  -0.763
Austria,  SUEMA,          IAHm_ptrp,  2050,  -0.396
Austria,  SUEMA,          IAHm_ptrp,  2060,  -0.426
Austria,  SUEMA,          IAHm_ptrp,  2070,  -0.438
Austria,  SUEMA,          IAHm_ptrp,  2080,  -0.455
Austria,  SUEMA,          IAHm_ptrp,  2090,  -0.468
Austria,  SUEMA,          IAHm_ptrp,  2100,  -0.475
Austria,  SUEMA,          ICAe_ffv,   2020,   0.0
Austria,  SUEMA,          ICAe_ffv,   2030,   0.0
Austria,  SUEMA,          ICAe_ffv,   2040,   0.0
Austria,  SUEMA,          ICAe_ffv,   2050,   0.0
Austria,  SUEMA,          ICAe_ffv,   2060,   0.0
Austria,  SUEMA,          ICAe_ffv,   2070,   0.0
Austria,  SUEMA,          ICAe_ffv,   2080,   0.0
Austria,  SUEMA,          ICAe_ffv,   2090,   0.0
Austria,  SUEMA,          ICAe_ffv,   2100,   0.0
Austria,  SUEMA,          ICAm_ptrp,  2020,   0.0
Austria,  SUEMA,          ICAm_ptrp,  2030,   0.0
Austria,  SUEMA,          ICAm_ptrp,  2040,   0.0
Austria,  SUEMA,          ICAm_ptrp,  2050,   0.0
Austria,  SUEMA,          ICAm_ptrp,  2060,   0.0
Austria,  SUEMA,          ICAm_ptrp,  2070,   0.0
Austria,  SUEMA,          ICAm_ptrp,  2080,   0.0
Austria,  SUEMA,          ICAm_ptrp,  2090,   0.0
Austria,  SUEMA,          ICAm_ptrp,  2100,   0.0
Austria,  SUEMA,          ICE_L_ptrp, 2020,   0.145
Austria,  SUEMA,          ICE_L_ptrp, 2030,   0.29
Austria,  SUEMA,          ICE_L_ptrp, 2040,   0.351
Austria,  SUEMA,          ICE_L_ptrp, 2050,   0.394
Austria,  SUEMA,          ICE_L_ptrp, 2060,   0.424
Austria,  SUEMA,          ICE_L_ptrp, 2070,   0.435
Austria,  SUEMA,          ICE_L_ptrp, 2080,   0.452
Austria,  SUEMA,          ICE_L_ptrp, 2090,   0.466
Austria,  SUEMA,          ICE_L_ptrp, 2100,   0.472
Austria,  SUEMA,          ICE_conv,   2020,   0.0
Austria,  SUEMA,          ICE_conv,   2030,   0.0
Austria,  SUEMA,          ICE_conv,   2040,   0.0
Austria,  SUEMA,          ICE_conv,   2050,   0.0
Austria,  SUEMA,          ICE_conv,   2060,   0.0
Austria,  SUEMA,          ICE_conv,   2070,   0.0
Austria,  SUEMA,          ICE_conv,   2080,   0.0
Austria,  SUEMA,          ICE_conv,   2090,   0.0
Austria,  SUEMA,          ICE_conv,   2100,   0.0
Austria,  SUEMA,          ICE_nga,    2020,  12.19
Austria,  SUEMA,          ICE_nga,    2030,  11.857
Austria,  SUEMA,          ICE_nga,    2040,  12.181
Austria,  SUEMA,          ICE_nga,    2050,  11.964
Austria,  SUEMA,          ICE_nga,    2060,  11.914
Austria,  SUEMA,          ICE_nga,    2070,  11.893
Austria,  SUEMA,          ICE_nga,    2080,  11.865
Austria,  SUEMA,          ICE_nga,    2090,  11.842
Austria,  SUEMA,          ICE_nga,    2100,  11.83
Austria,  SUEMA,          ICH_chyb,   2020,  -0.483
Austria,  SUEMA,          ICH_chyb,   2030,  -0.559
Austria,  SUEMA,          ICH_chyb,   2040,  -0.763
Austria,  SUEMA,          ICH_chyb,   2050,  -0.396
Austria,  SUEMA,          ICH_chyb,   2060,  -0.426
Austria,  SUEMA,          ICH_chyb,   2070,  -0.438
Austria,  SUEMA,          ICH_chyb,   2080,  -0.455
Austria,  SUEMA,          ICH_chyb,   2090,  -0.468
Austria,  SUEMA,          ICH_chyb,   2100,  -0.475
Austria,  SUEMA,          IGH_ghyb,   2020,  11.337
Austria,  SUEMA,          IGH_ghyb,   2030,  11.106
Austria,  SUEMA,          IGH_ghyb,   2040,  11.63
Austria,  SUEMA,          IGH_ghyb,   2050,  11.558
Austria,  SUEMA,          IGH_ghyb,   2060,  11.513
Austria,  SUEMA,          IGH_ghyb,   2070,  11.495
Austria,  SUEMA,          IGH_ghyb,   2080,  11.469
Austria,  SUEMA,          IGH_ghyb,   2090,  11.448
Austria,  SUEMA,          IGH_ghyb,   2100,  11.438
Austria,  SUEMA,          PHEV_ptrp,  2020,   4.403
