,exporter,model,region,supply_type,unit,year,fuel_type,scenario,value,ref_value,delta
57,R12_FSU,weu_security,R12_LAM,Imports,EJ/yr,2040,Gas,FSU2040,0.0,0.0,0.0
58,R12_FSU,weu_security,R12_LAM,Imports,EJ/yr,2045,Gas,FSU2040,0.0,0.0,0.0
59,R12_FSU,weu_security,R12_LAM,Imports,EJ/yr,2050,Gas,FSU2040,0.0,0.0,0.0
60,R12_FSU,weu_security,R12_LAM,Imports,EJ/yr,2055,Gas,FSU2040,0.0,0.0,0.0
61,R12_FSU,weu_security,R12_LAM,Imports,EJ/yr,2060,Gas,FSU2040,0.0,0.0,0.0
62,R12_FSU,weu_security,R12_LAM,Imports,EJ/yr,2070,Gas,FSU2040,0.0,0.0,0.0
63,R12_FSU,weu_security,R12_LAM,Imports,EJ/yr,2025,Gas,FSU2100,0.0032313867781529,0.0032313867781529,0.0
64,R12_FSU,weu_security,R12_LAM,Imports,EJ/yr,2030,Gas,FSU2100,0.0,0.0,0.0
65,R12_FSU,weu_security,R12_LAM,Imports,EJ/yr,2035,Gas,FSU2100,0.3485568192500001,0.3485568192500001,0.0
66,R12_FSU,weu_security,R12_LAM,Imports,EJ/yr,2040,Gas,FSU2100,0.0,0.0,0.0
67,R12_FSU,weu_security,R12_LAM,Imports,EJ/yr,2045,Gas,FSU2100,0.0,0.0,0.0
68,R12_FSU,weu_security,R12_LAM,Imports,EJ/yr,2050,Gas,FSU2100,0.0,0.0,0.0
69,R12_FSU,weu_security,R12_LAM,Imports,EJ/yr,2055,Gas,FSU2100,0.0,0.0,0.0
70,R12_FSU,weu_security,R12_LAM,Imports,EJ/yr,2060,Gas,FSU2100,0.0,0.0,0.0
71,R12_FSU,weu_security,R12_LAM,Imports,EJ/yr,2070,Gas,FSU2100,0.0,0.0,0.0
72,R12_FSU,weu_security,R12_MEA,Imports,EJ/yr,2025,Gas,FSU2040,0.0242498262436583,0.0242498262436583,0.0
73,R12_FSU,weu_security,R12_MEA,Imports,EJ/yr,2030,Gas,FSU2040,0.3530012975148023,0.0,0.3530012975148023
74,R12_FSU,weu_security,R12_MEA,Imports,EJ/yr,2035,Gas,FSU2040,0.7547534679595679,0.3282708532928,0.4264826146667679
75,R12_FSU,weu_security,R12_MEA,Imports,EJ/yr,2040,Gas,FSU2040,0.8085306609505519,0.724875094741328,0.08365556620922387
76,R12_FSU,weu_security,R12_MEA,Imports,EJ/yr,2045,Gas,FSU2040,1.3051065554504726,1.204037112194835,0.1010694432556376
77,R12_FSU,weu_security,R12_MEA,Imports,EJ/yr,2050,Gas,FSU2040,1.9050504858490136,1.7829422649273292,0.12210822092168439
78,R12_FSU,weu_security,R12_MEA,Imports,EJ/yr,2055,Gas,FSU2040,2.629879708549245,2.482353244205856,0.14752646434338912
79,R12_FSU,weu_security,R12_MEA,Imports,EJ/yr,2060,Gas,FSU2040,3.5055905466124195,3.327354736464799,0.17823581014762047
80,R12_FSU,weu_security,R12_MEA,Imports,EJ/yr,2070,Gas,FSU2040,5.731708484264864,5.475407378386096,0.25630110587876764
81,R12_FSU,weu_security,R12_MEA,Imports,EJ/yr,2025,Gas,FSU2100,0.0242498262436583,0.0242498262436583,0.0
82,R12_FSU,weu_security,R12_MEA,Imports,EJ/yr,2030,Gas,FSU2100,0.3530012975148023,0.0,0.3530012975148023
83,R12_FSU,weu_security,R12_MEA,Imports,EJ/yr,2035,Gas,FSU2100,0.7547534679595679,0.3282708532928,0.4264826146667679
84,R12_FSU,weu_security,R12_MEA,Imports,EJ/yr,2040,Gas,FSU2100,1.2401350155788025,0.724875094741328,0.5152599208374744
85,R12_FSU,weu_security,R12_MEA,Imports,EJ/yr,2045,Gas,FSU2100,1.8265543658673755,1.204037112194835,0.6225172536725405
86,R12_FSU,weu_security,R12_MEA,Imports,EJ/yr,2050,Gas,FSU2100,2.535043710136061,1.7829422649273292,0.7521014452087318
87,R12_FSU,weu_security,R12_MEA,Imports,EJ/yr,2055,Gas,FSU2100,3.391013334425,2.482353244205856,0.9086600902191444
88,R12_FSU,weu_security,R12_MEA,Imports,EJ/yr,2060,Gas,FSU2100,4.425162970735529,3.327354736464799,1.0978082342707296
89,R12_FSU,weu_security,R12_MEA,Imports,EJ/yr,2070,Gas,FSU2100,7.054043367715999,5.475407378386096,1.5786359893299027
90,R12_FSU,weu_security,R12_NAM,Imports,EJ/yr,2025,Gas,FSU2040,0.0,0.0,0.0
91,R12_FSU,weu_security,R12_NAM,Imports,EJ/yr,2030,Gas,FSU2040,0.0,0.0,0.0
92,R12_FSU,weu_security,R12_NAM,Imports,EJ/yr,2035,Gas,FSU2040,0.2458603018154255,0.2458603018154255,0.0
93,R12_FSU,weu_security,R12_NAM,Imports,EJ/yr,2040,Gas,FSU2040,0.0,0.0,0.0
94,R12_FSU,weu_security,R12_NAM,Imports,EJ/yr,2045,Gas,FSU2040,0.0,0.0,0.0
95,R12_FSU,weu_security,R12_NAM,Imports,EJ/yr,2050,Gas,FSU2040,0.3269112151028507,0.3381733396458149,-0.011262124542964214
96,R12_FSU,weu_security,R12_NAM,Imports,EJ/yr,2055,Gas,FSU2040,0.8561071169676294,0.873592276242193,-0.017485159274563622
97,R12_FSU,weu_security,R12_NAM,Imports,EJ/yr,2060,Gas,FSU2040,1.6777171601040035,1.7048639736284432,-0.027146813524439706
98,R12_FSU,weu_security,R12_NAM,Imports,EJ/yr,2070,Gas,FSU2040,2.8386,2.8386,0.0
99,R12_FSU,weu_security,R12_NAM,Imports,EJ/yr,2025,Gas,FSU2100,0.0,0.0,0.0
100,R12_FSU,weu_security,R12_NAM,Imports,EJ/yr,2030,Gas,FSU2100,0.0,0.0,0.0
101,R12_FSU,weu_security,R12_NAM,Imports,EJ/yr,2035,Gas,FSU2100,0.2458603018154255,0.2458603018154255,0.0
102,R12_FSU,weu_security,R12_NAM,Imports,EJ/yr,2040,Gas,FSU2100,0.0,0.0,0.0
103,R12_FSU,weu_security,R12_NAM,Imports,EJ/yr,2045,Gas,FSU2100,0.2629594084163961,0.0,0.2629594084163961
104,R12_FSU,weu_security,R12_NAM,Imports,EJ/yr,2050,Gas,FSU2100,0.7568179001291115,0.3381733396458149,0.4186445604832966
105,R12_FSU,weu_security,R12_NAM,Imports,EJ/yr,2055,Gas,FSU2100,1.5235643833303918,0.873592276242193,0.6499721070881987
106,R12_FSU,weu_security,R12_NAM,Imports,EJ/yr,2060,Gas,FSU2100,2.2078,1.7048639736284432,0.502936026371557
107,R12_FSU,weu_security,R12_NAM,Imports,EJ/yr,2070,Gas,FSU2100,2.8386,2.8386,0.0
108,R12_FSU,weu_security,R12_PAO,Imports,EJ/yr,2025,Gas,FSU2040,0.3434538105484761,0.3434538105484761,0.0
109,R12_FSU,weu_security,R12_PAO,Imports,EJ/yr,2030,Gas,FSU2040,0.0,0.0,0.0
110,R12_FSU,weu_security,R12_PAO,Imports,EJ/yr,2035,Gas,FSU2040,0.3485568192500001,0.3485568192500001,0.0
111,R12_FSU,weu_security,R12_PAO,Imports,EJ/yr,2040,Gas,FSU2040,0.8897132837848406,0.8897132837848406,0.0
112,R12_FSU,weu_security,R12_PAO,Imports,EJ/yr,2045,Gas,FSU2040,1.2616,1.2616,0.0
113,R12_FSU,weu_security,R12_PAO,Imports,EJ/yr,2050,Gas,FSU2040,1.577,1.577,0.0
114,R12_FSU,weu_security,R12_PAO,Imports,EJ/yr,2055,Gas,FSU2040,1.8924,1.8924,0.0
115,R12_FSU,weu_security,R12_PAO,Imports,EJ/yr,2060,Gas,FSU2040,2.2078,2.2078,0.0
116,R12_FSU,weu_security,R12_PAO,Imports,EJ/yr,2070,Gas,FSU2040,2.8386,2.8386,0.0
117,R12_FSU,weu_security,R12_PAO,Imports,EJ/yr,2025,Gas,FSU2100,0.3434538105484761,0.3434538105484761,0.0
118,R12_FSU,weu_security,R12_PAO,Imports,EJ/yr,2030,Gas,FSU2100,0.0,0.0,0.0
119,R12_FSU,weu_security,R12_PAO,Imports,EJ/yr,2035,Gas,FSU2100,0.3485568192500001,0.3485568192500001,0.0
120,R12_FSU,weu_security,R12_PAO,Imports,EJ/yr,2040,Gas,FSU2100,0.8897132837848406,0.8897132837848406,0.0
121,R12_FSU,weu_security,R12_PAO,Imports,EJ/yr,2045,Gas,FSU2100,1.2616,1.2616,0.0
122,R12_FSU,weu_security,R12_PAO,Imports,EJ/yr,2050,Gas,FSU2100,1.577,1.577,0.0
123,R12_FSU,weu_security,R12_PAO,Imports,EJ/yr,2055,Gas,FSU2100,1.8924,1.8924,0.0
124,R12_FSU,weu_security,R12_PAO,Imports,EJ/yr,2060,Gas,FSU2100,2.2078,2.2078,0.0
125,R12_FSU,weu_security,R12_PAO,Imports,EJ/yr,2070,Gas,FSU2100,2.8386,2.8386,0.0
126,R12_FSU,weu_security,R12_PAS,Imports,EJ/yr,2025,Gas,FSU2040,0.0990323100459468,0.0990323100459468,0.0
127,R12_FSU,weu_security,R12_PAS,Imports,EJ/yr,2030,Gas,FSU2040,0.3282708532928,0.3282708532928,0.0
128,R12_FSU,weu_security,R12_PAS,Imports,EJ/yr,2035,Gas,FSU2040,0.8690192234543289,0.8690192234543289,0.0
129,R12_FSU,weu_security,R12_PAS,Imports,EJ/yr,2040,Gas,FSU2040,1.204037112194835,1.204037112194835,0.0
130,R12_FSU,weu_security,R12_PAS,Imports,EJ/yr,2045,Gas,FSU2040,1.7829422649273292,1.7829422649273292,0.0
131,R12_FSU,weu_security,R12_PAS,Imports,EJ/yr,2050,Gas,FSU2040,2.482353244205856,2.482353244205856,0.0
132,R12_FSU,weu_security,R12_PAS,Imports,EJ/yr,2055,Gas,FSU2040,3.327354736464799,3.327354736464799,0.0
133,R12_FSU,weu_security,R12_PAS,Imports,EJ/yr,2060,Gas,FSU2040,4.34825309676276,4.34825309676276,0.0
134,R12_FSU,weu_security,R12_PAS,Imports,EJ/yr,2070,Gas,FSU2040,6.943447827258159,6.943447827258159,0.0
135,R12_FSU,weu_security,R12_PAS,Imports,EJ/yr,2025,Gas,FSU2100,0.0990323100459468,0.0990323100459468,0.0
136,R12_FSU,weu_security,R12_PAS,Imports,EJ/yr,2030,Gas,FSU2100,0.3282708532928,0.3282708532928,0.0
137,R12_FSU,weu_security,R12_PAS,Imports,EJ/yr,2035,Gas,FSU2100,0.8690192234543289,0.8690192234543289,0.0
138,R12_FSU,weu_security,R12_PAS,Imports,EJ/yr,2040,Gas,FSU2100,1.204037112194835,1.204037112194835,0.0
139,R12_FSU,weu_security,R12_PAS,Imports,EJ/yr,2045,Gas,FSU2100,1.7829422649273292,1.7829422649273292,0.0
140,R12_FSU,weu_security,R12_PAS,Imports,EJ/yr,2050,Gas,FSU2100,2.482353244205856,2.482353244205856,0.0
141,R12_FSU,weu_security,R12_PAS,Imports,EJ/yr,2055,Gas,FSU2100,3.327354736464799,3.327354736464799,0.0
142,R12_FSU,weu_security,R12_PAS,Imports,EJ/yr,2060,Gas,FSU2100,4.34825309676276,4.34825309676276,0.0
143,R12_FSU,weu_security,R12_PAS,Imports,EJ/yr,2070,Gas,FSU2100,6.943447827258159,6.943447827258159,0.0
144,R12_FSU,weu_security,R12_RCPA,Imports,EJ/yr,2025,Gas,FSU2040,0.0,0.0,0.0
145,R12_FSU,weu_security,R12_RCPA,Imports,EJ/yr,2030,Gas,FSU2040,0.3413323495328372,0.1170608516940312,0.224271497838806
146,R12_FSU,weu_security,R12_RCPA,Imports,EJ/yr,2035,Gas,FSU2040,0.6971064699624081,0.4834851033288722,0.21362136663353593
147,R12_FSU,weu_security,R12_RCPA,Imports,EJ/yr,2040,Gas,FSU2040,0.6104719216815875,0.4912860257343257,0.11918589594726176
148,R12_FSU,weu_security,R12_RCPA,Imports,EJ/yr,2045,Gas,FSU2040,1.0658195908537216,0.9218237673458548,0.14399582350786677
149,R12_FSU,weu_security,R12_RCPA,Imports,EJ/yr,2050,Gas,FSU2040,1.615953162311223,1.4419829368670678,0.1739702254441553
150,R12_FSU,weu_security,R12_RCPA,Imports,EJ/yr,2055,Gas,FSU2040,2.2806034217378874,2.0704192746995065,0.21018414703838095
151,R12_FSU,weu_security,R12_RCPA,Imports,EJ/yr,2060,Gas,FSU2040,3.083608346860983,2.829671930135279,0.2539364167257041
152,R12_FSU,weu_security,R12_RCPA,Imports,EJ/yr,2070,Gas,FSU2040,5.124902790348073,4.759745057029583,0.36515773331848944
153,R12_FSU,weu_security,R12_RCPA,Imports,EJ/yr,2025,Gas,FSU2100,0.0,0.0,0.0
154,R12_FSU,weu_security,R12_RCPA,Imports,EJ/yr,2030,Gas,FSU2100,0.3282708532928,0.1170608516940312,0.2112100015987688
155,R12_FSU,weu_security,R12_RCPA,Imports,EJ/yr,2035,Gas,FSU2100,0.6768276725428001,0.4834851033288722,0.1933425692139279
156,R12_FSU,weu_security,R12_RCPA,Imports,EJ/yr,2040,Gas,FSU2100,0.724875094741328,0.4912860257343257,0.23358906900700233
157,R12_FSU,weu_security,R12_RCPA,Imports,EJ/yr,2045,Gas,FSU2100,1.204037112194835,0.9218237673458548,0.2822133448489802
158,R12_FSU,weu_security,R12_RCPA,Imports,EJ/yr,2050,Gas,FSU2100,1.7829422649273292,1.4419829368670678,0.3409593280602614
159,R12_FSU,weu_security,R12_RCPA,Imports,EJ/yr,2055,Gas,FSU2100,2.482353244205856,2.0704192746995065,0.4119339695063493
160,R12_FSU,weu_security,R12_RCPA,Imports,EJ/yr,2060,Gas,FSU2100,3.327354736464799,2.829671930135279,0.4976828063295202
161,R12_FSU,weu_security,R12_RCPA,Imports,EJ/yr,2070,Gas,FSU2100,5.475407378386096,4.759745057029583,0.715662321356513
162,R12_FSU,weu_security,R12_SAS,Imports,EJ/yr,2025,Gas,FSU2040,0.0269574585609862,0.0269574585609862,0.0
163,R12_FSU,weu_security,R12_SAS,Imports,EJ/yr,2030,Gas,FSU2040,0.3282708532928,0.3282708532928,0.0
164,R12_FSU,weu_security,R12_SAS,Imports,EJ/yr,2035,Gas,FSU2040,0.8614267889330242,0.8614267889330242,0.0
165,R12_FSU,weu_security,R12_SAS,Imports,EJ/yr,2040,Gas,FSU2040,1.204037112194835,1.204037112194835,0.0
166,R12_FSU,weu_security,R12_SAS,Imports,EJ/yr,2045,Gas,FSU2040,1.7829422649273292,1.7829422649273292,0.0
167,R12_FSU,weu_security,R12_SAS,Imports,EJ/yr,2050,Gas,FSU2040,2.482353244205856,2.482353244205856,0.0
168,R12_FSU,weu_security,R12_SAS,Imports,EJ/yr,2055,Gas,FSU2040,3.327354736464799,3.327354736464799,0.0
169,R12_FSU,weu_security,R12_SAS,Imports,EJ/yr,2060,Gas,FSU2040,4.34825309676276,4.34825309676276,0.0
170,R12_FSU,weu_security,R12_SAS,Imports,EJ/yr,2070,Gas,FSU2040,6.943447827258159,6.943447827258159,0.0
171,R12_FSU,weu_security,R12_SAS,Imports,EJ/yr,2025,Gas,FSU2100,0.0269574585609862,0.0269574585609862,0.0
172,R12_FSU,weu_security,R12_SAS,Imports,EJ/yr,2030,Gas,FSU2100,0.3282708532928,0.3282708532928,0.0
173,R12_FSU,weu_security,R12_SAS,Imports,EJ/yr,2035,Gas,FSU2100,0.8614267889330242,0.8614267889330242,0.0
174,R12_FSU,weu_security,R12_SAS,Imports,EJ/yr,2040,Gas,FSU2100,1.204037112194835,1.204037112194835,0.0
175,R12_FSU,weu_security,R12_SAS,Imports,EJ/yr,2045,Gas,FSU2100,1.7829422649273292,1.7829422649273292,0.0
176,R12_FSU,weu_security,R12_SAS,Imports,EJ/yr,2050,Gas,FSU2100,2.482353244205856,2.482353244205856,0.0
177,R12_FSU,weu_security,R12_SAS,Imports,EJ/yr,2055,Gas,FSU2100,3.327354736464799,3.327354736464799,0.0
178,R12_FSU,weu_security,R12_SAS,Imports,EJ/yr,2060,Gas,FSU2100,4.34825309676276,4.34825309676276,0.0
179,R12_FSU,weu_security,R12_SAS,Imports,EJ/yr,2070,Gas,FSU2100,6.943447827258159,6.943447827258159,0.0
180,R12_FSU,weu_security,R12_WEU,Imports,EJ/yr,2025,Gas,FSU2040,2.57749543584835,2.57749543584835,0.0
181,R12_FSU,weu_security,R12_WEU,Imports,EJ/yr,2030,Gas,FSU2040,0.0,2.8131190498463434,-2.8131190498463434
182,R12_FSU,weu_security,R12_WEU,Imports,EJ/yr,2035,Gas,FSU2040,0.0,3.3319035145478573,-3.3319035145478573
183,R12_FSU,weu_security,R12_WEU,Imports,EJ/yr,2040,Gas,FSU2040,0.0,4.353748755798745,-4.353748755798745
184,R12_FSU,weu_security,R12_WEU,Imports,EJ/yr,2045,Gas,FSU2040,4.845589847339762,5.5883029439606124,-0.7427130966208502
185,R12_FSU,weu_security,R12_WEU,Imports,EJ/yr,2050,Gas,FSU2040,8.184356692101842,7.341808298448496,0.8425483936533462
186,R12_FSU,weu_security,R12_WEU,Imports,EJ/yr,2055,Gas,FSU2040,9.947707197595465,8.526656700325166,1.4210504972702989
187,R12_FSU,weu_security,R12_WEU,Imports,EJ/yr,2060,Gas,FSU2040,9.947707197595465,8.082901377780273,1.8648058198151922
188,R12_FSU,weu_security,R12_WEU,Imports,EJ/yr,2070,Gas,FSU2040,9.830235691209026,7.930115184763864,1.9001205064451625
189,R12_FSU,weu_security,R12_WEU,Imports,EJ/yr,2025,Gas,FSU2100,2.57749543584835,2.57749543584835,0.0
190,R12_FSU,weu_security,R12_WEU,Imports,EJ/yr,2030,Gas,FSU2100,0.0,2.8131190498463434,-2.8131190498463434
191,R12_FSU,weu_security,R12_WEU,Imports,EJ/yr,2035,Gas,FSU2100,0.0,3.3319035145478573,-3.3319035145478573
192,R12_FSU,weu_security,R12_WEU,Imports,EJ/yr,2040,Gas,FSU2100,0.0,4.353748755798745,-4.353748755798745
193,R12_FSU,weu_security,R12_WEU,Imports,EJ/yr,2045,Gas,FSU2100,0.0,5.5883029439606124,-5.5883029439606124
194,R12_FSU,weu_security,R12_WEU,Imports,EJ/yr,2050,Gas,FSU2100,0.0,7.341808298448496,-7.341808298448496
195,R12_FSU,weu_security,R12_WEU,Imports,EJ/yr,2055,Gas,FSU2100,0.0,8.526656700325166,-8.526656700325166
196,R12_FSU,weu_security,R12_WEU,Imports,EJ/yr,2060,Gas,FSU2100,0.0,8.082901377780273,-8.082901377780273
197,R12_FSU,weu_security,R12_WEU,Imports,EJ/yr,2070,Gas,FSU2100,0.0,7.930115184763864,-7.930115184763864
